"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53"
4500.4 5187.8 7188.4 5200.8 4404.3 3703 4574.7 7542.5 5998 3190.2 5079.1 3492.4 3220.4 7908.9 8720.9 2119 2323.1 3100.8 4045.4 4811 5067.3 4276.3 6437.6 6581.4 5547.1 3881.2 3536.8 4463.2 5871.9 4648.8 7461.4 5012 7338.5 9440.8 5204.7 4583.4 5098.9 6436 2904.9 6735.8 6795.8 5150.9 2511.9 4825.1 6983.7 4593.5 5003 6547.8 3093.3 1676.8 5016.9 6340.8 5591.9
1432 3638.4 5852.6 6850.5 5102.6 4493.3 4926.2 7727.7 4827.8 5832.8 4454.1 7173.3 3121.5 6146 1925.4 3972.9 4357.3 2728.8 3370.2 6636 3139.5 7249.3 3632.4 5308.5 5874.9 2635.8 4090.7 7420.9 2860.7 3165.5 3399.8 4562.8 3477.2 6318 3326.5 5193 4225.5 5166 1924.7 3167.6 3182.1 3852.8 3090.5 3667.7 5304 5050.8 4105.1 5968.7 3899.8 9980.5 2853.2 6000 5400.4
4386.6 5029.7 6313.9 4732.3 4765.6 3646.5 4068 9588.7 6135.8 3792.9 5149.3 5846.9 3950.5 7356 6690.7 2958.6 2638.9 4314.5 4049.8 5900 4291.7 4877 5599.6 5167.8 4194 3922 3679.7 2889.6 6230.5 4900.4 6906.7 4624.6 5372.6 11168.9 3331.9 5366.6 5474.6 6187.7 3274.3 6670.9 6954.9 4488.6 2408.4 4812.1 7134.3 5491.9 4579.6 6387.8 3194.2 1694.7 4448.5 6323.6 5139.2
2094.6 3396.7 3179.6 5772.4 5515.2 3733.8 3324.8 3357.9 4719.5 2942.6 2910.9 10806.3 1860.5 3075.1 1198.2 5836.3 3855.3 3801.8 3886.1 4984.4 2676.5 6313.1 4511.6 4285.4 3207.7 3794.1 2188.9 3383 2220.3 2655.8 2176.7 2153.8 1570.7 2730.6 3317.3 5654.3 1869.1 5691.5 1358.2 3347.3 1926.9 2086.3 1657.7 1722.9 3180.8 3467 3101.5 4709.3 3023.9 6380.4 2900 4359.1 2602.9
3832.5 4680.6 5795.4 3774.1 3111.9 1415.5 3069.6 6456.8 5408.1 1971.6 4338 2075.1 1163.2 6502.3 6593.9 1290.7 1536.1 2771.2 2876.3 3312.3 4223.3 3574 5122 5895.9 4615.2 3841.8 3741.9 2120.2 4557.8 4541.8 6579.5 4497.7 3663.6 8314.2 3522.1 4402.8 4194.5 5688.4 2717.1 5251.1 6294.8 6252.4 2384.7 4041.2 5057.4 4463.7 4016.2 5694.5 1965.7 842.6 3369.5 5766.2 5180.5
517.3 361.2 336.7 372.8 363.5 460.4 333.4 541.6 221.3 638.8 302.3 712.5 448.8 430.6 202 407.6 972.5 664.7 447.4 388 247.4 410.2 248.8 284 248.1 2069.4 643.8 405.3 274.7 634.8 532.9 1350.5 316.5 597.7 252.8 7261.5 315.7 1508.7 374.5 336 211 266.4 187.1 508.5 444.5 283.6 247.6 490.9 359.3 10036.6 302.9 203.6 263
374.9 254.5 573.2 6429.3 350.5 2370.1 449.1 1276.8 1266.8 208.1 438.5 2133.2 409.8 890 440.5 335.1 282.2 254.5 209.9 410.4 207.8 6919.6 322.4 2339.2 4091.9 391.3 756 225.2 366.6 431 185.3 299.4 2643.8 602.9 605.1 295.8 6254.6 2078.2 281.7 502.6 1886.6 273.6 211.9 289 357.4 555.7 4146.3 1609.5 307.1 173.7 627.9 190.4 210.4
3340.1 3463.3 4916.2 8366.6 4664.7 3705.8 3124.5 6616.1 3732.7 2817.1 3239 5900.7 2690.8 5183.5 3816.6 2065.4 1608.5 2700.5 2407.6 3675.4 3900.4 8661.5 5033.4 5844.6 7470.5 4534.9 3655.8 6637 3846.9 3854.7 4446.6 4856 5400.8 7285.9 2614 3327.9 7412.4 5118.7 3566.2 4594.9 5627.4 4848.1 2822.1 4406.1 4470.8 5796.5 5849.3 5778.4 3170.4 3611.6 3522.3 6180 6333.5
2885.1 3998.6 4836.2 4656.8 5315.5 4311.9 5243 5271.3 3596.9 3555 3264.8 8555.2 2360.5 5155.2 3073.3 5634 2786 3497.6 3199.4 6336.1 2817.1 5569.5 5275.1 4293.8 4917.4 4420.9 5110.1 8185.7 4603.7 3769.7 4155.1 4053.8 2274.3 10168.6 3085.9 5853 3534 6383.9 3393.4 3563.3 3682 3864.2 3056.1 3775.2 6225.8 6382.1 3602.7 5457.4 2500.5 7046 3217.3 5988 5008.2
4996 5687.6 7095.2 5582.9 5460.5 4661.5 4909.2 10250.5 5789.6 4165.5 4948.7 6013 5279.7 8027.7 7606.4 3781 3527.6 4637.6 4001.1 6009.3 4818.5 5137.6 6676 5309.1 4898.3 4420.3 4142.1 4812 6062.2 4802.9 7564.5 4528.2 6936.4 9757.7 5103.9 4900.7 5023.8 7170.1 3717.6 6503.2 6610.2 5606.6 1587.6 4616.1 7091.3 5367.9 4756.2 6489.2 3033.5 2095.2 4427.4 7526.9 4938.1
5512 5042.2 7594.3 8092.4 6306.8 5033.4 5159 9523 6610 5756.2 5632.2 8192.7 6957.7 8277.2 8105.2 4755.5 5245.4 4936.6 5139 8327.1 4699.6 6767.8 6892.4 6428.3 6797.7 4852.3 5374 7737 7136.5 5365.1 9925.7 5312.4 6409.7 11594.5 9019.4 6200.9 6882.9 7165.4 4958.2 7100 7621.6 7683.5 4016.6 5290 7228.3 6120.3 6440.8 8829.8 4430.1 4324.8 4557.2 7413 6771.6
4953.4 4924.4 6819 7032.3 5461.9 4803.2 5365.2 9727.4 6171.4 5318 5195.1 8988.6 6832.7 7896.9 9084 4467.7 3948 4905.6 5380.3 8514.5 5244.5 5207 6947.4 6251.1 6196.8 4965.1 4874.1 8406.1 6288 5480.3 7832 4472.4 7536 10154 6311 5192.1 6373 7479.8 3923.1 6531.7 7746.8 7863.7 3960.9 4824.2 7869.9 5378.4 5191 7259 3806.4 4333.2 4905 7801 7058
4635.4 4716.5 6630.8 5833.3 5213.3 4662 5275.8 9265 5709.6 4362 4935.3 9266.5 6344.8 8170 7763 4648.9 4588.9 4933.6 4876.4 8042.7 4612.1 7050.7 6860.4 5858.1 6641.9 4401.1 5825.7 6505.9 6226.1 4616.4 8106.9 5622 6590.9 10467.4 7330.9 4950.8 6246.8 7240.9 4152.6 6877.8 7553 7159.9 3211.8 4535.7 6609.4 5696.4 5553.5 7492.3 4188.2 3093.4 4212.9 7561.1 6638
3115.5 1537.3 526.2 617.7 5319.2 2589.6 1963.1 433.9 767.1 4690.6 536.3 344.6 7321.6 477.1 336 908.7 2737.5 2114 946.7 747.9 140.6 636.6 2556.8 94.1 319 2110.6 2085.7 4122.1 393.4 600.7 1288 55.6 1669.1 2.9 762.20818527187 206.8 213.6 866.9 4949.5 980.7 242.1 49.3 396.2 158.4 2719.5 156.2 296.5 33.1 2705.1 1748.4 2262.3 1764.8 1244.1
4279.4 4661.7 6581.6 5650.5 5383.7 3821 5212.2 8350.9 5764.9 3686.5 4500.1 5531 4532.8 7252 7426.1 2306.4 3597.2 3694.5 4230.5 6314.6 4800.8 4504.9 6243.1 5884.1 5749.3 3747 4271.7 5499.9 6183.9 4636 7043.6 4424.2 6762.6 10931.4 6208.1 4757.5 5683 6041.4 3752.2 6198.1 6504.4 6130.2 3044.7 4812.7 5982.4 5755.1 5480.7 6337 3360.9 1348 4333.7 6228.4 5175
4620.6 5616.5 7273 4868.5 4766.8 4207.2 5342.3 9039.8 5967.4 5110 4941.7 5643.3 6649.6 8081.3 7452.2 3364.6 5863.3 4603.7 3974.1 5593.6 4670.1 5162.1 5830.4 4631.2 3377.8 4183.2 4464.2 4702.3 4840.5 4788.5 9079.9 4829.6 5608.3 8385.1 4394.1 4201.9 4440.7 7056.3 3258.8 5938.4 6855.8 4804.2 2771.3 4396.9 6622.1 4941 5051.9 7217.7 3018.7 1370.7 3911 6409.4 5271.7
2475.6 2841.5 3678.6 4278.1 4115.3 3513.8 3906.9 4817.9 3135.5 3915.3 2867.2 7822.2 3971.6 3491.2 2313.9 5279 3705.1 2900.7 3281 5732.5 2468.9 5071.8 3639.8 3210.4 5027.6 3178.4 3547.9 7297.4 4400.5 3646.2 3619.9 2655.2 3082.2 5941.7 3938.6 4016.2 2783.5 3991.8 2967.2 3272.9 2662 3459.9 2750.5 2986.1 4382.5 4100.3 2908.9 3564.8 3523.2 11523.2 3235.8 3878.7 4737.4
4577.7 4568.8 6392.7 5898.3 5196 3666.7 4917 8360.5 5739 3564.4 4824.1 5364.3 4034.2 6471.8 7590.4 3072.7 2388.3 3932.7 4543.4 5325.7 4322.8 5828.6 5735.3 5909 7335.9 3854.2 4346.9 5359.6 5444.6 4630.6 7424.8 4455.2 6585.7 11016.1 5075.4 4641.1 5860.6 6441.7 3256.8 5868 6803.2 4811.4 2814.9 4656.2 6206 5649.3 5318.8 5760.5 3361.1 2416.9 4627.5 6115 5988.1
3282.2 4331.9 4514.3 3428.6 3796.8 1994.4 3076.6 4509.7 5050.6 1659.1 4135.4 2159 1659.4 4235.5 6033.4 1038.9 731.3 2929.6 4139.2 2474.3 4135.2 3150.1 4037.8 4661.9 4159.3 2792.1 2646.6 2114.6 3399.3 4738.3 6117.9 3283.6 4390.8 9354 2100.9 3465 4380.7 5130.7 1967.7 4547.5 5518.8 1945.6 1520.8 3697.3 4798 3632.7 3901.6 3079.1 2094 603.7 4044.6 3825.8 4459.9
1958.2 2135.1 1926 1469.7 1450.6 574.1 1135.4 1999.9 571.9 576.1 1513.2 8619 360.5 1402.9 2114.6 6704.3 679.7 1199.8 487.6 666.2 1160.2 3523.3 998.4 458.8 926.6 2274.9 368.6 384.1 738 908.8 405.2 2116.8 372.5 788.5 1619.1 1882.9 1330.7 2817.6 1510.5 1437.8 1082.3 756.2 1491.5 1120.1 184.3 2297.3 1641 1084.3 254.5 694.4 527.5 1975.5 5100.5
793.6 216.4 183.7 465.143318225058 40 78.3 138.8 770.8 324.072678733308 818.2 205.6 844.8 322.2 448.1 251.96992099006 433.8 1192 611.1 204.1 476.397747501111 70.7 335.5 107.7 68.6 86.8 2066.9 568.2 78.2 315.161129800408 587.3 317.8 2568.8 307.759436881133 220.4 163.5 5644.2 94.2 1851 304.7 234.3 259.196358883547 336.5 276.040487735029 798.8 152.3 75 398.431790802342 639.7 234.9 9630.5 260.669564866006 14.1 154.4
4382.3 4479.2 6138.5 5184.7 3909.1 3452 4193.8 8851.5 5338.4 3672.3 4702.8 4574 6506.3 7114.3 6953.5 2615.9 3251.5 3704.3 3727.6 6170.9 4165.9 3755.8 5570.8 4937.7 3768.7 3878.7 4409.8 4731.5 5419.9 4386.9 7216 4408.5 6080.3 9151.3 4322.2 4711.6 5251.6 5858.2 2930.6 5747.3 6514.2 4540.4 2221.1 4159 6378.1 4811.6 4724.9 6615.3 2661 1295.2 4200.4 5622.2 4996
200.020366074746 1042.6 2187.2 3491.1 1975.2 840.9 837.1 495.4 2444 42.2 2017.2 809.2 420.619330696198 539.8 304.561693094228 29.3 686.870342245546 145.3 505.5 1027 1351.2 1638 4558.9 908.3 1944.3 101.7 76.4 555.8 651.9 311.5 24 93.5 72.3 143.8 942.935215325008 2046.3 254.8 2014.3 385.821640829454 466.770366761274 360.112704018861 475.949627792475 17.6 296.3 903.6 3876.6 398.543327929855 593.5 2299.1 6770 1157.8 6751.7 43.4
4432.1 4852.5 6388.6 4808.3 4041.4 3348.6 3883.9 8728.7 5825.9 3806.9 4824 5604.3 4862.6 8131.3 7822.6 3457.9 3598.2 3900 3755.9 4727.1 5018.2 4586.6 5404.5 4557.5 3916.2 4372.1 4429 3793.8 4686.8 4194.3 7113.1 5289.5 5255.2 9547.9 4661 4403.5 4602.6 6651.4 3279.2 5457.1 7103.5 4964.3 2299.6 4167.1 5745.8 4273.3 5072.1 5678.9 2766.6 1581.6 3482.6 5757.1 5055.8
4059.5 4331.1 6118.3 5758.5 4519.4 3434.6 3931.7 8599.8 4895 4073.2 3986.7 6228.7 5943.1 6344.1 6311.6 3014.7 3455.7 3594.4 3154.1 5094.4 3841.5 5762.8 5299.9 5285.9 4530.2 3915.7 3803.3 5190.3 4431.1 3924.1 5957.2 4750.4 5889.1 8919.6 1576.9 3729.9 4438 5737.9 2981.6 4715.2 5776.1 4610.7 2262.4 3924.2 5757.2 4825.7 4281.2 5287.2 2691.7 494.2 3800.2 5849.6 5281.6
4463.2 3449.6 411.5 1525.7 3059 3228.9 1573.2 345.4 1567.7 3523.7 502.2 1435.5 2587.4 319.1 546.2 3162.8 4965.5 4636.5 2989.2 2223.1 2052.1 1730.9 2235.6 550.4 425.5 4793.9 2760.7 3848.9 815.2 4062.7 4569.3 1304.1 1345.1 4663.1 34.5 58.3 403 2240.6 3976.9 558.8 1417.9 772 1363.3 1106.1 3397.3 1334.5 118 259.3 2856.3 1722.1 2776.2 752.3 2258.5
547.9 332.5 355.4 449.8 295.7 450.1 284.4 632.2 360.3 595 342.8 481.4 308.9 518.6 291.2 329.4 730.7 565.7 395.9 525.2 307.2 292.7 304 342.8 431.7 1484.9 528.9 382.3 324.2 347 481.5 2384.2 226.7 554 398.9 5692.4 297.5 1194.7 415.3 281.8 191.5 343 300.2 469.8 351 286.1 432.9 583.4 293.9 9484.4 267.4 232.6 310.6
4133.2 4297.8 5684.6 5288.7 4414.9 3027.3 4018.6 7396.4 5815.8 3554.8 4969.4 3816.6 2722.3 6500.9 7010.8 2391 2188.9 3784.4 4348.9 5459.6 3975.9 4849 5957.5 5777.9 5874.7 4339.7 4131.3 4834.9 6214.9 4787.5 7962.9 4648.9 6175.5 9939.2 4810.5 5713.2 6260.9 6225.8 3609.5 6284.4 6165 5189.2 3204.6 4774.8 6208.3 5109.8 4531.4 6411.3 4007.2 2549.7 4466.3 5990.5 5939.9
4454.4 4759.6 6149 5202.3 5003.4 3888.6 4928.5 8176.3 5063 3890.5 4436 6124.7 4593.4 6187.8 7158.4 3336.5 3518 4495.9 3965.6 4959.7 4399.5 5528 5617.4 5245.9 5184.7 4223.5 4450.7 4751.6 4824.1 4920.9 6559 4435 4885.6 11560.8 3958.7 4158.8 4419.5 5790.6 3648.7 5556.2 6500.1 5388.5 2609.4 4265.8 5972.4 5188 4430.2 5001 3506.4 1832.2 4633 6298.6 6039.7
2372.7 1876.6 2778.1 4934.1 688.2 2438.1 1910.8 5732.1 960.4 3347.5 3347.8 4846.9 1419.8 4199.6 5120.4 1103.9 972.2 652.7 1917.1 3216.8 2395 2445 664.4 520.3 1032.6 572.7 2273.4 572.6 1891.1 1953.2 3481.3 448.6 4304.6 2594.5 273.5 4479.2 3618 3285.1 1014.5 1905 2058.5 392.1 1909.5 526.9 1437.3 3472.1 1490.5 488.3 780 778.2 1180.5 1023.5 2375.4
4998.4 5748.8 7232.1 8891.2 9420.8 7915 6150.6 9405.5 4106.6 6165.3 5086.5 8141.1 7165.6 8632.8 5717.3 8673.8 6327.6 6550.7 5884.5 7815.5 4613.1 7550.3 7639.9 7537 6713.5 6165.6 8123.8 8583.4 5476.4 5500.8 7175 6430.5 8258.2 6200.1 3905 5063.7 6051 7451.5 5770.2 5103.1 6225.9 7480.3 4031.6 4839.9 7677.1 6125.7 4847.1 5318.7 5710.3 7739.2 5409.5 8376.6 5890.1
4239.8 4601.7 6361.9 5170.7 4373.6 3749.5 4373.4 8266.8 5741 4009.2 4934 5612.2 5809.4 7268.9 7465.8 2600.5 3745.8 3725.7 4098.3 7115.1 4333.5 4516 6052.6 5327.3 4962.7 4027.5 4246.5 5083.6 6363 4676.4 7348.4 4578.2 6000.3 9874.2 5568.7 5152.7 5508.5 5948.5 3863 5917.9 6245 5057.9 2819.4 4200 6191.1 5052.1 4568.1 5804.8 3793.8 1567.6 4179.7 5865.3 5053.9
4564 4639.3 6504.5 7034.9 5164.3 4741.2 4655.1 9057 5647 4417.7 4795.7 6184.5 5022.2 7838.6 7301 4373.9 3945.5 4272.7 4022.7 6276.6 4514.4 5477.8 6242.3 5812 5446.5 4300.9 5196.8 5290.1 5917.3 4727.8 7142.8 5075.1 6512.4 10026.7 5584.9 5025.1 6096 6503.5 4088.1 5974 6518.5 5986.1 2116.3 4774.4 6503.2 5301 5247.5 6807.8 3286.2 2039.9 4602.9 6617 5863.6
366.6 597.7 1233.8 710 771.8 624.5 622.3 1796.1 844 675.8 779.8 4109.1 1749.6 1190.3 2267.6 1663.6 648.8 607.9 764.4 1388.9 522.4 1729.5 772.5 3743.2 7359.9 590.6 711.6 3190.7 1583.5 638.9 983.8 2107.9 632.6 4506.9 3934 327.5 728.2 830.4 469.2 677.7 974.6 1085 978.2 695.2 1628.5 3240.1 3555 4083.5 594.1 2956.9 295.1 2790.3 2697.4
894.7 784.2 3783.2 3169.5 193.4 1417.9 2317.5 5949.7 629.8 3274.4 3048.2 2094.9 1230.2 4324.3 5516.5 760.7 432.5 309 1923.7 3839.7 2962.1 2710.6 886.7 495.8 1037 471 2470.1 611.3 1793.9 2053.8 4065.3 274.5 2696.4 2363.8 202.2 3605.4 3199.5 2568.4 250.6 2215.1 1826.8 595.7 2053.7 285.5 821 2431.5 896.6 506.9 334.3 670 882.1 886.9 2643
3061.8 4191.2 4876.7 5405.6 5765.3 4335.1 5139.1 5438.1 3930.2 3741.3 3457 7776.7 2242.5 5020.6 3411.5 6076.9 2890.2 3212 3483.7 6003.3 3049.7 6189.8 5046.7 4537.3 5631.2 4673.4 4599.4 7706.3 4476.8 3827.8 4015.4 4498.3 3473.1 8657.5 4639.1 5088.8 3779.6 5321.2 3358.2 3450 3881.4 3624.7 3134.4 3882.1 5460.8 5980.5 3740.7 5743 3521.8 8401.1 3595.9 6122.2 5683.7
5596.1 5343.7 6127.9 5043.2 6119.3 3781 4294.1 7266.9 4681.7 4217.8 4458.5 3677.1 1469.1 7336.8 6295.1 4369.3 2882.5 3659.6 3221.7 3489.9 4765.5 2858.9 7476.1 4526.8 2764.7 5032.7 4155.1 3938.2 4007 4568 7127.6 5116.5 4166.1 5234.1 2186.1 5949.5 4417.9 7283.2 5186.7 5195.7 4194.5 5464.2 3847.1 4605.9 5277.4 6057.3 4585 4392.7 2887.2 1397.6 3714.6 5576.8 3876.2
871.3 1726.9 2235.4 3044.5 3578.5 2678.8 2688.3 2149.2 1504.2 1124.8 2432.6 3925.4 861.3 2258.5 321.3 5725.4 1680.8 1972.6 1923.2 3635.7 805.6 3889.3 2160.7 1186.3 2471.2 1344.2 1561 3106.8 1661.9 837.3 1235.9 457.4 994.9 1147.1 769.7 4050.3 988.7 2760.9 810.8 1211 584.2 639.3 1269.4 395.4 1597.2 2124.9 1066.8 2898 1513.8 7681.6 1419.1 3533 901
62.2 817.5 423.5 1874.3 1918.2 460.8 634.2 140.4 2430 316.8 688.8 757.6 127 94.4 90.6 789.4 529.3 2920 1024 3706.8 990.5 3596.1 3350.2 561.7 950 213 1140.4 6082.7 2477.9 1371.7 456.8 145.2 296.2 593.5 40 365 127.7 1445.2 98.6 41.9 155.2 50 176 114.3 1223.5 2002.6 219.9 338 3919.6 5086 1480.3 2677.4 2051.1
3876.7 4508.8 5849.3 5688.9 4667.2 4103.5 4196.6 8510.1 5439 3632.5 4777.7 5939.7 4911.6 6970.2 6804 3290.5 3176.4 4260.3 3871 5829.9 4121.1 4908.1 5456.1 4729.1 3718.7 4023 4590.5 4488.2 5339.1 4470.3 6900.4 4504.1 6330.3 9685.4 4187.8 4433.3 4636.6 6368.4 2948.1 5867.7 5981.8 4959.5 2247 4328.8 5985.8 4720.9 4679.8 5457.1 3634.5 1924.4 3736.5 5604.7 5777.5
4837.9 4533.8 6341.8 6700.2 5534.4 4351.4 4790.6 9317.9 5896 4777.5 4971.9 7073.6 6889.1 7034.2 7121.4 3779.9 4507 4365.7 4430.1 6599.1 4343.2 5908.8 5780.6 5246.8 5544 4519.4 4356.4 6137.2 5710.9 4634 8415.4 4472.1 6617.4 9536.6 6666.7 5076.5 5597.1 6244.4 3972.2 5810.6 6574.1 5929 3350.5 4578 6337.5 5463.6 5334.5 7705.3 3675.3 3234.5 4138.3 6311 5880.9
3558.1 4067.3 5296.6 4068.5 4024.9 2613.2 3796.5 6692.8 4650.5 2709.9 4178.6 4177.8 2895.5 5563.4 6311.7 2673.2 2362 3893.7 3708.4 4571 3903.3 4924 5260.6 4292.4 3776 3957.2 3520.3 3643.7 5276.3 4461 6396.2 3871.1 4532.4 10114.8 4218.6 3756.9 4299.4 5744.3 2874.1 5146.8 6184.6 4616.2 2086.7 3885.9 5130.4 4774.7 4066.3 5357.8 3072.2 2097 3940 6251.5 5540.4
2857.8 2992.8 4236.7 8065.2 4044.8 3398.4 2810.4 5814.5 3586.3 2732.1 3226.1 5446 2680.3 4524.5 3609.1 2184 1823.1 2700.5 2592.1 3925.3 3453.1 7536 4468.6 5235.2 7277.5 4126.8 3584.6 6197 3971.4 3433.7 4197.8 4098.9 4530.9 6092.7 2642.4 3211 6682.8 4625.1 3293.1 4218.6 4921.2 4310 2879.8 3846 3855.4 4974.4 5322.8 5172.5 3240.2 4052.7 3509.3 5238 5590.1
855.3 277.8 1479.7 1573.7 357.5 27.9 2325.7 453.1 765.5 483.6 1235.2 655 355.2 587.3 261.3 1853.3 1780.3 142.7 348 294.841027006016 248 3890.1 40.8 242.4 253.8 170.6 184.6 2113.5 286.950483313387 453.4 53.7 1950.9 581 2382.6 314.565764789591 128.6 2458.1 1612.9 279.8 125.8 3160.9 343.536355727508 302.415362988769 185.6 36.2 2323.7 241.4 2244.4 527.1 469.5 6418.6 60.2 5795.1
3709.4 4329.6 5381.8 3586.2 4173.8 2491.2 3726.3 7440.3 4756.9 2825.5 4211.6 4804.5 3293.3 5637.5 6367.2 3094.9 1959.1 3812 3632.5 4651.1 4273 4368.3 5505.3 4807.5 3839.4 3677 3603.7 4477.7 4900.8 4216.7 5883 4164.1 4415.6 9525.8 3374.5 4028.7 3946.6 5563.4 2738.6 5165.5 5735.1 4447.8 1891.3 4201.7 5488 4626.9 3673.1 4756.3 2554.7 1694.9 4565 6210.9 5668.8
509.7 2542.4 1703.7 2172.5 3153.7 1738.7 1885.9 1630.4 1064.3 1627.4 2310.6 1844.8 389.6 1401.1 403.6 1653.3 606.2 1009.8 2207.5 1941.1 1057.9 3832.8 3288.4 1520.6 1886 2674.1 341.6 1647.6 490 1012.4 180.9 781 1054.5 1436.1 391.7 1102.2 756.8 1638.9 1115.1 875.7 618.4 345.2 843.9 821.1 2440.2 2928.6 470.3 1379.6 4363 7626.6 2210.2 5578 2013.7
4355.2 4907.2 5942.1 4744.8 4128.5 4025.1 3692.8 8727.5 5847.9 3421.9 4726.6 4228.4 3590.8 6387.6 6757.2 2825.8 2956.6 3600.5 3587.6 4479 3760.8 5110.3 5676 5133.7 5342.5 3880.9 3621.9 3970.9 4931.3 4509.6 6436.4 4289.8 5455.5 8945.7 5241.1 4575.9 4772.4 5954 2973.8 5401.9 6496.4 4532.6 2335.4 4290.5 4946.1 4190.4 4766.1 5704.9 2688.2 2010 3562.3 5434.5 4780.4
5001.1 5177.4 6313.1 4709.7 5463.7 5852.8 5190.9 8563.4 6216.5 4808.3 4741.8 5482.3 5044.3 7376.3 6953.5 5622.8 4510.4 4604.4 4870.4 5454.8 5118.3 5435.9 6475.7 5658.3 4504.4 4518.2 6828.2 5250.1 5495.5 4767.3 7595.3 4681.7 6477.4 10035.3 3873.1 4420.5 4413.4 6888.9 3478.3 6511.6 6351.1 6396.8 2582.5 4498.7 7057.7 5188.2 4906.8 6228 3136.7 2919.8 4282.4 6867.5 5239.9
3229 3933.3 4940.4 2645 3278 2888.5 3428.9 6021.9 4617.5 2410.8 3340.9 4673.5 2366.5 5896.1 6415.5 2511.8 2305 3008.9 2792.8 3595 3646.3 2390.2 4590.1 3501.6 2497 3521.5 4008.2 3068.6 3694.1 3512.5 5746 3258.2 5025.3 7751.9 3474.7 3833.8 2816 5343.5 2156 4140.6 5758.7 3246 1612.6 2874 5684.3 3464.7 4651.4 4442.1 2216.6 691.3 3154.8 4244.3 4014.4
3544.7 3707 4842.9 4698.3 3548.1 2528.9 4166.6 5365.1 4097.6 3393 3198.5 4671.8 4024.3 5360 5872.8 2154.7 2855.4 2978.6 2966.1 4577.5 3604.2 4213.1 4113.5 3933.1 3777.2 2699.9 3010.1 4248.3 4190.1 3489.1 4813.3 3449.8 3628.9 8455.9 8437.1 3311.8 3431.4 4677.8 2614 4424.3 5617.6 3750.3 2021.8 3166.3 4876.7 3842.9 3687.1 4186.5 2047.9 956.3 2897.9 5073.2 4483.7
2336.9 3676.8 3936.4 2421.3 3296.8 2737.6 2838.2 5290.2 3862.8 2013 3152.6 1987.3 2586.1 4839.4 5216.2 1515.4 1788.4 3406.5 3049 3489.8 3873.5 2643.9 3793.8 3921.6 2568.7 2197.9 3151.7 1720.4 3418.4 4061.8 4970.7 3027 3629.9 8822.9 2693.3 2693.7 2423.5 4289 1929.8 4512.8 4225.6 4076.7 1914.4 3124.7 5662.6 2470.2 3295.6 4961.1 2244.3 527.6 4168.1 3956.6 3657.7
3124.4 2937.9 2878.2 4129.8 5349.7 4969.9 2913.5 2104.6 1309.6 5673.9 1945.1 1793.7 4102.9 2335.9 1120 4612.6 5113.3 4236.1 3757.1 2788.2 140.5 2680 2697.6 1325.6 1489.3 4043.5 4600 3000.1 1690 2611.7 3375.1 711.6 1794 2511.2 688.5 1347.3 2192.3 2211.3 3017.5 2098 1070.7 606.9 2594 721.6 3919.4 1929.5 2757.8 1750.6 2561.9 1876.7 1848.6 1274.5 1869.7
5935.7 5902.8 6602.1 7360 7452.2 4654.6 5926.3 9115.6 5795 5696.1 5289.6 5660.6 6303.7 7968.4 7104.8 6942.9 5620.1 4462.6 3858.3 7269.7 4815.2 4383.3 8014.4 5317.1 3638.3 5526.5 5209.4 7295.7 5254.6 5174.8 8694.4 6133.1 6051.8 7201.3 4477.4 6193.1 5328.4 8295.8 6222.3 6592.3 5585 8181 4774.5 5197.7 6767.3 6689 6206.5 5707.9 3591.7 3759.6 4262.2 7042.1 5215.6
4945.9 4715.2 7004.8 7569.5 5200.8 4756.2 5539 9000.5 5983.2 4503.9 5109.5 9243.1 5623.8 7365 7536.3 5089 4148.6 5547.1 4857.3 7348 4717.8 6318.7 6292.9 6107.3 6824.4 4770.7 5361.4 5633.5 5963.8 4885.1 8114.8 5160.6 6123.2 9229.3 6653.1 5361.9 6573.7 6765.5 4295 7066.2 7334.7 6054.6 3666.2 4993.4 6929.9 5932.7 6369.5 7429.1 4288.9 4049.2 5408.7 6973.1 6239.8
2316.6 2055.3 2154 2568.4 2124.6 3335.2 3636.2 1172.8 537.9 1505.7 1251.8 2892.6 4851.9 1051.1 668 3263.5 5956.1 4601.6 2985.4 3878.4 1157.9 3117.7 1700.8 607.5 716.8 3581.9 2618.8 3762 2912.8 4560 2565.6 827.5 1064.4 3271 542.6 488.6 1034 1837.1 2503.4 2090.6 548.8 1309 3719.9 806.5 3064.9 2000.7 534 616.2 1958.4 2267.8 3043.6 1130.8 2373.3
921.7 116.8 2199.8 4249.3 179.6 84.8 1854.4 1319.9 1033.4 590.4 2157.1 1090.9 204.4 1287.4 1069.3 1848.2 1216.5 62 187.7 18.1 279.4 1943.8 32.4 212.1 233.4 359.1 91.6 291.4 151.2 295.1 230.1 2485.1 1403.3 2479.3 18.6 488.7 3947 2697.4 1308.8 814.6 4133.7 170.1 44.6 605.3 81 1220.6 1226.7 1721.3 502.1 223.2 6278.6 134.4 325.3
