"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173" "V174" "V175" "V176" "V177" "V178" "V179" "V180" "V181" "V182" "V183" "V184" "V185" "V186" "V187" "V188" "V189" "V190" "V191" "V192" "V193" "V194" "V195" "V196" "V197"
420.44 230.9 462.38 220.59 129.56 710.65 578.02 678.48 639.46 429.23 135.53 597.82 127.6 341.92 791.915 731.19 368.53 315.44 424.99 212.21 293.735 53.8567 472.67 71.88 776.84 73.965 133.775 240.095 648.44 1106.93 445.84 127.41 642.76 603.27 313.81 861.85 1827.55 626.92 172.35 62.97 218.57 658.17 387.66 584.2 168.27 71.2 1297.19 456.17 753.28 314.89 170.18 967.14 382.96 822.66 201.83 176.39 682.06 194.85 557.11 707.97 247.537 529.975 1000.2 445.725 462.41 448.81 278.72 67.78 174.42 173.75 422.56 185.475 451.88 1141.05 461.32 214.44 512.495 221.03 42.675 808.685 480.95 531.925 516.6 979.04 62.17 55.52 160.22 233.36 276.62 204.06 203.3 292.17 179.28 606.65 459.51 484.67 27.08 1726.77 1297.73 627.455 439.17 101.03 66.61 372.625 928.145 669.09 271.16 1057.51 476.37 503.83 198 1135.38 318.42 525.36 330.33 11.37 308.29 405.61 372.18 128.63 1139.35 19.21 1163.47 848.12 148.64 569.2 199.15 1431.31 427.04 456.93 744.42 194.38 382.82 292.43 197.03 565.18 48.35 47.09 322.09 309.79 743.18 399.67 644.58 764.87 455.89 385.02 328.47 241.35 426.01 231.46 470.95 226.57 347.06 297.11 370.27 56.97 1156.82 1290.05 1413.38 289.76 1033.7 580.9 1471.5 2659.37 944.12 207.01 759.82 561.28 701.74 476.17 479.04 872 207.61 825.23 1451.79 419.63 231.08 490.58 459.17 185.02 770.07 294.09 343.26 882.5 429.7 1410.36 1440.38 276.6 1962.38 1005.01 82.79 -1.64 430.36 88.03 316.83 735.52 278.14
27.54 32.48 2032.89 35.18 133.61 37.26 59.95 44.91 118.065 1454.62 65.96 38.645 161.83 50.065 119.285 145.08 106.03 46.35 45.545 26.63 200.92 69.9667 69.485 217.44 42.91 126.48 101.55 19.12 15.4 39.36 37.81 42.34 47.09 105.85 49.4 48.93 184.56 81.79 27.88 34.66 93.35 54.34 569.42 150.14 115.39 108.205 77.38 38.38 134.45 132.73 187.74 31.24 144.86 37.74 167.16 20.97 49.58 63.26 36.58 109.44 19.7067 130.972 69.51 867.39 39.02 461.775 53.77 49.74 46.1067 101.48 36.38 421.865 68.23 112.19 78.22 23.81 1386.71 7.37 175.47 11.17 66.125 90.575 39.41 82.59 26.25 52.7 54.735 58.87 154.63 353.23 50.74 277.03 61.26 217.89 117.38 69.53 34.87 92.05 54.765 17.11 40.95 39.64 579.445 65.53 37.97 685.455 69.305 121.535 110.18 57.1 96.73 301.13 15.55 34.205 12.72 42.01 14.43 134.6 67.47 1349.52 37.97 26.12 30.18 29.16 79.18 3060.58 48.135 71.05 59.01 17.22 93.44 37.78 265.08 924.44 3565.77 34.63 101.07 70.93 37.88 46.39 54.24 104.7 246.88 241.54 134.4 142.33 84.06 134.63 90.46 264.48 103.49 85 67.62 140.08 82.48 64.47 13.5 36.03 117.06 42.24 757.94 87.61 62.64 327.76 6.85 48.8 19.91 26.84 20.27 78.46 32.38 72.63 206.27 39.91 25.71 -9.1 46.58 50.69 128.2 50.01 43.26 105.21 110.97 48.97 38.26 56.76 56.33 48.51 61.02 26.09 35.96 33.22 95.54 22.64 34.7 162.71 48.85
-28.31 309.26 132.84 74.755 100.24 136.69 679.085 997.63 461.9 27.09 418.9 -33.755 128.42 -69.095 269.25 213.44 46.82 -8.165 -6.605 188.29 155.88 489.713 378.68 59.84 15.06 55.41 80.675 348.31 288.64 -21.9 867.475 1208.83 90.14 97.96 519.205 290.01 392.01 424.08 18.87 1370.23 70.64 -13.68 -45.52 215.85 227.15 80.69 387.88 349.81 117.29 17.65 273.57 938.82 1825.05 -16.54 209.19 254.59 133.7 89.53 207.56 4.33 406.41 478.662 13.73 381.3 31.64 37.6 54.86 128.15 5.71333 372.95 145.14 4.51 -6.35 63.67 20.34 17.94 362.345 -30.62 22.645 35.52 47.67 531.225 284.33 10.78 130.05 4429.19 22.015 -51.31 -21.86 5.81 167.95 577.45 33.79 30.73 163.62 133.01 125.21 54.43 221.305 24.05 755.42 -55.52 150.635 33.415 111.875 218.035 685.715 597.245 116.64 40.67 1292.08 332.26 352.9 -6.655 500.1 743.64 99.44 113.6 173.85 99.11 264.87 47.84 328.77 122.56 252.605 399.94 46.54 226.16 123.9 537.29 37.41 56.38 13.74 11.03 -9.17 7.62 53.57 -83.78 82.66 340.19 144.43 193.88 102.05 149.2 30.54 -14.47 92.38 108.87 145 222.16 -60.56 175.15 129.35 537.66 117.3 118.88 162.7 -38.86 128.68 374.05 99.74 171.53 219.32 57.54 -44.62 77.68 -44.98 33.82 68.43 21.83 90.73 150.79 189.59 42.07 34.74 -10.99 62.15 23.19 47.44 -71.04 27.73 19.46 -38.19 10.87 -16.09 -102.64 14.48 -46.51 -6.12 -35.3 29.82 47.33 30.24 -59.9 -89.12 66.5 -68.19
242.9 265.87 230.755 43.715 215.4 286.24 1449.73 138.8 152.62 262.27 16.18 174 16.44 105.12 38.19 113.6 380.6 102.58 41.85 -18.77 734.72 662.013 151.27 34.85 149.39 54.885 31.785 256.145 312.44 124.33 69.41 230.46 338.38 207.97 140.875 387.58 1998.07 306.2 208.58 125.21 13.91 190.44 70.47 295.5 366.82 104.175 258.18 153.05 163.43 222.99 308.78 869.97 67.49 226.48 362.185 141.63 356.8 114.39 546.91 173.12 50.5133 529.957 154.02 95.135 148.25 188.085 262.51 110.14 68.3333 470.31 296.28 383.325 185.35 300.44 317.4 88.48 271.585 167.44 168.185 90.065 61.055 146.29 206.41 384.87 56.28 -98.59 136.215 193.39 126.6 259 182.68 324.45 125.11 -26.49 2516.83 250.68 -72.25 315 -35.425 190.33 102.72 -10.15 361.55 259.95 343.7 178.275 311.075 326.525 356.03 213.45 55.05 143.38 67.68 155.91 75.1 3909.49 129.14 2415.33 286.85 296.33 379.06 207.75 330.935 221.45 183.92 289.165 152.295 161.05 262.44 134.14 104.74 45.75 164.48 81.2 39.67 115.16 14.64 47.09 165.72 196.12 266.79 65.36 92 238.94 163.05 152.94 185.83 258.4 52.16 265.33 169.55 100.69 215.26 -2.91 265.46 177.99 199.44 82.47 96.2 117.63 194.28 76.91 39.7 97.55 128.53 107.92 -21.6 157.79 70.18 238.76 98.67 98.94 162.92 609.45 101.98 150.43 111.06 159.44 258.14 87.95 202.49 197.62 322.35 195.72 141.6 151.91 69.22 250.33 618.35 134.35 -61.4 243.52 164.14 147.04 226.46 166.28 98.06
438.49 291.27 606.34 383.32 1073.81 405.21 107.165 706.46 556.12 264.63 203.82 322.705 1248.62 194.55 591.915 537.31 115.12 138.485 512.955 507.305 338.54 124.41 529.51 173.84 856.04 206.82 304.98 342.775 117.69 36.13 694.755 277.94 48.78 354.74 738.845 103.14 611.32 896.84 1239.25 378.87 875.14 784.49 115.05 862.77 415.65 492.365 1108.33 82.02 716.65 100.06 616.56 63.83 687.26 717.76 417.47 985.05 704.5 63.26 194.01 748.44 509.17 1005.84 1107.67 1737.03 741.93 1056.8 780.79 1123.9 121.513 689.1 329.46 381.845 388.34 712.41 514.77 451.09 329.25 9.85 521.475 1322.08 462.935 476.57 880.14 468.94 1085.28 1030.67 1748.21 555.06 1187.97 319.08 878.97 780.55 353.91 935.22 333.605 1181.49 308.94 432.68 739.855 389.045 1594.81 737.88 275.135 548.605 87.945 571.775 638.335 1265.93 132.78 471.56 259.27 865.83 501.33 462.445 482.01 -1.53 677.07 446.58 42.29 1769.42 61.13 518.41 59.275 236.42 477.15 269.99 382.25 671.29 731.57 504.13 1126.32 817.95 1579.26 140.21 423.14 388.65 1602.96 43.48 807.62 665.55 592.78 427.37 653.75 624.03 840.24 521.23 1388.48 1245.12 452.95 1154.68 744.46 664.84 443.23 631.76 862.96 1271.9 371.46 199.68 508.37 279.17 601.66 266.62 491.75 422.43 881.74 193.75 885.94 118.45 914.26 118.11 89.29 417.92 18.55 16.13 482.55 32.56 441.04 57.75 22.64 33.76 -10.34 22.06 -15.61 8.15 50.49 93.26 -15.3 -28.7 1188.71 62.98 37.49 34.05 20.45 -48.42 -5.15 17.58 37.27
3216.23 2362.42 2958.9 2602.32 2225.34 2658.78 2550.75 2396.4 2267.54 2321.6 2533 2855.805 2563.96 2496.6 3398.71 2652.28 2358.56 3106.86 3349.19 3304.12 2664.53 2670.62 2420.47 2090.95 2268.81 2914.41 2899.72 2961.79 2709.94 2966.97 2676.35 3017.8 2051.18 3126.07 2302.08 2722.85 2445.13 2944.24 2849.21 4161.56 2745.56 2912.83 2239.7 2868.89 3313.21 2975.27 2023.8 3178.71 2755.57 2887.42 2482.84 3036.71 2839.43 2736.61 2933.37 2790.71 2514.96 2341.34 2560.25 2187.72 3069.99 2633.68 2322.73 2522.38 2342.59 2950.61 2786.74 3181.55 2884.6 2845.49 2228.14 2881.69 3178.26 2897.94 3847.82 2576.94 2346.53 2952.28 3054.64 2867.63 2465.96 2669.93 2792.03 3120.63 2472.89 2178.43 3083.73 3347.39 2922.36 2587.92 3238.6 3078.83 2728.14 2807.43 2499.58 2586.33 3007.35 2656.82 2721.21 2394.43 3059 2573.08 2976.82 3605.9 2660.88 2833.36 2351.48 2696.35 3158.51 4135.25 3394.41 2537.05 2607.82 2927.705 3088.26 2283.68 2981.01 2849.81 2245.52 2751.39 3294.36 3687.42 2517.44 2877.64 3727.61 2777.14 3784.58 2379.13 2243.44 2511.14 2232.78 2467.58 2324.12 2334.32 2724.92 2461.88 2534.28 3215.47 2867.14 2073.11 2516.53 2765.13 2804.52 2622.85 2733.18 3044.51 2750.16 2642 3006.51 2935.11 2585.96 2571.95 2847.97 3010.8 2875.43 3389.56 2966.54 2773.06 2075.06 2438.67 2807.57 3031.86 2855.34 2084.66 2459.45 2707.02 2462.23 2342.74 2287.02 3369.87 2785.84 1966.68 2096.45 3078.98 2481.13 2950.92 2554.59 2764.11 2294.94 3180.56 2228.53 3476.87 1859.1 2902.6 2672.88 2723.89 2608.95 3311.51 2201.36 2640.13 2138.81 2042.13 1891.45 2777.25 3277.03 2542.23 2378.97
666.18 853.45 977.585 596.25 582.7 496.02 747.15 343.06 392.42 564.26 1072.03 480.66 336.19 1008.33 473.965 914.9 551.78 240.475 516.465 421.44 768.045 1448.81 489.445 483.27 399.28 1246.61 223.265 1763.49 227.78 110.55 345.815 754.56 1415.91 531.39 639.36 659.47 1038.23 609.71 781.42 913.26 732.2 376.37 1667.2 719.55 1044.77 377.505 406.44 1156.13 376.23 206.64 581.11 696.5 710.05 634.5 915.755 627.97 670.09 1153.09 479.44 965.65 675.433 457.92 377 1015.12 685.27 862.09 421.21 752.7 646.1 495.81 233.62 710.23 501.22 293.52 551.89 67.49 453.545 207.84 478.135 369.86 203.305 660.38 298.22 566.96 648.89 900.14 1363.35 450.75 521.03 643.93 1149.9 837.73 359.57 648.68 1607.03 1160.14 909.95 1273.8 614.79 704.54 752.68 418.8 1076.02 458.895 270.44 520.79 831.99 537.01 173.13 153.39 1121.93 1038.29 1347.24 374.795 685.49 614.75 1078.17 539.63 106.38 381.87 395.51 584.43 311.4 543.425 580.635 352.25 389.165 677.14 765.89 503.37 728.94 933.96 723.74 173.97 966.76 542.04 1289.22 583.57 1007.6 1684.75 1424.02 1282.85 1102.01 1429.3 1212.82 654.36 937.28 1559.14 1816.29 1786.78 1153.95 834.04 1993.95 1057.73 697.2 1651.88 284.44 208.73 162.85 621.96 376.61 418.62 171.41 352.1 301.34 533.4 360.78 571.98 741.16 348.14 214.78 240.44 241.69 353 323.46 568.54 376.95 1059.94 363.47 1520.68 345.29 589.55 344.6 164.96 949.74 298.64 232.05 734.45 1508.05 1336.97 1341.2 1214.42 482.57 1070.42 511.51 173.41 1261.9
505 1146.35 926.075 722.135 580.71 1470.12 1170.03 1396.34 724.3 1016.51 982.99 825.555 970.78 473.74 1507.55 656.03 957.86 418.965 610.065 1066.12 858.065 211.393 1028.51 708.42 516.44 355.96 867.05 511.595 831.87 90.3 695.54 623.38 1203.49 731.53 878.265 694.72 790.28 583.38 399.92 621.7 281.38 565.82 286.15 1134.52 617.27 353.59 712.84 721.69 1005.93 724.7 1571.99 1225.89 736.51 809.54 838.385 1494.45 944.97 905.58 437.1 870.08 1168.67 801.318 1599.72 1106.95 1504.7 613.06 1090.24 404.69 1670.65 808.87 1138.81 928.09 686.05 629.85 420.16 401.6 849.345 940.35 727.725 223.66 373.03 912.57 815.24 1353.68 489.29 1143.65 713.85 908.47 411.68 260.04 740.18 763.48 345.02 1192.97 681.63 769.53 481.44 737.42 604.305 594.515 279.54 330.5 381.79 638.29 621.555 1227.16 726.8 371.885 432.31 322.31 475.32 757.57 868.32 624.51 1135.28 202.07 824.68 545.17 614.77 445.08 1897.81 77.46 1281.11 703.36 205.88 500.55 317.375 1044.04 838.22 1191.67 910.1 436.94 1632.39 636.51 1319.26 1297.36 597.67 333.36 522.3 886.02 1975.45 790.08 1623.61 1797.21 1324.37 2043.86 804.13 1136.91 1288.37 1367.03 1106.01 1423.68 940.95 1351.24 1136.8 681.45 652.74 519.96 629.92 361.1 1078.18 1164.26 513.17 766.04 616.06 319.11 1155.68 585.36 643.36 229.85 695.71 890.76 628.09 751.94 825.46 140.97 900.89 514.04 149.52 919.65 172.21 256.27 202 116.06 617.27 303.24 123.19 249.48 437.52 433.72 212.08 148.69 148.62 501.25 79.77 338.66 145.88
733.63 888.48 1158.73 929.96 1293.57 1121.38 1009.88 1193.32 1437.41 1000.34 1322.27 667.84 943.05 2428.64 962.575 759.18 1457.96 673.255 1138.13 1240.61 1364.59 1910.55 1827.7 1878.65 1152.5 1773.61 894.16 1359.07 1376.17 2676.28 2267.88 1445.13 2620.51 555.92 1030.15 1340.1 1184.85 966.81 1506.66 866.86 765.97 711.22 1851.53 1143.41 690.39 984.34 1206.78 993.22 710.19 1736.71 1272.12 1190.8 1086.89 922.99 684.155 1237.6 1255.84 1358.32 1236.82 1033.21 1233.58 1230.51 1329.05 1255.24 831.52 639.975 961.51 587.61 1455.24 1258.06 1586.13 1569.84 1432.14 983.46 434.53 1018.49 1223.61 1031.26 796.035 1016.34 1105.3 1346.17 1196.34 1170.19 1357.98 1272.74 865.055 1328.38 596.71 848.44 617.81 1750.5 1182.06 1413.8 1276.79 1514.16 1513.66 2063.91 831.635 1283.04 1540.68 692.04 1299.93 536.23 1419.38 928.65 1671.77 1000.68 635.79 666.16 1459.81 2211.92 679.1 961.515 956.38 1396.57 649.71 1155.6 757.24 1285.44 910.71 1919.42 1365.84 961.41 1155.81 775.88 728.34 1516.24 1404.48 891.6 1129.29 969.23 848.81 1448.09 1608.69 1503.16 988.39 887.55 755.51 716.05 731.73 566.51 852.16 665.4 649.09 1328.92 759.67 560.42 870.68 758.85 590.25 1650.92 661.83 619.38 795.66 646.55 1366.3 1272.71 1444.66 939.97 1448.39 1064.53 625.27 773.04 633.84 802.08 833.95 981.92 1217.31 617.06 1508.27 1029.14 1275 893.75 1085.4 683.77 1093.34 871.17 548.72 592.75 744.72 577.17 941.81 794.39 1197.73 720.17 712.57 631.25 1234.47 917.2 1062.05 840.14 653.57 1170.25 685 945.76 1754.01
536.23 246.8 310.37 472.04 318.17 721.06 551.79 852.91 620.055 289.33 355.83 1205.6 623.81 465.115 449.78 878.85 459.75 1016.01 604.57 492.57 460.03 158.083 420.385 340.98 409.46 394.995 416.865 287.06 849.3 1051.05 555.655 302.06 429.62 606.92 628.92 839.71 305.21 534.73 465.12 391.03 544.45 942.71 461.28 502.57 416.65 552.605 896.11 460.21 885.67 566.93 623.86 569.48 476.73 795.49 450.345 401.95 958.66 491.79 762.88 479.76 510.08 422.213 891.81 488.945 476.16 444.505 451.4 286.11 546.557 455.72 530.44 239.625 673.23 536.75 624.88 967.15 260.825 426.23 586.335 1169.51 1150.42 673.385 656.06 588.77 286.62 674.39 463.815 373.73 618.44 275.58 551.84 495.86 1051.62 501.34 357.155 517.56 468.73 510.44 1303.17 502.715 789.22 407.46 212.985 576.955 754.57 389.545 528.6 494.675 1452.7 674.65 104.88 968.71 630.47 943.45 773.29 418.09 807.12 325.91 978.27 444.18 934.35 309.37 1347.2 593.59 298.71 155.545 482.04 623.14 729.07 484.25 623.28 317.63 798.71 1118.49 1149.31 511.47 502.05 657.96 743.49 945.84 878.1 706 987 691.27 987.62 590.48 706.84 753.76 938.81 761.51 624.12 765.23 826.69 855.85 943.9 573.01 934.07 1010.28 660.82 979.26 873.28 732.56 1271.76 1280.73 587.35 449.04 1614.68 550.59 605.22 861.58 1155.02 792.02 497.13 1067.51 1414.99 1285.76 884.1 1290.6 1792.05 1431.52 2144.28 1313 1294.89 1113.73 1432.11 2427.52 1699.81 1631.52 528.79 1756.16 2064.11 1630.87 1959.22 1525.64 1220.61 1376.55 1284.19
-7.27 13.37 5.975 21.135 -4.01 13.85 -8.95 -14.5 -3.115 10.63 -0.4 7.405 16.44 20.825 -3.615 3.4 -20.26 15.605 -25.36 -9.61 -15.935 -21.1467 7.75 50.58 -2.88 0.2 26.045 -17.1 -8.26 72.49 -8.97 20.62 140.83 22.81 19.795 13.8 2.52 8.84 -9.95 5.39 9.18 10.61 0.86 4.75 3067.93 11.21 3.68 15.04 22.94 -13.45 0.1 -11.54 -25.63 2.18 32.53 -25.49 -3.14 -3.22 -14.51 -0.99 -29.96 -15.375 -18.96 -33.605 16.21 -4.575 18.07 51.55 3.20667 51.24 -10.64 2.185 30.35 8.22 79.18 -4.74 19.535 -23.19 14.725 -13.54 7.4 -22.14 -27.81 213.16 101.59 -2.98 5.94 -1.58 24 26.58 2.37 8.54 -2.57 -8.01 -20.33 -22.23 -21.61 5.85 -0.59 -31.835 -24.33 -3.95 86.09 70.375 35.9 -0.525 28.165 15.545 73.85 22.05 34.19 -33.14 -6.64 13.725 217.94 16.2 -20.06 -4.62 22.83 -23.37 3.76 -17.33 0.375 18.5 17.435 -4.65 14.32 -22.68 -13.73 -19.51 -23.84 -21.05 -5.66 2.61 2.65 -14.69 -33.85 62.26 -23.79 -20.41 -25.38 29.86 -23.7 -32.07 -10.97 -13.58 -0.99 -28.19 -25.21 -2.78 -20.52 -24.87 -23.4 -41.54 -14.81 -17.1 -11.74 -21.63 -10.51 -21.1 -22.48 -29.86 -31.35 -14.32 -25.82 -10.81 4.05 -5.38 -19.14 5.66 -11.5 -18.43 -35.34 4766.46 -9.77 -16.05 -34.01 23.19 65.18 14.13 37.83 47.38 56.93 48.06 62.73 44.6 25.74 79.9 30.11 32.56 48.24 36.54 80.85 37 38.16 41.59 32.94
238.83 292.33 450.63 357.48 522.8 1333.36 770.105 347.15 356.345 595.93 206.87 188.875 519.04 130.58 500.06 484.52 479.07 400.41 251.205 560.11 255.05 352.23 311.515 318.68 366.02 387.605 577.48 261.875 245.84 185.26 444.84 567.14 299.26 525.04 298.925 215.63 463.9 285.87 342.3 304.86 358.63 212.3 277.78 717.56 1254.28 470.09 396.67 1226.27 371.93 404.55 323.29 499.33 697.29 273.15 1263.61 711.6 195.49 646.08 441.7 507.8 640.653 406.312 1863.9 519.555 1297.2 889.18 919.12 390.47 107.223 1470.95 170.03 253.995 316.44 344.3 534.77 325.24 383.3 174.86 322.975 963.255 386.065 467.69 287.59 1374.55 594.15 515.43 523.675 588.2 390.42 681.88 1607.67 586.51 119.45 481.47 440.595 795.42 406.75 773.14 336.14 380.215 326.35 402.18 313.96 440.47 158.055 649.92 505.58 424.985 181.2 235.26 492.12 256.2 1936.36 193.585 1131.77 460.82 1164.04 308.21 218.4 1183.3 1576.66 90.3 238.925 505.615 250.73 96.84 443.86 647.96 809.95 443.36 793.06 599.7 1475.73 224.68 97.14 362.52 1476.18 236.7 430.89 1064.97 1627.76 1167.16 1536.11 1320.99 1117.7 761.74 692.01 1301.45 1188.46 1588.22 715.85 1276.32 1069.34 1712.24 1536.59 832.41 500.24 192.89 351.15 369.48 400.81 1041.4 600.23 207.41 307.92 187.78 231.03 330.79 457.6 288.18 364.05 242.3 206.27 692.66 180.02 143.5 253.44 147.42 401.91 113.04 172.99 275.18 246.3 164.05 329.5 390.78 493.96 181.67 337.78 303.39 276.13 275.99 244.18 153.52 384.63 252.85 222.11
-8.89 1.69 14.76 20.095 -11.1 36.09 11.685 40.87 41.715 62.35 36.53 98.82 17.24 18.785 2.19 166.97 -39.02 70.675 3.23 9.505 -1.305 7.80667 80.06 81.14 27.63 -14.51 25.7 -13.73 21.07 58.75 75.94 -22.82 -0.15 60.33 90.045 56.96 -28.4 64.56 32.39 7.28 46.99 58.39 45.41 99.35 16.69 -4.26 34.7 -9.32 60.45 73.63 -5.05 -9.51 -30.94 -23.09 49.19 15.25 -4.48 -28.51 -28.83 25.65 -12.38 -18.8375 21.69 7.34 -5.2 11.775 61.35 19.06 69.3667 52.46 70.49 -6.125 -26.48 64.82 -9.54 102.76 50.725 -31.45 -8.305 77.41 147.465 -1.43 -25.45 72.58 -51.56 76.7 45.295 -7.43 31.29 58.77 10.27 -6.61 44.29 10.48 5.055 6.24 30.97 32.71 368.66 10.58 -14.5 34.09 54.865 23.53 7.895 29.785 24.125 66.14 405.03 50.53 39.63 -35.28 -13.58 184.825 -34.15 -21.68 -37.71 0.91 49.16 -26.95 33.55 320.22 38.25 30.425 56.385 33.975 -8.59 74.55 -8.89 2.66 23.33 -27.63 -16.33 -14.22 97.14 -4.2 9.98 114.39 -35.31 -52.49 -31.82 45.21 -23.7 -18.43 -5.79 7.7 34.13 47.05 8.79 44.01 5.38 37.25 -26.16 -63.73 29.48 -6.79 -14.9 26.29 -31.9 -11.42 23.04 -42.31 24.69 2.05 7.67 29.79 8.58 -28.01 -11.26 31.54 10.08 -20.78 -4.73 8.94 10.87 30.04 -46.73 1045.77 1458.3 1469.86 1052.38 1404.77 1236.63 1235.21 1157.88 2643.76 1318.34 1134.27 1496.41 781.8 1214.36 883.49 1567.95 792.14 1760 714.01 933.1
-61.46 -153.28 -23.305 -106.325 -17.18 -102.05 -117.645 -135.03 -103.255 -46.95 -13.2 -96.305 -128.73 -99.635 -66.16 134.57 -78.13 47.385 -103.305 -72.07 -47.33 -115.467 -98.48 106.16 -77.16 -27.61 -46.635 -12.78 -122.69 61.17 -95.4 -89.72 7.44 -10.28 -33.755 -72.51 -99.14 -5.33 35.99 -110.78 -132.35 -5.58 -90.02 -23.14 27.65 -161.575 -146.4 -61.07 -53.11 -139.41 -15.34 -105.29 -174.2 -52.13 -9.005 -79.06 -84.23 -88.62 -59.27 -116.9 -135.273 -50.065 -87.72 -94.955 -71.88 -107.44 40.79 -34.24 -30.4067 -112.99 -79.8 -84.09 -24.11 -153.49 -22.06 48.17 -68.045 -114.93 -33.825 -107.475 46.98 -156.28 -86.17 -118.94 -83.85 -185.57 -84.565 -88.37 -54.51 45.27 -39.13 -31.85 7.93 -81.04 -127.955 -128.74 -146.89 -58.66 -98.95 -99.42 -166.4 -103.41 102.45 26.265 20.21 -62.1 -18.44 14.85 474.77 -37.13 75.9 -100.27 -144.58 -34.45 -150.97 -78.07 -143.76 -110.66 -68.74 -61.8 -74.62 -112.16 -96.075 -50.85 44.03 -121.27 -91.825 -110.19 -59.99 -76.3 -56.05 -84.12 -137.4 -75.93 -97.46 -126.04 -78.54 -138.84 -127.5 -153.67 -152.62 -0.85 -121.37 -111.29 -183.08 -56.17 50.77 -69.73 -73.64 -87.81 -97.49 -89.14 -106.04 -150.87 -103.37 -74.28 -91.68 -106.31 -59.38 -97.05 -127.01 -81.41 -58.15 -126.31 -66.7 -203.63 -145.21 -117.58 -79.62 -164.92 -53.22 -96.76 -95.27 -92.97 -89.11 -92.63 -111.1 1103.81 548.72 505.18 562.84 1762.39 318.31 384.08 1212.57 1337.25 434.08 2452.82 1347.22 639.72 1052.7 1911.06 1500.94 1082.99 1889.05 502.5 993.32
2400.04 1593.81 1968.42 2157.65 1315.39 1224.38 2115.9 1245.25 1224.3 1656.92 2310.73 2839.315 1701.66 2898.01 2253.73 2193.04 1748.4 1802.28 2289.98 1902.42 2083.96 1738.94 1714.78 1773.56 1487.52 1932.24 2263.46 1892.05 2825.55 1512.77 1864.43 2095.09 1586.38 1478.77 1017.43 1428.17 1713.43 2240.3 1602.77 2110.94 1318.75 3206.31 2331.78 1485.24 1295.93 1986.14 1811.54 1775.51 1018.79 1561.25 1875.6 2104.52 1521.46 1995.59 1483.34 2588.81 2522.46 2111.28 2204.21 1648.39 2091.58 1564.84 1522.15 1618.63 1661.31 1435.93 2002.07 2005.92 2106.79 1326.87 941.75 1701.63 1953.7 1492.42 2181.65 1530.83 1828.38 1797.61 1917.46 1920.79 1453.26 1348.97 1932.22 1790.15 2153.86 1142.22 1970.14 1520.88 2216.04 2738.95 1879.45 1657.39 1322.67 1807.42 1884.17 1856.93 1611.86 2187.07 1544.84 1695.74 1880.64 1802.28 2134.91 1753.11 1661.39 1559.55 900.63 1482.52 2727.16 2417.78 1690.11 1342.76 1606 2532.365 2220.82 2120.33 1564.39 2133.47 2369.23 1433.06 2096.74 1208.75 1941.74 1572.23 2294.38 1869.82 1806.88 1766.27 2358.39 1938.23 1786.35 2177.9 1116.51 2160.86 1753.57 2026.91 1843.46 1422.35 2139.4 1652.77 1614.82 1710.17 2032.35 1781.11 1931.53 1710.02 1539.44 1395.01 1498.44 1648.45 1680.32 1576.43 1577.86 1312.63 1766.8 1664.75 1977.05 1886.82 1367.61 2121.54 1761.98 1878.34 2114.49 1406.84 1862.38 2141.87 1504.07 1876.95 1664.34 2704.42 1836.88 1844.5 1870.71 2022.71 2038.03 2231.99 2301.74 1383.77 1537.82 1337.31 1343.37 1986.38 1510.97 2222.16 1367.89 2034.87 1971.9 1834.05 1078.99 871.33 1088.51 1518.25 1072.22 1662.44 1677.32 1539.94 1076.64
