"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128"
9.3307 6.1971 10.0867 10.1002 9.7472 5.9015 9.3447 10.0001 7.993 10.1199 9.8627 8.7998 10.365 9.4577 6.1986 5.7775 5.9506 9.5179 10.627 9.0787 10.2949 9.5831 10.054 9.5332 8.7452 9.8339 9.163 10.5229 6.7366 9.2054 6.0546 9.0033 9.4518 10.5118 5.6493 9.3763 9.7051 8.8894 10.3915 5.8418 9.503 7.7803 8.9727 7.6716 9.4911 6.0346 6.5667 5.6748 9.95 9.2327 9.4354 5.8143 8.5959 7.8518 8.1931 8.9165 7.1093 9.7995 7.2051 10.1849 9.3924 8.3436 7.8935 5.9143 6.0382 9.7995 8.5751 10.1002 6.6621 8.5084 9.0802 9.9292 9.1826 5.7838 5.7408 7.9377 8.7644 9.0237 8.9281 7.9262 5.8299 8.1274 5.6199 9.8108 8.2252 9.5667 9.2197 10.6155 6.184 5.836 9.5135 6.0413 10.9086 8.48 9.8938 8.9422 8.495 9.2715 8.9509 9.1531 5.8344 9.5367 8.4347 8.6528 10.8437 9.7364 9.4194 9.6388 6.3694 6.2679 9.268 9.3582 6.8478 8.6673 9.8612 5.7738 6.1126 7.1369 9.8281 10.7119 8.3582 5.7688 5.9184 9.8777 9.2327 10.1722 7.9527 7.2715
5.7591 5.8267 8.8004 5.547 5.6515 5.6341 5.8009 5.6323 5.588 5.9877 10.6211 5.6159 5.5973 11.321 5.8112 5.7234 10.9929 5.7042 9.2896 5.7895 5.6304 5.6883 5.8815 5.4514 5.6321 8.7807 8.5641 9.1382 10.197 5.8603 5.6691 5.6618 5.63 5.365 5.6285 5.7523 5.7694 5.7032 7.9407 5.622 5.9279 6.0683 7.5073 5.6991 5.7514 10.8574 5.7979 5.7895 8.3001 5.5621 5.6254 11.0956 5.7763 10.9855 8.6209 5.7942 5.7747 5.8541 5.6802 5.6718 9.5941 5.5507 5.607 5.7461 5.8796 5.6321 6.5559 5.8675 5.7261 5.8609 8.8956 5.5795 9.2063 5.8353 5.7009 6.32 5.8806 5.6905 5.7561 5.7178 6.4468 5.6221 5.5977 5.7586 6.1895 5.5648 6.2637 6.3467 5.6254 5.9949 5.9095 5.6358 10.1439 5.6802 5.8683 7.893 5.8276 6.1678 5.9063 5.6893 5.8529 5.8416 6.9856 5.8793 8.4215 9.6531 5.498 5.6404 5.5729 5.7997 5.9351 6.1662 11.6946 5.6882 5.5771 5.7186 5.726 5.5672 5.6747 5.5571 5.6227 5.5917 5.7117 7.1698 5.9165 8.3585 6.6321 5.854
8.269 8.4707 9.4392 8.8842 9.8455 5.8861 5.913 8.9538 9.5332 7.7651 9.2896 8.8788 8.9873 9.006 8.6113 9.4097 10.7237 8.1077 8.3192 6.7989 6.7291 5.5452 5.7016 8.9674 9.8395 9.462 8.7238 5.7669 8.7632 9.4118 8.8984 9.5367 9.3534 5.8183 10.3287 5.579 8.735 8.8869 8.4805 8.3882 5.7064 8.3866 7.5087 5.8241 9.3683 10.2905 7.2383 6.8573 6.3005 8.9944 9.503 10.6812 8.6301 10.076 8.6746 8.438 8.5808 5.909 8.5649 5.5919 5.661 5.7864 10.365 10.1806 7.8196 5.6971 9.3405 8.6272 5.7343 6.7103 8.2815 5.8658 9.1581 7.9839 8.5798 7.9441 9.3327 8.3722 7.7758 9.7274 7.4774 9.777 9.1313 9.3405 8.703 5.7557 8.8788 8.286 5.4682 8.3005 9.3544 7.1853 8.4583 5.6858 8.9991 9.3447 9.5518 5.9038 5.6063 9.2105 6.8736 7.8291 7.9478 5.6635 8.4852 9.692 5.6215 5.7801 7.9329 5.7381 9.8998 6.326 8.2071 9.3447 9.0237 5.7291 10.4832 9.3327 11.2296 9.5618 10.4065 5.82 5.6753 9.3272 10.1562 8.4474 8.9024 9.8409
9.5437 8.888 10.0206 8.5245 9.4944 7.5056 6.3457 10.4965 8.2241 7.5127 9.3935 6.2816 9.1408 9.102 8.1855 8.9703 9.4392 10.0955 7.9787 9.3984 9.8229 11.0725 8.0833 9.8681 10.3503 9.3857 7.5006 11.6534 8.02 9.4413 7.3603 6.9081 8.8641 12.1005 9.4392 7.4788 10.054 6.0294 7.8222 5.6673 9.8455 7.8196 7.208 12.4577 7.7145 8.1852 6.8788 8.4687 12.9333 11.5455 8.7334 9.9733 9.6137 8.2683 7.1827 6.7421 7.1313 7.8697 7.635 10.1355 9.1274 11.1037 9.0222 11.4071 7.5433 11.0543 7.7015 8.6715 7.9762 8.7064 10.0649 7.632 6.2636 6.4688 7.4556 7.7787 7.6287 8.3799 10.864 7.5268 8.7869 8.5721 7.4369 7.9369 7.018 11.5455 7.4398 8.7794 11.0154 10.1081 8.3795 9.651 10.3503 10.7438 9.4354 8.074 6.5939 10.61 9.268 8.6986 8.9544 10.3825 10.4646 7.2187 8.707 7.2856 11.2805 8.1831 8.4071 10.1849 11.2111 9.1342 8.6035 6.8376 8.783 9.97 7.31 6.961 10.976 6.2267 8.5437 10.6322 5.7763 9.2105 9.6214 9.7179 10.7764 6.3057
6.3706 10.4012 7.1281 8.1894 7.2663 6.6181 7.4896 8.6557 6.8688 6.3501 10.4995 6.6786 5.422 8.4697 10.7641 5.6311 6.6641 6.9257 8.7377 7.3527 6.0507 7.8291 5.5609 9.0306 8.7485 9.0834 9.1962 8.9797 5.9183 8.7993 6.0828 10.076 5.6194 7.0648 10.1275 6.0862 9.3327 6.9288 9.3484 8.2071 6.5802 6.1555 8.6404 7.6863 8.0838 9.4598 7.1435 5.5166 9.4176 7.3301 8.8361 9.2015 9.3622 9.1925 5.655 5.8203 5.8548 7.2074 6.8058 8.2619 7.1875 8.3898 10.5056 8.1093 7.1631 8.4459 6.023 8.0287 5.6705 5.6605 5.7023 6.7266 5.7388 6.5355 7.1299 8.5486 6.1656 6.5679 6.2123 8.9998 5.8272 10.4774 6.5136 7.7164 10.0274 7.4765 5.7436 5.6246 5.9564 5.9069 9.098 7.3507 6.1315 8.3617 5.7013 11.418 7.9262 7.8319 6.7801 6.0949 7.0569 5.8648 7.7581 5.6847 8.0658 8.3316 6.5302 8.3515 6.348 7.5362 10.2102 8.4067 10.1762 6.1445 11.0469 5.7396 5.72 10.627 8.5156 6.2856 6.0866 7.5659 5.7875 10.0422 6.1027 6.2138 7.8691 6.6215
6.4921 6.1 5.9126 8.9893 7.7741 11.9744 5.6619 9.4036 7.452 11.0875 5.8231 8.8527 5.9391 5.8987 10.1562 5.9514 6.2885 5.5753 6.2796 5.8848 5.9643 7.7846 5.7093 5.9416 5.9006 8.8794 5.725 5.7355 6.3728 5.9112 5.4783 6.7898 8.8828 5.7337 7.7181 5.4728 7.1915 7.0141 5.8545 9.4322 5.5524 8.8317 6.041 5.5997 6.5884 5.9614 6.9943 5.9421 10.2678 6.2386 6.922 7.7103 8.5948 7.8885 9.6409 5.6965 6.4263 9.6069 11.2805 11.1399 9.5975 5.5374 6.0911 5.777 5.8363 5.7042 5.9487 6.0926 5.8323 6.1691 5.7496 5.5864 6.1841 7.9496 6.4798 5.8246 6.4983 6.8309 7.4101 8.9378 6.0049 5.9811 5.7981 6.1053 6.0151 5.7296 6.2377 9.1092 11.509 6.3603 6.1503 5.8177 5.5781 5.5157 8.1249 6.0182 7.2098 8.5954 5.6377 6.464 8.2208 6.9195 6.2867 5.6206 7.2821 5.715 5.617 5.7777 7.3073 6.2776 7.3247 5.9543 6.966 5.9192 7.5039 5.5944 7.3956 5.453 5.9994 5.466 5.9124 5.8809 5.5786 9.2663 6.7233 5.7612 9.6713 6.7368
5.9167 7.3222 9.0527 6.1955 8.3795 5.8302 7.5139 5.9658 6.2896 8.9191 7.2386 5.9487 6.799 11.1484 6.5525 5.9761 7.6691 6.263 8.2052 8.1566 6.1655 7.9291 6.0814 6.6184 8.7719 9.0721 6.7993 6.4327 7.4035 9.8026 11.1123 9.5048 7.6268 6.6256 7.1669 6.2795 6.0363 8.1184 6.2469 5.9533 5.8094 7.3029 8.3598 5.97 5.9881 11.0004 5.8944 9.2327 6.4841 12.1225 9.6288 8.0851 8.2916 9.1606 6.4954 6.0714 6.5661 5.9044 5.8151 6.2429 6.0617 5.9418 9.2033 7.0304 8.988 6.2444 6.0008 6.0987 6.1807 7.4246 7.2541 5.7877 6.149 9.1328 6.3821 5.9396 5.924 8.7807 8.5637 7.1278 6.3546 9.1787 5.7449 6.0294 9.2896 6.4674 6.1022 6.5443 6.1492 5.9027 8.776 7.3485 7.311 6.0418 6.5579 12.7547 7.1932 5.9424 5.8501 6.0207 6.2398 5.867 7.0531 5.806 9.2821 7.8697 5.7668 6.5867 6.67 6.8545 7.0528 6.4505 6.6078 6.9338 5.9503 5.9863 6.3159 7.6077 6.8258 6.4273 8.1821 5.9806 5.976 7.6521 9.8888 10.5701 11.8147 7.7733
11.5337 12.1894 12.0828 11.8297 11.5691 10.3915 10.4169 12.7035 10.0687 7.4908 10.3084 7.75 11.6293 11.2296 10.8157 11.1745 11.7397 12.488 9.4898 11.641 12.2338 11.485 9.5495 11.7994 12.4229 11.9371 8.5787 12.7547 10.3605 11.45 10.3694 9.2366 11.0004 12.5643 11.7248 10.1199 11.641 6.8723 9.6689 5.8273 7.8912 10.8785 9.0033 12.0281 10.8093 7.9798 9.5518 11.2805 11.9233 10.8785 9.9292 11.8632 12.1455 11.4605 10.7375 7.9624 10.3036 10.083 10.2538 11.3401 11.321 10.1236 12.0828 11.45 8.3351 9.3905 10.3825 11.604 10.5525 11.7994 11.7528 8.5931 8.1497 8.1343 11.0301 10.6745 9.2949 11.9233 12.211 8.6902 11.6162 9.0527 10.1929 9.8256 8.1891 11.991 9.8969 11.8454 12.3908 11.5209 11.9082 11.0875 11.6293 10.6745 12.1455 10.3084 7.8419 10.4675 10.7058 11.3006 11.4605 12.2827 11.4273 9.6968 12.4229 8.075 12.3908 10.7438 8.9074 12.3094 9.6689 11.9549 10.4995 9.8079 8.0931 10.6618 8.8612 9.5953 12.0646 7.5259 11.0085 11.3948 5.9048 10.8157 11.9549 9.9569 11.3836 7.3854
9.0348 9.2645 8.6798 9.6114 11.6946 13.3228 8.8145 9.7497 10.4995 9.2663 8.4967 8.5901 10.7305 7.0477 11.6293 9.1699 10.8437 11.6293 7.8059 9.3086 11.2505 7.4001 7.928 9.8762 9.2958 10.2726 10.5461 9.0378 8.8504 6.7929 9.2767 10.8931 9.5233 10.1562 9.755 7.2185 10.61 7.73 9.5287 9.3135 6.2305 9.3214 10.627 6.7826 9.8777 6.9884 8.6282 9.2967 10.3694 9.1204 8.4925 12.2572 10.4314 9.5906 8.4105 9.0905 8.2365 12.4577 11.5337 11.0956 8.7019 6.5923 10.2814 8.018 8.8038 6.7497 8.2629 7.8384 9.1092 9.4477 8.6679 6.7441 6.6775 9.1769 9.4036 9.3935 10.197 9.5102 11.2903 7.9396 10.8233 8.4232 9.9292 10.2631 7.2497 8.8726 9.0453 10.0188 12.7547 9.6214 10.4832 8.5632 10.627 8.7059 12.0828 9.8612 6.1897 11.3625 6.5803 10.7952 9.0435 10.6322 8.8158 7.4146 9.4392 9.2088 6.4233 7.2281 7.9543 10.2014 9.2627 10.3963 11.3401 8.7576 10.4774 6.5507 7.484 7.3147 7.4417 7.4583 8.6617 8.4945 7.632 7.72 10.7237 7.6774 10.0274 10.6618
11.3312 9.4888 9.0394 11.1123 8.9378 9.5641 7.0489 9.0743 7.7377 5.8602 9.1462 10.4573 8.6533 7.7938 9.7472 9.1733 10.6745 10.6946 9.8777 7.9329 7.8716 7.799 12.3368 9.3763 10.5174 9.963 7.7067 7.9022 6.8136 8.7184 8.4649 9.7526 8.1274 9.2896 9.2986 6.7578 9.5425 8.4248 7.2131 5.7206 8.4508 6.9269 6.0918 7.2271 10.3874 9.0681 9.8152 10.2858 7.0621 10.4408 9.9392 10.3359 9.2455 7.3522 9.462 8.5348 6.1448 5.8951 7.1482 6.2178 6.5557 7.5957 9.4118 8.7518 7.6202 6.1139 6.1785 9.5332 11.6162 10.0867 9.244 7.5987 6.8732 6.7975 10.2538 8.22 8.5129 7.9935 8.8726 9.4966 8.6355 8.0298 10.7119 8.7146 5.9333 7.5192 8.4869 6.8823 7.0955 7.3629 8.8427 9.9825 8.3036 8.3523 10.9929 8.9957 6.6999 8.0292 7.98 10.8233 10.0135 10.5461 11.485 11.9371 9.4373 5.7079 7.865 6.6459 7.5366 8.9681 10.4266 10.6946 7.1403 7.2831 8.5941 6.5139 6.7656 8.1405 7.9543 8.5543 8.2256 8.238 11.2903 9.0527 10.2234 6.7064 9.3896 8.6651
6.3119 6.4005 6.3478 6.1547 5.9851 6.6508 7.9984 6.0899 7.5539 6.261 8.0053 6.3627 6.2494 6.2088 6.4798 5.6311 6.3815 6.126 7.9184 6.8748 7.0371 11.1654 6.6203 6.101 5.8986 7.807 6.8841 11.9082 7.292 7.243 5.8707 5.8499 6.0382 11.7832 6.3593 6.2179 5.9924 8.0091 7.472 5.816 8.9502 8.8984 11.7832 10.2493 6.8723 6.9392 5.4296 5.8227 11.8454 6.235 6.3813 6.4746 5.5743 5.6771 5.6795 5.9163 5.9027 9.3503 6.6658 8.6306 11.1745 6.3563 6.8531 6.4268 5.72 8.8406 6.1671 5.9962 6.9944 6.1011 5.7158 8.6065 6.4384 6.8902 6.8168 7.41 7.2246 5.6798 6.9759 6.131 6.7376 6.6905 5.7506 6.031 6.7332 8.0623 5.8437 5.7667 6.6341 6.0324 7.1359 6.1513 7.4727 11.3312 7.3082 7.4873 6.6756 10.0135 7.6167 6.6961 10.3359 6.0479 6.9078 8.2636 6.1697 6.5255 8.2147 8.8869 8.3977 7.8773 5.9618 8.3147 8.4842 5.7824 6.3528 6.4561 6.1623 6.2054 6.0157 6.0709 5.7431 8.2662 6.2725 6.9 6.0618 6.3015 10.1849 5.8489
10.7 11.0469 10.6946 10.2014 11.0469 10.3782 11.6805 10.7952 11.0341 11.0725 11.9549 11.2903 10.2273 9.7798 7.9087 9.1818 12.3094 11.0642 10.9236 8.2217 11.0795 6.7064 6.481 11.1654 11.0725 10.0313 6.4154 7.4896 9.5715 10.3181 11.9744 11.4071 10.5981 9.5245 10.5929 8.4185 11.7832 8.7108 11.3948 12.4577 9.6763 11.5691 9.503 8.0041 11.6662 10.7305 10.7764 11.0223 7.8566 11.1037 11.1037 12.0281 10.7503 10.1163 11.0725 7.8134 9.7051 10.2234 8.5907 6.4421 10.6679 8.5235 9.8139 11.1037 9.2627 10.1806 10.9369 10.2773 7.6636 10.5461 10.7305 9.6816 11.1484 10.9008 10.916 8.034 11.7094 9.2231 10.365 11.7832 10.9528 11.3736 11.5573 11.1837 10.3503 8.3783 10.2858 12.6141 8.5702 10.9298 7.577 9.5287 11.1299 8.8516 10.8372 11.0469 8.6103 8.6094 8.4339 10.7764 10.2582 9.5069 10.6322 5.8817 11.7994 12.3908 11.3502 8.1464 9.1328 9.1531 12.1455 9.7497 12.7547 10.9599 11.2407 9.7829 8.6306 7.6466 8.4451 11.509 11.5573 8.4535 6.04 9.8455 10.7573 8.3413 10.5525 11.509
9.9363 10.3694 10.8372 10.4885 9.3877 7.4189 6.9046 11.1558 8.5581 6.704 8.8121 6.8571 9.7907 8.3135 8.7081 9.0652 10.3126 11.5455 6.952 9.8904 10.627 9.0046 8.0595 10.0206 10.2273 9.2878 7.0575 11.8785 9.7286 6.6007 8.6586 6.8352 10.6211 10.9671 9.3886 7.5623 9.4729 5.7524 7.5377 5.8046 10.7538 9.198 6.453 9.9569 9.3475 8.0555 8.0074 8.9831 11.2407 9.3974 9.6816 10.5812 10.2014 9.4213 8.4044 7.2247 8.2845 8.3542 9.7444 10.7889 10.4266 7.6593 10.2102 10.2446 7.6124 8.9575 8.2993 8.9024 9.2246 9.5379 8.6966 7.0248 6.2495 6.5897 8.3808 8.6379 7.6247 9.5691 10.3503 6.1491 10.2234 7.8446 8.5987 7.4999 6.3651 10.2678 7.9714 9.4707 10.916 10.6874 9.8307 7.967 10.2773 9.5309 10.9528 8.6085 7.231 8.637 10.083 9.6738 9.3337 11.3625 11.1745 6.6804 10.2446 6.5094 10.3084 7.4117 7.2477 9.7855 9.042 10.0169 7.8792 7.8282 6.8743 8.0549 7.6195 7.7346 9.0619 6.1296 10.5759 10.1275 6.2435 9.4073 11.1837 8.6913 10.3409 7.0384
6.6602 6.7279 9.2576 8.2652 10.7375 12.2338 7.4487 6.2035 7.1052 10.0135 9.8777 9.6263 9.5287 7.189 10.1042 6.3983 10.1605 8.0805 6.894 7.9174 8.042 8.1396 5.6148 8.531 8.1461 8.5645 8.7975 8.9936 7.9153 9.1715 6.0329 8.5926 7.2406 7.3899 9.9858 7.7923 8.3383 10.5872 8.0882 8.541 5.8904 7.848 10.1199 9.2489 6.7188 9.0634 7.8943 6.6596 8.7184 8.6142 10.2858 10.3782 9.4518 10.6679 6.8336 6.8259 9.5703 11.1399 10.8233 10.7573 12.0086 7.3867 7.6703 6.632 6.8188 6.2754 10.1394 7.4614 6.5315 8.8292 7.7938 7.7938 6.1597 6.9209 7.9776 9.7155 7.5855 9.3086 8.3593 7.4192 7.8151 10.1684 9.0074 7.1143 10.4832 6.7447 7.3856 8.0071 11.4071 9.5855 10.2061 8.5451 9.0758 7.5203 9.7155 9.9963 7.1615 10.6745 6.7007 8.9689 8.4945 8.4141 5.6588 5.7734 8.636 7.0172 7.7699 9.1157 6.8948 7.6037 8.1144 9.198 9.8166 6.3893 9.8491 7.9051 6.2464 8.0979 7.5873 6.3493 9.4373 6.2325 5.7618 7.4173 8.438 9.7142 10.4169 8.7131
9.5091 9.6639 10.8437 9.4107 9.7339 8.7609 9.4477 10.4456 9.4413 8.3841 9.1122 6.5285 9.4497 9.8491 8.4621 8.8828 9.8612 10.8856 8.4521 9.8585 10.1479 9.5113 8.7801 10.4169 10.7641 10.0239 7.9116 12.2572 9.0889 9.5715 8.4466 8.0018 9.2054 11.7397 10.3223 10.3223 10.6155 6.4418 8.7097 5.8104 11.3101 9.1335 7.5721 11.7094 8.3221 9.4477 7.4001 9.3036 12.4577 11.7994 10.2102 10.3605 10.3409 8.9674 7.6558 6.6531 7.3879 8.892 8.001 11.0725 10.4722 10.4359 9.5883 11.2014 9.4518 10.7826 8.0614 10.1516 9.0934 9.5953 10.8437 8.5272 6.8699 6.5277 8.5103 8.2001 9.2054 9.6487 10.7952 8.3546 9.4944 7.6799 7.8814 8.4521 7.4519 11.418 8.2137 9.5201 10.7573 9.1374 9.5831 7.9548 9.9292 10.6211 9.1852 8.9957 7.2996 11.4971 12.2572 9.692 9.5425 10.2631 9.9532 7.6167 10.7764 7.7809 11.3736 9.3484 8.0469 10.9369 11.2505 10.5872 8.5277 7.3725 8.762 11.5455 6.9356 6.8749 11.3101 6.3768 8.8739 11.8632 5.9263 9.2309 9.6555 10.1516 11.0956 7.4313
6.6518 6.7986 7.0366 6.4215 6.4232 6.2598 6.2264 7.6492 7.0029 5.9238 6.7857 5.709 6.793 7.4747 6.0506 6.4801 6.6665 8.0047 6.056 7.2937 7.2474 7.4534 6.4099 7.7956 7.2389 7.5085 5.8157 11.0085 6.2934 6.7248 5.7392 5.5852 6.2537 12.4229 7.8298 6.3023 8.7819 6.2456 6.9824 5.5189 10.0313 6.2141 5.7138 11.1927 5.8925 6.2224 5.747 6.4098 11.5805 9.2558 6.7055 7.1315 7.6914 5.8974 5.6887 5.9326 6.2957 6.5809 6.7172 8.0096 9.5298 8.1419 5.966 8.3862 7.1753 7.446 6.1305 6.4805 5.9263 6.6873 8.2414 5.959 5.8997 5.8202 6.0348 6.0758 7.3294 6.6027 8.6199 5.9741 7.0776 6.6454 5.8778 6.2905 5.6667 10.8856 5.9843 6.6968 8.6165 7.306 7.171 6.0699 6.8568 7.9586 6.91 6.1499 5.6255 8.798 6.0914 6.5535 6.4226 7.5041 7.8904 6.3676 7.9952 5.6228 10.6874 6.4661 5.7906 8.5553 8.6209 7.6683 6.3852 5.8088 6.2524 11.1202 5.9802 5.673 8.3131 5.7062 6.8716 11.509 5.5579 7.2654 7.7157 8.3143 9.1787 5.9111
5.9648 6.2316 9.9229 7.6431 10.8026 6.5749 6.2264 7.3865 6.8509 8.5645 6.915 11.2805 8.0664 7.7938 6.5051 6.2323 7.525 8.2616 6.4592 6.7265 6.5302 8.5088 5.7834 5.9177 6.1198 7.4954 6.9125 8.7457 8.8382 6.1172 7.8369 7.6405 8.9165 7.2394 6.267 5.6834 8.2889 8.2106 7.0213 5.9715 6.1275 6.2508 10.5872 7.3623 11.0004 7.8656 6.0156 9.125 6.7083 10.3126 6.3614 9.4403 6.8054 10.6211 5.6927 8.5687 5.8548 7.4218 6.1065 7.1937 8.4022 5.8477 6.2296 6.4708 5.789 5.9138 8.2648 6.6511 6.15 6.9554 8.8354 5.8468 5.8704 6.8515 6.7793 6.5873 6.3003 6.3992 9.4155 6.145 9.2934 8.6577 10.5872 6.4681 9.464 6.0152 7.0449 7.011 7.8645 6.999 8.2916 6.3141 10.2905 5.9413 7.6892 6.176 5.5732 7.007 5.8223 8.8209 6.0373 6.3579 10.5339 5.6181 11.1299 6.7308 6.5686 6.2378 7.7752 6.1916 5.9424 7.7909 7.743 7.9468 6.486 5.7976 5.7409 6.5929 6.0056 6.532 5.6935 5.7215 5.769 7.3177 9.7691 6.9313 7.5154 7.4761
5.8795 6.1265 8.6156 6.0447 6.2015 5.9963 5.6394 7.6727 8.9603 5.9722 10.1163 5.7417 7.0464 8.7222 8.0068 5.7315 6.7682 6.0401 7.0646 7.5668 5.6278 8.031 5.3194 9.4213 8.8746 7.9636 9.3763 8.4912 5.7284 8.2607 6.7163 8.632 5.7937 6.9762 5.5216 5.523 8.9991 5.4893 8.41 5.7493 5.3322 6.1213 8.5948 6.0648 6.0589 9.1328 8.9241 5.454 9.1852 9.3347 6.4851 7.8817 7.3799 7.0872 5.8796 9.545 6.3746 8.3206 5.5481 11.1037 6.9859 5.5234 6.1536 8.849 5.456 5.4391 6.7025 5.9259 5.5877 5.6912 6.379 5.5248 6.0676 5.6475 8.1429 7.2582 7.4846 6.8342 5.8038 5.8744 5.5508 8.9416 5.6199 8.5051 8.6661 5.4528 7.9709 5.3086 5.6453 6.2532 10.2773 8.7443 5.9254 8.3155 5.6981 10.7 7.318 5.9665 5.4848 8.6065 6.8677 5.604 5.8647 5.6181 7.7054 7.977 5.3384 8.2886 5.956 8.1016 10.7503 8.8434 7.3502 8.1314 7.358 5.89 6.9612 8.317 5.96 5.5019 6.8291 6.2265 5.2284 7.6301 6.3056 7.3167 8.48 6.6162
5.9735 7.752 8.9446 10.3084 9.454 6.7079 9.2179 8.8098 8.4141 10.2631 7.0427 9.6137 10.0001 5.779 6.8488 10.2773 7.1127 7.1123 6.4427 7.8742 8.5883 5.8205 5.6349 6.0278 6.1597 8.6766 8.2607 8.0963 9.4986 6.7294 7.9815 9.3935 9.7938 6.7152 5.8193 10.3084 8.2919 8.1951 9.2942 7.5556 9.6838 9.5379 8.4052 6.2576 8.9689 8.1071 5.707 8.892 7.0246 7.9609 6.282 8.1611 5.9381 8.4185 7.3075 10.4573 6.7386 6.7196 6.0828 5.9554 7.7085 8.8504 9.6021 6.0328 5.9637 9.1649 10.1081 9.0116 5.8906 8.8257 6.6569 6.8868 6.8077 8.0383 9.6791 7.0014 8.7168 7.0513 9.0571 8.4583 10.1022 7.5207 10.0069 10.9528 7.4366 7.354 9.8548 9.7879 5.7146 6.0913 9.4213 7.4307 10.4995 7.6744 8.1782 6.6564 6.4473 8.0183 8.4679 9.1769 8.22 8.7227 10.4122 5.6085 7.9499 6.8321 6.5166 8.4763 9.4707 9.2278 5.911 8.3113 8.3221 6.6258 7.8037 8.2451 5.729 8.0355 6.3136 6.0445 6.7179 8.0217 5.7453 8.108 10.4122 7.1374 6.9636 9.8365
7.2118 8.3654 7.2993 6.09 7.8678 6.7266 5.9492 5.9132 5.9479 6.8094 7.663 6.0676 6.6705 10.6378 7.5352 6.8473 7.3465 8.3484 6.8401 6.7649 6.0935 5.8168 5.9607 6.4231 10.3456 6.3556 7.8946 6.6451 6.8124 11.3836 9.2869 6.1861 6.8759 5.9728 8.0403 5.648 7.8556 7.5682 8.148 6.3124 5.767 9.163 5.7568 7.5259 6.9941 9.2215 8.4895 7.1931 7.2326 7.8117 8.5046 6.095 8.308 10.2273 6.597 6.2652 6.8384 5.7676 5.6851 8.1559 6.2104 5.6538 8.3054 7.065 8.9951 5.8091 6.1785 6.9729 5.779 5.8832 8.2349 5.7704 7.8324 6.7144 7.3974 7.9156 8.6499 9.4934 6.4088 8.6859 6.5373 9.8748 7.635 9.125 9.0735 5.9676 9.5999 6.6549 6.8458 6.6083 7.5934 7.0509 5.8294 6.2088 7.0573 9.4518 8.2701 6.6614 5.7282 8.2465 8.9358 7.0023 6.4914 5.8266 6.5786 8.729 5.61 5.9863 7.506 5.7759 9.3935 7.0516 8.9867 7.5008 11.0956 5.9003 12.1894 9.8166 10.2773 8.2774 8.9562 5.7813 5.6948 6.734 8.0287 9.1947 7.0628 7.6947
11.0795 10.3874 10.3963 10.7271 10.718 8.6823 8.1057 10.9236 10.7641 10.6444 10.1125 10.8785 10.7438 11.1037 11.475 10.8706 10.6045 10.1562 9.947 9.6092 8.4347 8.8648 6.1663 10.8785 10.4218 10.4456 10.0103 9.6238 10.1042 11.1837 10.2991 9.7263 10.2102 8.0377 10.6559 7.0779 10.5339 9.7829 10.3409 10.9855 6.7303 10.7 8.6432 10.3409 11.1299 8.6142 11.6946 10.6211 7.5653 10.4618 10.3782 9.9325 10.3309 10.8785 11.2505 11.9371 11.1399 6.9925 10.1684 8.8998 9.2033 6.1867 9.6349 11.0381 9.6894 6.1607 10.5981 10.1439 7.031 10.5286 10.8026 8.8942 11.7832 11.475 10.6444 8.7969 11.1654 10.9599 10.1684 11.0956 10.4456 10.6679 10.8785 9.8681 10.6679 7.4999 10.8026 10.0955 7.2053 10.851 9.7829 10.076 10.1849 8.3676 10.5461 9.6388 9.4707 8.9549 6.3595 10.864 10.4934 9.8423 9.97 5.9115 10.7573 9.7298 8.6761 9.8998 10.5701 7.389 9.9858 8.8073 10.4456 11.1299 10.4995 5.852 11.0725 10.6946 10.8931 10.1439 11.4383 7.0339 6.0169 9.7938 10.1806 10.8093 9.963 10.9442
