"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59"
-0.287 -0.459 0.102230475601702 0.279 -0.657 -0.06 1.044 -0.199 0.036 0.64 -1.021 -0.269 -1.512 -0.469 0.669 -0.228 1.603 1.359 -1.371 0.659 -0.344 0.644 -0.639 0.693 0.691 0.862 -0.572 0.677 -0.002 1.67 1.633 -1.555 -0.368 1.741 0.623 -1.302 -1.931 -0.499 -0.589 -0.789 -0.007 -1.615 -0.497 -0.435 -1.34 -0.922 -0.568 1.301 0.41 0.645 -1.902 -1.476 -0.802 -0.388 -0.129 -1.594 -0.315 0.04 -1.051
-0.245 -0.652 -0.317 -0.93 -0.513 -0.787 -1.101 -1.065 -1.244 -0.656 -0.788 -0.965 -0.843 0.161 -0.731 -0.144 0.247 -0.64 -0.846 0.917 -0.68 1.137 -0.823 -1.026 0.867 1.3 1.918 -0.649 -0.028 2.633 1.704 -1.44 -0.908 1.158 -0.707 -0.925 -0.781 -1.088 -0.616 -0.656 -1.521 -0.921 -1.052 0.02 -0.969 -0.895 -0.868 -0.688 -0.044 -0.501 -1.17 -1.209 -0.187 -0.775 -0.658 -1.14 0.567 2.436 -0.577
-0.79 0.572 -0.733 -0.583 0.158 0.402 0.159 -0.189 0.789 0.656 -0.129 -1.255 0.698 -1.416 -0.342 -0.437 1.026 -1.343 -0.993395318303678 0.133676703982848 -0.57 0.029 0.263 0.786 1.068 0.614 0.35 -0.066 -0.428 2.064 0.816 -1.688 -1.14 1.561 -0.146 -1.797 -1.469 -1.5 -0.617 -0.648 -0.609 -2.211 -0.381 -0.569 -0.394 -1.639 0.513 0.459353530327442 0.16 0.635 -2.112 -0.911 -0.25 -0.679 -0.265 -1.335 0.528 1.469 -1.038
-0.544 -0.832 -0.976 0.483 0.436 0.497 -0.309 -0.63 -1.002 0.52 -1.495 -1.796 -1.442 -0.44 1.021 0.084 -0.979 0.874 -1.778 0.022 -1.367 -0.505 0.17 -1.08 -0.673 -0.356 -0.239 0.916 1.004 1.161 0.665 -1.675 0.242 -0.423 -0.621 -0.516 -1.443 -1.323 1.512 -1.193 1.011 -2.049 -0.097 -1.431 -1.836 -1.047 -0.943 0.517 -0.43 -0.179 -2.174 1.003 -0.779 -1.228 -1.071 -1.872 -0.73 0.229 0.239
-0.615 -1.113 -0.987 1.215 -0.405 0.699 -0.022 -0.961 -0.285 1.208 1.092 -1.05 -1.002 -0.911 -0.463 0.424 -0.364 0.849 -1.577 -0.242 -0.418 -0.334278781180171 -0.247 -0.447 0.19 -0.924 -0.144 0.574 -1.208 1.388 -0.972 -0.819 -0.778 -0.9 -0.371 -0.822 -0.248 -1.204 -0.928 -0.665 0.56 -1.71 -0.618 1.363 1.825 -1.077 0.979 0.404 -1.625 -0.339 -1.517 0.421 1.736 0.112 0.974 -1.734 0.973 -1.063 1.138
-0.115 -1.98 1.566 -0.643 -0.599 -0.56 -0.481 -0.872 -0.776 -2.034 0.602 -0.511 -2.212 -1.38 -0.694 -0.42 -0.841 -3.43 -0.365 0.169 -0.125 -1.585 -0.818 -1.495 -0.458 -0.128 -0.381 -0.696 -1.168 0.553 -0.16 -1.616 -0.079 -0.688 -1.618 -1.972 -1.852 -0.105 -1.652 0.559 -0.231 -0.266 -0.506 -0.034 -0.656 -1.227 -0.814 -2.803 -0.048 -1.062 -2.952 -1.319 0.005 -1.462 -0.602 -0.75 0.391 0.2 0.441
0.172 0.531 -0.465 -1.441 0.7 0.882 1.839 0.632 1.554 -0.496 -1.768 0.3 -1.565 0.683 -0.18 -0.403 0.793 0.318 -0.591 -0.128 -1.478 0.613 -0.223 1.437 0.412 1.135 0.462 -0.913 0.526 1.572 -0.274 -1.859 -0.391 1.216 0.056 -0.914 -1.336 -0.617 -0.34 -0.397 -0.059 -0.743 0.117 0.999 -0.502 -0.474 0.353 0.429 -1.855 0.411 -0.816 -1.081 -0.713 1.266 -0.732 -1.239 1.105 -0.716 -0.395
-0.161 0.022 1.951 -0.19 -0.2 -0.573 0.213 -0.041 -0.029 -0.032 -0.404 -0.12 -0.843 -0.662 -0.551 -0.441 -0.514 -0.71 -0.287 -0.54 -0.313 -0.446 -0.164 -0.129 -0.073 -0.248 -0.213 2.822 -0.27 0.636 -0.255 -0.276 -0.175 -0.151 -0.571 -0.102 -0.28 -0.28 -0.225 -0.247 -0.333 -0.476 -0.337 -0.082 -0.216 -0.151 0.000209 -0.763 4.629 -0.233 -0.364 -0.331 -0.229 0.023 -0.23 -0.087 0.017 3.049 -0.351
0.164 0.25 0.184184808792204 0.056 -0.641 0.103563600016344 0.076 0.058 0.00242131542343239 1.748 0.187 1.241 0.096 -0.415 0.034 0.286 0.198822950612854 0.408 0.424 0.241048750478786 0.449 0.191 0.135 0.0795335709266364 0.466 -0.0138964813159265 -0.075 -0.165437162981208 0.039 -0.089 0.382 -0.224 0.174 -0.145 -0.539 0.305 0.105677719216703 -0.231 -0.293 -5.43 -0.053 -0.303 -1.117 -0.179 -0.369 0.129 0.097 -0.0616322392001747 -0.028 0.005 -0.611 0.3 -2.444 -0.029 0.184 0.112 2.066 -0.219 0.023
0.502 -0.458 -0.986 -1.166 0.003 0.665 -0.369 -0.756 1.119 -0.118 -0.822 -0.367 -0.409 0.228 0.142 0.263 0.06 0.365 -1.235 0.532 -0.686 0.715 0.874 0.667 -0.107 1.713 0.234 -1.104 0.827 -1.834 -0.373 -1.467 -1.066 1.112 1 -1.491 -0.868 -0.894 -0.596 -1.084 -0.454 -0.922 1.632 1.245 -0.066 -0.917 0.969 -1.136 -1.272 0.015 -1.493 -0.157 -1.472 -1.258 0.513 -2.172 0.458 -1.029 -1.04
-0.64 1.278 -0.311 -1.403 -1.093 0.12 -0.852 -1.249 -1.044 -0.63 1.348 -0.094 1.221 0.785 -0.208 0.364 -1.027 -0.405 1.28 -1.027 -0.772 -0.937 -0.084 -0.171 -0.81 -0.348 -1.108 -0.926 -0.378 0.088 -0.157 1.455 -0.958 -0.88 -0.552 0.278 1.317 1.15 -1.023 1.715 -1.359 1.7 -0.723 -0.937 -0.336 1.531 -1.026 -0.784 -1.229 -0.16 0.844 -1.309 0.14 -1.436 -0.594 0.344 -0.598 -0.236 -1.293
0.014 -0.666 1.444 -0.119 0.622 0.387 0.054 -0.422 0.523 0.643 1.169 0.72 -1.282 0.298 -0.178 0.26 0.178 0.53 -1.505 0.3 0.746 0.521 0.775 0.277 0.226 1.129 -0.006 0.516 1.311 0.275 0.484 -1.538 -1.597 0.985 0.59 -0.983 -1.876 -1.291 0.196 -1.733 0.693 -1.271 0.788 0.962 0.295 -1.257 0.586 1.284 0.315 0.974 -1.672 0.084 0.047 0.418 -0.124 -2.207 0.548 0.972 0.446
-0.208 -0.12 0.705 -1.321 -0.69 -0.338 -0.683 -1.324 -0.789 -1.063 -0.351 -0.362 2.963 -0.188 -0.269 -0.703 -1.132 -1.576 0.424 0.634 0.859 0.17 -0.386 0.255 -0.125 0.215 -0.949 -1.511 -0.899 -1.621 -1.274 -0.57 -0.72 -1.254 -0.749 -0.7 -0.199 1.409 -1.384 0.09 -0.509 -0.547 -0.21 0.124 0.306 1.131 -0.815 -0.631 1.843 -0.3 -1.367 -1.309 -0.844 -0.644 -0.137 1.875 0.367 -1.181 -0.763
0.286 0.796 -0.493 -1.789 0.31 0.825 0.663 0.437 1.374 -0.119 -1.596 0.013 -0.388 1.174 0.603 0.557 0.915 1.396 -1.242 0.734 -0.589 0.861 0.307 1.083 0.117 1.12124752497025 0.571 -0.99 0.623 0.602 -0.319 -2.434 -0.059 1.305 0.377 -1.059 0.032 -0.621 0.064 -0.135 0.269 -0.902 0.788 0.879 -0.233 -0.205 0.315 1.23 -2.163 0.689 -0.492 -0.318 -0.91 0.762 0.318 -1.582 0.929 -1.202 -0.516
0.074 -0.093 -0.119 -1.902 -0.032 1.102 1.154 0.168 1.243 -0.576 -2.321 -0.111 -1.345 0.438 0.228 0.109 0.509 0.718 -0.446 0.273 -1.536 0.651 -0.035 1.044 0.494 1.466 0.233 -0.917 0.401 1.361 -0.208 -1.774 -0.535 0.698 0.371 -1.092 -1.119 -0.334 -0.672 0.056 -0.101 -1.356 0.104 0.474 -1.249 -0.746 -0.057 0.493 -1.837 0.1 -1.302 -1.019 -1.309 0.523 -0.272 -1.526 0.766 -1.329 -0.632
-0.399 -0.834 -0.181 0.39 0.05 0.901 -0.426 -0.65 -0.395 -0.136 -0.758 -0.41 -0.597 -0.449 0.625 -0.379 -0.568 -0.441 -0.87 -0.223 -0.857 -0.591 -0.678 -0.881 0.5 -0.427 -0.465 -0.498 -0.449 0.45 0.07 1.191 0.023 -0.284 -0.542 -1.017 -0.821 -1.149 -0.086 2.345 1.2 0.791 -1.015 -0.709 -0.905 -0.507 -0.503 -0.514 3.001 -0.307 -1.08 -0.708 -1.031 -1.056 -0.367 -0.036 -0.234 3.157 0.927
0.139 0.61 0.511 -0.823 -2.107 -0.333 -1.326 -1.228 0.028 -0.523 0.714 -1.804 -0.565 -0.349 -0.255 0.396 -0.008 0.642 -2.818 -0.047 -0.645 -0.214 0.097 -1.951 -1.092 -1.176 -0.795 -2.215 -0.192 0.333 0.08 -0.558 0.657 -0.157 0.291 0.532 -0.037 -0.515 -0.93 2.018 -2.014 -0.043 -2.074 -0.114 -0.612 0.426 -0.947 0.355 -0.406 -0.406 -0.746 -0.854 -0.475 -0.562 0.731 0.6 0.496 -0.737 -1.632
-0.267 -0.593 0.163 -1.181 -0.991 -0.415 -0.871 -0.708 -0.999 -0.241 -1.491 -0.621 0.94 -0.175 -0.289 0.06 -1.051 -0.175 -0.215 -0.826 -0.891 -0.19 -0.04 -0.519 -0.794 -0.338 -1.026 -0.396 -0.62 -0.872 -0.828 -0.613 -0.948 -0.737 -0.513 1.609 2.381 0.633 -1.095 -0.543 -0.91 0.141 -1.084 -0.237 -0.517 2.1 -0.998 0.166 -1.109 -0.698 2.218 -1.413 -0.433 -0.831 -0.95 2.503 -1.025 -0.801 -0.761
-0.741 -1.045 -0.634 -1.544 -2.065 -1.183 0.073 -1.494 -1.321 -1.734 -0.408 -0.391 -0.818 -1.776 -0.354 -0.349 -1.387 -1.222 0.577 -0.954 0.973 -0.633 0.424 0.678 0.803 0.412 -1.488 -0.978375362312789 0.008 -2.121 -2.108 -1.5 -0.795 -0.61 0.829 -1.173 -1.27 1.451 -1.466 -0.706 -0.877 -1.816 0.191 0.692 0.46 0.556 -1.153 -0.631 -0.402 -0.409 -1.56 -0.427 0.846 -1.98 0.508 -0.131 0.068 -0.751 -0.879
0.263 -1.022 1.456 -1.437 -0.089 -1.886 -0.311 -0.219 -1.598 0.273 0.319 -1.632 -1.485 -1.291 -1.721 -0.907 -2.051 -1.045 -0.525455622434546 -0.254 -1.755 -1.18 0.466 -1.554 1.031 -0.876 -1.509 -0.326 0.509 -1.826 -1.125 -1.31 -1.129 -0.668 -0.517 -1.293 -1.764 -1.474 0.563 -2.329 -0.364 -2.296 -0.884 -1.475 -1.426 -1.391 -0.4 -1.464 -2.31 -0.782 -2.057 0.411 -0.494 -0.637 -1.883 -1.681 0.261 -1.194 0.589
0.823 -0.631 0.489 0.698 0.41 -0.583 -0.041 0.261 0.603 0.401 -1.306 -1.66 -1.404 -0.838 0.22 0.468 -0.016 -0.363 -1.511 1.463 -0.601 1.036 -0.075 -0.986 0.904 -0.064 1.41 0.193 0.904 1.143 0.498516841150799 -1.075 -0.161 -1.401 0.736 -1.602 -1.06135276877083 -1.252 -0.937 -0.821 0.334 -1.146 0.093 -1.186 -0.675 -1.701 0.46 0.247 0.423 -0.444 -1.702 0.354 0.365 0.221 -0.598 -1.705 0.005 1.129 0.406
-2.211 -1.962 -1.531 -2.862 -2.516 -2.122 -3.12 -1.407 -3.286 -2.69 -3.031 1.065 -0.13 -1.136 -1.448 -1.238 -2.439 -2.723 -1.184 -2.272 -2.778 -2.412 -1.495 -1.24928132270786 -2.652 -2.388 -2.695 -2.338 -2.559 -2.287 -2.218 -1.666 -2.724 -2.138 -0.81 -0.215 -0.432 -2.583 -2.873 -1.208 -2.909 -0.103 -2.453 -2.554 -2.015 -0.95 -2.178 -1.873 -2.919 -2.247 -2.111 -2.808 -2.286 -3.326 -1.86 -2.178 -2.591 -2.531 -2.768
0.428 0.319 -0.388 -1.289 -0.308 0.742 0.027 0.274 0.925 0.209 -0.902 0.252 0.719 0.773 1.083 0.454 1.173 1.957 -0.248 1.002 0.277 1.863 1.265 1.995 0.672 1.799 0.482 -0.493 0.997 -0.724 -0.772 -1.429 -0.439 1.947 0.77 -0.596 -0.635 -0.179 0.142 0.073 0.771 -0.564 1.201 0.992 0.584 -0.129 -0.378 -0.164 -0.879 0.984 -0.941 -0.477 -0.696 -0.737 0.804 -1.409 0.519 -0.637 -0.778
0.53 0.094 -0.372 -0.447 0.114 0.314 0.27 1.044 -1.088 -0.007 -0.817 0.372 -0.585 0.786 -0.243 0.003 -0.939 -0.517 -0.891 1.976 -0.986 -0.829 -0.334 1.332 2.681 1.397 -0.464 -1.004 -0.029 -0.738 -0.793 -1.112 -0.73 -0.031 0.604 -0.626 -0.379 0.825 -0.532 -0.492 0.308 -0.509 1.134 1.014 1.612 -0.436 0.682 0.069 -0.795 -0.013 0.616 1.463 -0.313 -0.178 2.266 -0.691 0.68 -0.385 -0.356
-1.115 0.133 0.374 -1.081 -0.761 1.239 -0.189 0.00088 -0.064 0.762 -1.581 -1.229 -1.072 -0.501 -0.912 -0.307 -1.099 -0.278 -0.751 0.739 -0.77 -0.616 0.127 -0.729 -0.855 -0.846 -0.264 -0.207 -0.196 -0.322 -0.713 -1.154 0.588 -1.248 -0.296 -1.46 -0.577 -2.234 -0.131 -0.567 1.644 -0.434 0.644 0.661 0.323 0.828 0.678 1.858 0.297 -0.644 -1.439 0.377 1.461 0.491 -0.128 1.03 0.581 0.509 1.466
0.102 -0.218 -0.819 -1.27 0.91 1.161 0.427 1.201 1.84 -0.972 -0.956 -0.208 -1.444 1.126 0.084 -0.479 1.461 0.322 -0.947 0.753 -1.238 0.624 0.226 1.146 -0.109 0.887 1.35 -0.784 0.295 0.745741275167774 0.258 -1.678 -0.386 1.411 0.174 -0.718 0.114 -0.469 -0.27 -0.081 0.114 -0.469629197002664 0.877 0.566 -0.944 -0.584 0.064 -0.762 -1.706 0.596 -0.414 -0.967 -0.543 0.536 -1.04 -1.643 0.590838892448752 -0.849 -0.063
-0.024 -0.373 -0.264 -1.783 0.086 -0.394 -0.49 -0.067 0.328 -0.481 -0.008 -0.774 -0.403 -0.309 0.166 0.966 0.939 0.294 -1.636 -0.005 -0.13 1.462 0.57 -0.08 0.879 1.541 0.413 -0.198 0.025 0.115 1.088 -1.472 0.548 1.512 -0.154 -1.709 -1.187 -1.222 0.9 -0.969 -0.883 -1.884 -0.361029395776023 -0.259 -0.843 -1.231 -0.519 -0.838 -0.977 0.937 -1.727 -1.026 -0.409 -1.255 -0.013 -1.67 0.455 -1.257 -0.346
-0.328 -0.28 0.027 -0.314 0.231 0.256 0.398 0.01 -0.421 0.781 -0.024 -0.682 -1.01 -0.66 1.95 -0.319 -0.65 0.303 -1.11 0.947 -1.172 -1.068 0.086 -0.142 -0.32 -0.247 -1.245 0.998 0.877 -0.591 -0.417 -1.289 1.245 -0.46 -0.452 -1.269 -1.307 -1.353 -0.174 -0.496 1.552 0.059 0.814 -1.421 -0.356 -1.012 0.863 2.571 -0.158 0.249 -1.624 0.581 -1.097 0.093 -0.849 -1.149 -0.449 -0.611 0.742
-0.662 1.839 0.761 -0.985 -1.009 -0.079 1.047 -0.926 -1.231 -0.752 -1.41 -0.632 -1.003 -0.364 1.622 -0.43 0.804 -1.291 -0.668853994146401 -1.034 1.43 -1.64 -0.57 -0.8 -1.009 -0.453 -1.344 -1.205 1.993 -0.988 0.491 0.615 -1.119 -0.478 -0.853 -0.17 -0.106 -1.221 1.31 -1.269 -0.753 0.149 0.055 0.236 -1.336 -0.372 -0.423 0.097 -0.81 -0.68 -0.309 -1.206 0.305 -1.224 0.521 -0.466 0.407 -0.407 -0.633
0.351 -1.147 -0.062 -0.92 0.971 -0.501 0.403462560107101 0.07 1.739 0.931 -1.107 0.049 -0.757 -0.523 -0.111 -0.011 0.94 1.613 -0.924 0.424 -0.726 0.297 0.102 0.567 1.367 0.993 -0.197 0.702 -0.467 0.424963628163726 0.734 -0.916 -0.257 0.514450791968376 1.15 -1.326 -0.528 -1.393 -0.267957388287483 0.487 -1.409 -1.007 -0.796 0.88 -0.401725147518136 -0.915 1.577 1.875 0.516 -0.036 -0.607 -0.435 -1.364 -0.0552311433226007 0.664 -0.334 1.559 -0.054 -0.974
0.031 -0.695 -0.216 -0.164 -0.423 -0.599 0.093 -0.985 0.165 1.721 -0.608 -0.635 -0.933 -0.775 0.093 -0.302 -0.697 -0.05 -0.763 -0.229 -1.189 0.582 -0.034 -0.494 -0.26 1.544 -0.787 -0.525 -0.119 -0.626 0.932 -0.903 -1.161 -0.495 1.309 -1.436 -1.086 -0.645 -1.237 -0.861 -1.099 -1.162 -1.289 0.733 -0.477 -0.764 1.658 -0.561 1.362 -0.682 -0.527 -0.828 -1.593 -0.887 -0.126 -0.655 2.505 1.06 -0.916
-0.969 -0.847 -0.326050176833524 -0.749 -1.273 1.273 -0.226 -1.649 -1.342 -1.033 -1.531 0.611 -0.636 1.415 -1.081 -0.866 -1.56 -1.445 -0.94 -1.167 0.428 -1.526 -0.5 -1.181 -1.068 -1.394 -1.52 -1.539 -1.47 -1.156 -1.571 -1.052 -1.722 -1.245 -1.302 1.63 -0.708 -1.585 -1.378 0.626 -1.476 0.485 -1.707 -0.859 -1.3 0.811 -1.292 -1.645 -0.995 -0.612 -0.541 -1.698 -0.687 -1.42 -0.848 1.43 -1.522 -0.845 -1.24
0.547 -0.093 0.029 -1.737 -0.05 0.946 0.441 0.251 1.211 -0.309 -0.973 -0.002 0.129 1.309 0.726 0.625 1.04 1.393 -0.765 1.003 -1.042 1.355 -0.074 0.724 -0.25 1.282 0.71 -1.11 0.959 0.563 0.014 -1.763 -0.25 1.639 0.392 -0.837 -1.021 -0.29 -0.141 0.399 0.42 -0.743 0.308 1.204 -0.701 -0.363 -0.57 0.289 -2 0.394 -0.75 -1.096 -0.592 0.417 -0.118 -1.601 0.427 -0.677 -0.594
-0.916 -0.876 -0.827 0.308 -0.933 0.714 -1.299 0.83 -1.651 0.068 -0.969 -0.011 -0.678 -0.462 -0.481 -0.164 -1.394 -1.222 -1.121 -1.186 -0.652 -1.021 -1.327 -0.736 -0.74 -1.107 1.233 0.889 -1.124 0.441 0.102 -1.1 -1.159 -1.173 -0.798 -1.132 -1.37 -0.848 -1.091 2.785 -1.333 -0.908 -0.132 -0.831 1.447 -1.549 -0.26 -0.602 -1.038 -0.663 -1.225 -1.61 0.426 0.957 0.105 -1.253 -0.913 -0.157 -0.269
0.142 0.866 1.212 -1.409 -0.427 0.629 0.108 -1.541 0.409 0.897 -0.634 -1.058 -0.943 -0.285 -1.009 0.011 -0.161 -1.038 -1.825 1.487 -0.019 -0.256 -0.553 -0.453 0.747 0.601 -0.867 -0.152 -0.747 1.503 -0.454 -1.14 -0.202 1.149 -0.361 -0.851 -2.024 -0.216 -1.181 0.352 -0.638 -1.694 -1.051 0.216 -0.779 -0.734 0.178 0.199 0.795 -0.531 -1.526 -1.523 -0.865 0.053 -0.263 -0.993 1.415 0.138 -1.209
0.272 -0.594 -0.464 -0.331 -0.639 0.324 0.131 -0.416 0.436 0.314 -0.513 -1.026 0.073 0.215 1.032 1.244 0.064 1.121 -1.409 1.689 -0.413 0.619 -0.196 -0.194 0.189 0.813 0.605 0.446 0.343 0.334 1.797 -1.346 -0.198 0.498 0.477 -1.322 0.791 -0.637 0.725 -1.165 -0.247 -1.753 0.039 0.212 -0.325 -1.073 -1.087 0.601 -2.638 0.944 -1.159 0.027 -0.283 -0.899 -0.085 -1.128 -0.428 -1.22 -1.027
-0.029 -0.622 -0.296 -0.822 0.012 -0.729 -0.548 -0.645 -0.49 -0.316 -0.76 -0.66 -1.386 0.19 -0.422 0.061 0.144 0.248 -1.105 1.152 -0.384 0.129 -0.725 -1.032 1.066 1.246 0.814 0.191 -0.138 1.496 1.309 -0.874 0.352 0.681 -0.973 -1.115 -1.274 -1.494 -0.771 0.179 -1.372 -1.142 -1.373 -0.845 -0.965 -1.038 -0.122 -1.281 0.556 0.096 -1.496 -0.711 -0.758 -1.207 -1.147 -1.091 0.925 2.213 -1.225
0.119 2.068 0.88 0.858 -1.151 0.295 -0.731 -0.753 -0.422 -0.057 -0.4 -1.722 -1.17 -0.466 1.514 0.157 -0.344132971707385 0.36 -1.605 0.439 -0.978 -0.602 0.286 -0.769694566807802 -0.812 -0.18 0.089 1.307 0.249 1.277 -0.105 -0.665 -0.69 0.344 -0.204 -0.927 -0.953 -1.249 1.123 -0.019 1.486 -1.157 -0.607 -0.7 -0.878 -1.023 -0.592 0.783 0.774 -0.733 -1.318 1.153 0.306 0.194 -0.762 -0.824 -0.771 0.515 0.623
0.742 -0.037 -0.608 -1.189 -0.793 1.02 -0.469 -0.111 0.671 0.043 -1.112 -0.244 0.174 0.313 0.73 1.995 1.56 -0.621 -1.044 1.19 -0.257 0.911 0.476 0.695 -0.162 0.238 1.244 -0.189 0.551 0.59 0.624 -0.977 -1.175 1.466 0.657 -1.424 -0.359 -1.429 -0.84 1.466 -0.597 -0.707 -0.223 -0.521 0.33 -0.729 -0.449 -0.406 -1.094 0.988 -0.864 -1.687 -0.067 -0.317 0.245 -0.991 -0.185 0.553 -1.087
-0.808 0.539 -0.917 -0.517 0.031 0.804 0.454 1.059 1.277 -0.379 -1.826 -0.18 0.138 0.431 0.095 -0.372 1.508 1.071 -1.781 0.103 -0.67 0.501 -0.266 0.255 -0.71 1.103 1.413 -0.724 -0.092 -0.095 0.666 -2.32 0.437 0.925 -0.109 -0.241 1.682 -0.854 0.103 -0.315 -0.01 -0.575 0.42 -0.148 -0.964 -0.542 -0.672 0.228 -1.479 0.587 0.293 -0.418 0.359 0.487 0.049 -1.418 0.985 -1.385 0.248
-0.306 -0.391 2.928 0.119 -0.364 1.653 1.037 -0.233 -0.285 0.568 0.626 0.918 -0.324 -0.144 0.021 0.208 0.201 1.726 -1.11 0.931 0.071 -0.617 -0.053 0.194 -0.043 0.563 -0.575 0.351 0.743 0.691 0.723 0.384 -0.488 1.343 0.379 -0.619 -0.192 -0.547 0.432 -0.304 -0.019 -1.01 0.608 0.632 1.004 0.167 0.669 3.049 1.807 0.025 -0.735 1.594 0.939 0.518 -0.382 0.187 1.566 1.406 0.706
0.31 -0.792 -0.615 -1.014 0.525 -0.796 -0.256 -0.7 -1.027 1.201 -1.851 -0.954 -0.974 -1.213 1.61 -0.675 -1.233 -0.4 -0.285 0.092 -1.211 -0.868 -0.815 -0.471 -0.131 -1.45 0.16 1.193 0.116 -0.802 -0.37 -1.697 -0.979 -0.171 -0.941 -0.38 -0.590388322645462 -1.264 0.325 -0.412 0.882 -0.226 -1.35 -1.187 -1.016 -0.672 -1.114 1.099 0.9 -0.15 -1.365 -0.407 -1.641 1.457 -0.605 -1.233 -1.583 1.251 0.29
-0.83 -0.191 -0.638 -0.407 -0.975 -1.397 0.553 -0.818 -0.985 -0.504 -2.602 -0.088 -1.324 -1.357 0.713 -0.282 -1.305 -1.604 1.297 -1.802 -1.105 -0.524 -1.167 0.193 -0.418 0.113 -1.025 0.817 -0.667 -0.263 -0.022 -0.229 -0.922 -0.421 -0.029 -0.548 2.27 0.35 -1.019 0.663 -0.971 -0.787 -0.542 -0.235 -0.56 0.553 -0.545 -0.695 -1.26 0.142 0.406 -1.551 -1.778 -0.945 0.216 0.169 -1.607 -1.626 -1.325
-0.548 -0.791 0.211 -2.035 -0.962 -0.261 -0.172 -0.986 -0.405 1.238 -1.377 -0.567 0.008 -0.55 -0.255 -0.368 -0.706 -0.801 0.704 -1.039 0.082 0.069 0.46 -0.167 -0.081 -0.628 -0.093 -0.995 2.028 -0.306 -0.726 1.586 -1.301 -0.61 -0.162 1.269 0.936 1.464 -1.649 -1.022 -1.239 0.592 -0.709 0.751 -0.751 0.386 -0.304 -0.741 -1.021 -0.769 0.397 -1.375 -0.867 -0.318 0.739 1.221 0.05 -0.57 -0.892
-0.761 0.429 2.556 -2.427 -0.898 -0.843 -0.367 -0.622 -0.411 -0.217 -1.102 -1.564 -0.746 -0.486 -0.224 -0.811 -0.693 -1.531 -0.644801596056824 -0.082 -0.49 -0.53 -0.576 -0.582 0.328 -0.09 -0.548 -0.878 -0.864 0.427 -1.236 -1.056 0.195 -0.552 -0.878085602784056 0.315 -0.86982306262529 1.494 -2.628 0.939 -0.993 -1.00879021760662 -0.802 -0.448 -0.93 0.082 -0.524 -1.318 0.341 -1.471 -1.802 -1.384 -0.446 -0.586 -0.46 0.205 1.049 0.167 -0.997
-0.246 1.045 1.51 0.633 1.183 -1.735 1.289 0.498 0.093 0.291 -0.08 0.06 -2.436 0.344 0.334 0.493 0.586 0.01 0.005 -1.457 -0.722 -0.316 -0.092 0.874 1.939 1.901 -0.379 -0.925 1.282 1.149 0.085 0.03 -0.401 0.674 0.208 0.161 0.217589202294352 1.369 -0.078 0.124 -0.366 0.306 -0.9 -0.071 -0.611 -0.009 0.869 1.493 0.626 0.205 -1.038 -0.02 -1.137 -0.226 -0.523 -0.059 0.873 0.053 -0.145
-0.000437 0.096 -0.34 -1.54 0.366 1.003 0.446 0.663 1.111 -0.184 -1.644 -0.016 -0.869 0.88 -0.168 -0.447 1.117 1.615 -0.712 0.405 -1.657 0.625 -0.252 0.66 -0.385 1.109 0.876 -1.345 -0.248 0.263 0.035 -1.804 -0.448 1.068 -0.279 -1.092 -0.542 -0.641 0.083 0.114 -0.031 -0.463 -0.316 0.5 -1.027 -0.303 -0.91 -0.155 -1.986 0.906 -0.597 -1.149 -0.283 0.695 -0.887 -1.662 -0.154 -1.074 -0.303
0.139 -0.174 -0.416 -1.869 -0.237 0.805 0.86 0.223 1.195 -0.637 -1.905 -0.079 -0.94 0.557 0.219 0.227 0.564 0.652 -0.015 0.244 -1.19 1.05 0.059 1.355 0.452 1.446 0.239 -1.252 0.366 1.009 -0.183 -1.699 -0.511 0.716 0.168 -0.902 -1.194 -0.392 -0.457 0.055 -0.039 -1.134 0.34 0.398 -1.029 -0.544 -0.114 0.284 -1.801 0.221 -1.087 -0.894 -0.916 0.632 0.039 -1.609 0.774 -1.095 -0.321
0.246 0.438 -0.573 -1.239 -0.038 0.873 0.364 0.519 1.275 -1.095 -0.948 -0.086 -0.548 1.092 -0.4 -0.389 1.358 0.96 -0.87 -0.103 -1.281 1.206 -0.09 0.189 -0.841 0.845876492889643 0.774 -1.763 -0.544 0.736301628796405 0.0677833482264785 -1.871 -0.058 0.936 -0.317046863347941 -0.423 -0.102 -0.602 0.102 -0.288 -0.107 -0.861 0.0188416564025001 0.031 -1.641 -0.217 -0.896 0.599 -2.34 -0.191 -0.368 -1.269 0.063 0.752 -0.441042230847928 -1.249 0.954 -1.083 0.147
