"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104"
1066.5 1674.9 1221 1230.3 1281.7 1337.6 1262.45 1310 2077.5 1787.9 1832.5 1864.5 1555.5 1760.9 1559.1 1533.4 1731 1963.3 2404.2 2340.1 2225.8 1745.9 1408.25 1779.2 1577 1247.9 1517 1257.8 1773.9 2165.9 1349.3 1273.2 1939.4 1762.1 1441.7 8346.3 12900.8 13742.6 1452.3 1658.4 1678.5 1276.1 1742.6 1688 1742.9 1747.9 1775.2 1954.4 1129.2 1242.9 2047.3 1256 1375.3 1683.3 1517.4 1524.4 1959.6 1320.3 1767.4 1518.7 1401.7 1895.2 1491.9 1893.1 1066 1586.2 1606.2 1743.5 1567.7 1656.8 2594.4 2420.6 2096.5 1440.35 1421.55 1572.4 1831.8 1749.6 1686.2 1060 1290.9 1929.5 1656.8 1123.5 1516.9 1504 1195.5 11333.9 11843.8 10268.8 1554.6 1916.9 2531.1 2251.1 1467 2006.2 1946.7 2011.6 1517 1159 1317.4 1196.1 1653.3 1239.2
2092.5 2098 1646.7 1794.5 1828.4 1650 1730.55 1952.2 1791.5 2214.7 2407.1 1865.2 1972.6 1717.8 1583.6 1796 1801.3 2337.2 2315.4 2016.7 2550.4 1678.25 1819.8 1683.6 1776.8 1353.8 2185 1685 2410.3 1682.2 1627.2 1954.5 2756.5 2449.5 2106 10899.1 12163.8 14178.5 2423.9 1915.9 2222 2019.75 2618.1 2117.2 2191.5 2541.3 1893.2 1993.7 895.1 2051.8 3182.1 1741.9 1420.7 2037.2 1667.3 2182.3 2064.5 1405.2 2163.45 2249.6 1772.2 2797.7 2134.1 1984.3 1784.4 1624.2 1486.2 1900.7 2117.8 2662.7 2195.1 1862.9 2795.5 1681.2 2165.65 1911.6 2065.9 1644.8 2639 1244 2028.1 2145.8 1852.3 1349.2 2286.7 2121 1361.4 10049.9 11371.5 11554.2 2274.3 2849.2 2721.1 3116.6 2632.9 2913.5 2958.2 2172.2 1935.4 1824.8 1218.3 2043.6 2912 1704.1
2163.8 2599 2119.3 2292.4 2316.2 2022.1 2104.85 2401.5 2407.4 2363 2305.5 3094.5 2549.1 2194.1 2537.2 1721 756.2 1638.5 2848.4 3660.9 2392.9 2352.9 1869.2 2703.9 2050.1 1872 2390 2180.5 2488 2434.9 2627.7 2198.9 2073.6 2680.1 2455.9 10878.2 12796.2 13293.2 2406.6 2216.3 2979.2 2048.05 3322.8 2644.6 2714.6 2881.9 2381.6 2909.5 1940.9 2161.6 3043.3 1860.3 2352.9 2478.1 2131.7 2239.8 2611 1872.8 2513.95 2773.9 1997.1 2220.6 2664.2 2719.7 2196.7 1925.9 2057.9 1941 2858.2 1058.4 2993.2 2631.1 2865.9 2217 1942.45 2584.7 2425.2 2299.2 2438.8 1698.1 2082.2 2617.8 2603.3 2438 2000.8 2504.9 1649.9 11142.8 10808.1 13302.4 2559.6 2499 2988.1 3243.3 3076.4 3685.3 2657.6 3111.3 2156.3 2200.2 2365.1 1984.1 2840.5 1684.2
1557.8 1888.9 1603.4 1897.8 1551.7 1479.2 1656.3 1597.8 1864.6 1482 1884.5 2413.9 2005.3 1552.1 1947.3 1192.1 512 1068.1 2268.1 3116.2 1899.8 1794.4 1245.65 1969.4 1644.8 1260.9 1630.7 1584.9 1738.3 1994.6 1869.6 1560.6 1578 1709.8 1537.6 10152.4 12577.6 12487.8 1728.9 1696 2309.2 1445.4 2459.4 2009.8 2044.2 2227.9 1857.2 2055.6 1284.2 1686.1 2243.5 1206.5 1637 1829.1 1546.9 1865.3 1909.9 1107.1 2001.9 1695.8 1432.3 1456.1 1969.3 2169.7 1600.3 1375.8 1520.8 1442.8 2269.7 574 2270.7 2114 2270.2 1753.7 1326.6 1970.8 2021 1746.7 1856.3 1264.3 1555.7 2184.6 1955.4 1733.2 1283.9 1842.9 1149.5 10503.8 10238.6 12485.1 1834.4 1910.6 2357 2548.3 2290.2 2747.7 2186 2386.9 1719.8 1439.5 1946.1 1459.1 2049.5 1317.3
1111.4 1651.1 1258.9 1436.2 1388.7 1414.4 1393.85 1286.2 2048.9 1833.2 1921.2 1568.9 1535 1784.1 1628.3 1549.3 1715.6 1661.6 2513.6 2561.4 2133.9 1840.65 1394.8 1708.1 1779.1 1211.5 1614.7 1409.5 1863 2171.6 1268 1095.2 1983.4 1703.6 1538.2 8819.5 12226.6 13616.4 1545.2 1637.4 1827.8 1407.05 1880.6 1778 1676.6 1976.1 1762.5 1858.4 1218.7 1327.7 2079.8 1401.4 1493.6 1707.2 1593.7 1571.4 1948.3 1248.9 1863.3 1625.3 1488.3 1797 1453.3 1534.4 1120.9 1425.7 1611.3 1669.3 1713.1 1940.8 2777.1 2581.7 2284.8 1623.1 1575.8 1613.4 1988.5 1657.3 1679.2 1072.9 1295.9 2081.5 1674.6 1107.1 1260.2 1591.6 1258.9 11017.8 10725.1 11295.3 1582.9 1896.5 2568.4 2538.2 1733.2 2184 1877.3 2122.8 1688.9 1174.4 1387.9 1117 1709.4 1280.1
2705.8 1425.6 1468.9 2795.3 1387 722.4 1744.1 413.8 122.6 128 2711.1 1130.3 1640.9 82.1 1271.1 273.8 2036.3 889.3 1372 731.6 244.6 358.2 3089.9 407.2 761.6 38.9 219.4 606.1 1362.9 786.6 106.9 1109.7 700.4 407.2 258.5 6216.2 14131.8 1525 1315.1 1277.8 795.8 1627.95 1767 219.4 528.9 255.7 1980.6 676.8 1265.6 1.2 295.4 1072.4 461.3 1564.9 1529.1 3402.3 1320.1 215.3 1973.1 827.1 730.9 39.3 2389.5 1970.9 780.4 270.3 658.6 321.9 4302.9 1192.5 193.9 847.1 125.5 318.05 3988.8 1435.6 908.2 41.8 1054.6 947.9 495.3 1261.2 1217.9 2129.7 752.8 2888.6 869.5 12101.3 9974.1 10473.9 1871.8 1133.5 2044.8 2917.2 2431.9 864.3 22.7 78.3 1771 2887.6 1866.1 25.5 463 577.1
1004.9 1283.4 958.95 1101.5 941.2 1196.1 1087.45 1126.7 1378 1402.8 1503.6 974.4 1212.4 936.7 1279.9 758.1 1305.3 1330 1721 1614.1 1832.2 1097.75 1016.1 1159 1286.6 569.9 559.6 786.4 1303.4 1501.5 1090 976.2 1308.1 1217.4 1375.4 8268.6 12394.8 11396.2 1369.6 1149.2 1453.6 849.4 1884.5 1268.2 1304.4 1379.4 1218.2 941.9 966.2 1486.8 2072.4 861.6 1007.8 1265.7 943.4 1149.1 1247.1 1049.6 1331.25 1232.8 993.1 1333 1413.6 1187.8 767.6 890.5 889.2 884.5 1581 1501.5 1747.7 1385.1 1742.7 889.05 1148.1 1238.9 1423.9 823.8 948.2 514.8 1205 1537.7 1361.5 1059.4 1155.9 1339.1 992.4 10012.8 10817.8 11566.2 1383.6 1281.6 1516.6 1259.3 1372.5 1361.7 1838.6 1560 1267.1 1061.1 1156.6 1319.6 1972.4 1025.5
1041.4 1774.1 1177.15 1323.2 1241.6 1432.1 1319.85 1317.4 2076.6 1955.9 1786.2 1867.5 1389.3 1618.4 1542.1 1310.2 1840.2 1935.9 2380.4 2506 2101 1744 1370.9 1534.2 1684.8 1142.7 1647.4 1413.5 1806 1972.4 1281.8 1279.7 1991.3 1842.6 1503 8922.9 11983 12687.3 1552.3 1359.2 1526.3 1314 1946.9 1854.6 1567.6 1906.4 1735.2 1883.9 1185.9 1347.8 1922 1277.7 1448.3 1709.3 1385.7 1535.6 1766.6 1209.9 1712.45 1715.7 1313.2 1657.1 1521.3 1844.9 1147.4 1249.8 1482.7 1664.1 1632.9 1717.2 2766.4 2360.9 2390.5 1674.85 1539.45 1467.4 1817.7 1574.9 1803.6 976.7 1266.3 1982.8 1811.9 1110 1255.3 1657.1 1164.9 10366 10896.5 11803.8 1594.6 1952 2341.7 2212.2 1642.3 2152.7 1828.2 2045 1630.6 1230.8 1445.2 1035 1589 1154.7
1904.9 2479.9 1862.8 1562.1 1361.1 2180 2201.95 1494.8 1706.5 2502.5 3068.6 1733.2 2226.9 1576.2 1662.6 1707.4 1725.5 2805.9 1810.7 2022.5 2245.4 1810.45 1462.25 1238 1646.5 1363.4 1661.4 1830.9 2624.3 2175.8 1787.1 1738.4 3011.7 1568.6 1785.2 12119 11644.5 13444.5 2521.2 1595.1 2176.7 2060.5 2301.2 1954.6 1931.2 2492.1 1429.7 2175.8 780.8 2132.4 2887.5 1671.4 2154.9 2290.4 1727.9 1849.4 2048.2 2025 2559.6 1688 1818.2 2572.4 2880.7 1794.6 1608.2 1375.7 1385.6 2364.2 2166.6 2477 1827.1 2159.7 2141.6 1866.9 1518.65 1478.7 1962.8 1472.1 2285.2 1184.2 1841.9 2428.8 2306.3 1475.9 2522.7 1994.8 1534.3 10166.7 10009.8 10795.4 2136.8 2442.9 2969.9 3393.9 2558 2588.1 2620.5 2606.1 1598.3 1869.9 1282 1855.5 2583.1 1668.3
1108.7 2233.1 1267.9 1412.3 1562.9 1446.8 1450.65 1365.8 2486.6 1970.5 2058.9 2240 1862.6 1866.6 1689.6 1875.6 1966 2261.9 2727.6 2707.9 2470 2051.85 1594.3 1817.9 1869.4 1292.1 1875.1 1542.9 2179.1 2212.5 1769.1 1553.1 2199 2140.7 1629 8711.8 12685.2 12951.5 1487.6 2025.6 1736.5 1452.8 2073.5 1949.6 1888.6 2345.4 2158.4 2531.6 1337.3 1467.5 2479.8 1534.1 1740.8 1992.1 1623.3 1813.4 1989.5 1288.8 2214.65 1837.3 1815.9 2165.5 1640.4 2295.6 1280.2 1814.7 1652.1 2026.4 1578.2 1764 2984.5 2820.9 2465.7 1993.85 1697.15 1785.4 1996.1 1865.7 2359.5 1086.2 1427.5 2179.1 1997.3 1353.4 1912.9 1852.1 1539.9 10759.5 11300.4 11246.5 1895.7 2438 2820.8 2281.9 2090.3 2369 2270.4 2518.5 1901.3 1457.9 1607.4 1124.4 1987.5 1321.3
1574.6 2106.4 1600.55 1715.8 1477.1 1684.6 1753.15 1651.8 1886.1 2320.1 2574.8 2349.7 1962.7 1540.4 1981.6 1311.3 1514.7 1952.7 2276 2657.9 2070.8 1657.9 1978.75 1763.5 2363.1 1322.9 1679.4 1546 2479.3 2175.4 1822.9 1455.1 2317.4 2124.3 1858.9 10443.7 11535.1 12894.9 1924.4 1673.1 2391 1477.2 2491.5 2220.9 2031.7 2422.8 1907.2 1998.7 1225.4 2001.5 2428.1 1677 1774.1 1857.2 1737.4 2090.5 2150.1 1382.3 2084.7 1937.9 1753.7 2295.9 2245.1 1879.7 1440.6 1500.8 1542.5 1853.9 2637.8 1739.7 2176.7 2294.6 2211.4 1590.6 1813.7 1973 2567 1606.8 1779.1 1396.2 1689.3 2161.9 1840 1432.4 1928.8 2227.8 1446.2 10563.8 10527.1 12395.1 1888.8 1835.3 2726.8 2761.8 2307.9 2930.7 2374.4 2460.8 1794.7 1458.6 1548.6 1976.7 2235.5 1574.8
1916.7 1803.9 1434.2 1095.1 1430.6 1819 1606.75 2038.8 1132.1 1825 2227.8 1610.9 1597.5 1162.7 1578 1164.5 1751.9 1589.3 1376.7 1483.4 1863.6 1531.55 1593 1278 1105.6 1045.1 1216.8 1314.2 2083.3 1610 1172.9 1767.5 2802.2 2099.1 1683.8 10303.2 10894.8 13525.3 2622.1 1505.3 1894.9 1603.55 2373.1 1760.4 2264.6 2783.5 1146 1241.9 712.4 1742.5 3219.2 1504.2 1190.8 1913 1193.3 1425.6 2253.6 1625.1 1876.7 2147.1 1453 2247.2 2306.4 1871.3 1326.2 1042 1435.2 1619 2051.9 1847 1260.3 1288.4 1763.7 1468.55 1787.25 1509.6 1398.1 1145.4 1710.5 983.6 1453 1857.5 1514 1360.7 2630.9 2277.8 1498 9632.9 11379.2 10280.6 2424.3 2398 2382.6 2703.8 2450.7 2456.9 2890.7 2172.3 1490.9 1789.5 991.4 1514.8 2788.7 1502.5
1923.3 1904.2 1318.4 1464.8 888.9 1538.6 1559.05 1351.1 959.1 2678.6 2319.9 1457.5 1342 684 1491.8 1085.4 1946.5 2948.5 1419.2 1144.5 1626.8 1507.9 2123.45 1354.8 1297 697.5 1777.5 1099.2 1764.3 1289.9 1070.2 2200.4 2757.9 2180 1644.6 9115.8 12015.8 13089.6 2449.3 1598.9 1795.9 1294.6 3069.6 1373 2042.5 2532.3 1544.9 955.9 794 2376.6 2949.9 1593.7 1248.3 1995 1155.1 1880.4 1204 1351.4 2137.75 1497.5 1364.6 2737.5 2383.2 1941.1 1058.4 637.1 1084.3 1615.2 1847.9 3033.3 1027.5 1062.6 1685.1 1444.7 2336.45 1579.4 1673.3 636.9 2484.2 694.8 1261.9 1547.2 1452.8 1145.7 2633.5 1907.3 1137.5 9039.7 11600.6 9842 2285 2170.1 2443 2438.5 3129.2 1705.3 3040.1 2070 1731.3 1582.5 1030.7 1905.2 2637.1 1691.2
2051 1769 1576.15 1723.5 1289.8 2068.2 1941.7 1981.2 2064.1 1730.9 2462.4 1274.6 1963.6 1630.6 1624.9 1478.7 1559 1678.7 1584 1868.6 1953.5 1616.75 1704.45 1731.6 1830.7 1264.9 1637.2 1202.7 2096.6 2007.4 1725.6 1752.4 2301.6 1894.6 1609.4 10481.2 11664.9 13691.8 2209.2 1678.8 1824.9 1719.6 2093.9 2050.2 1730.6 2251 1380.4 1267.2 991.9 1868.6 2665.3 1560 1289.6 2155.6 1468.6 2060.2 2223.7 1857.3 2254.35 2119.8 1880.1 2182.6 2507.1 1510.1 1502.1 1416.2 1465.4 1823 1731.1 2130.2 1705.3 1459.4 2127.5 1534.05 2025.35 2235 2086.5 1332.2 2184.5 949.6 1834.3 2212.6 1958.7 1337.2 2047.7 1711.1 1252.6 10447.4 10233.1 9983.9 2026.9 2504.5 2086 2750 2047.7 2734.8 2556.1 1969.8 1588.1 1844.7 1128.4 1732.1 2415.1 1417.9
1507 1335 851.55 1120.8 1183.2 321.7 911.8 1112.8 58.5 640.8 1370.9 2517.1 1618.1 1438.6 1789.8 1207 1421.5 1738.6 1452.8 849.3 411.1 876.3 1298.3 1601 1391.9 472.6 1778.2 664.2 1555 828.2 1364.7 1329.3 1761.4 1691.8 1742.4 10593.3 8456 12678.7 1611.1 240.8 1313.1 158.55 2370.1 827.1 1728.6 1708.8 1874.6 2032.8 12.7 1463.2 2202.1 1002 1594.8 1080.3 849.2 1506.5 1386.8 74.7 1353.7 1410 663.4 613.2 1502.5 2443.6 1581.7 1240.6 1771.6 1273.4 2460.9 2009.3 1908 972.4 255.7 668.05 1278.35 1487 1382.9 669.9 1642.6 359.5 781.7 768 1078.3 89.7 1423.1 393.3 1238 8343 9445 11796 1252.6 244.2 1706.2 565.7 2171.9 1385.1 1892.5 959.7 1774.7 1389.9 421.1 1440.7 1941.9 905.4
1064.1 1326.1 797.4 1146.8 1030.7 306.6 854.2 960.5 81.2 613.1 1307.7 2727.7 1651.2 1271.5 1724.7 1054.1 1189.3 1790.3 1539.5 854.9 419.3 818.15 1183.35 1406.7 1405.2 425.3 1965.5 544.2 1481.3 705.8 1303.7 1494.7 1760.5 1763.6 1880.7 10573.7 7653.3 12278.2 1725.9 208.7 1242.6 145.8 2469.4 759.5 1594 1598.5 1784.8 2085.7 11.4 1584.9 2124.4 1107.2 1342.8 1191.1 806 1572.9 1320.1 68.1 1267.75 1476.1 564.4 547.4 1470.4 2488.5 1306.9 1200.1 1588 1272.5 2562.6 1909.5 2142.6 917.3 310.4 637.5 1255.2 1407.5 1348.5 590.4 1608.5 290.5 683.3 801.7 1109 96.7 1405.5 360.6 1172.6 8125.5 9220.4 12731.5 1391.8 246.8 1569.1 495 2119.6 1378.6 1948.6 839.3 1893.8 1546.6 402 1362.7 2082.3 882.6
1559 2027 1431.8 1442.5 1239.5 1700 1513 1140.4 1716.4 1710.1 2294.6 1405.3 1442.5 1391.9 1734.5 1284 1118.4 2138.4 1630.5 1422 1771.9 1410.25 1555.1 1481.3 1677.3 1038 865 942.9 1925.9 1640.7 980.5 1559.3 2109.6 1195.1 1578.6 9434.6 12294.4 12437.7 1799.7 1301.4 1988.2 1678.7 1447 1591.4 1738.7 2081.3 1354.1 1251.3 755.7 1789.1 3091.8 1287.7 1672.1 2019.4 1260.8 1604.7 1748.8 1473.9 1840.95 1201.4 1660.6 2220.4 1953.3 2048 1104.6 1153.8 1732.6 1517 1216.2 2632.6 1245.3 1208.4 1620 1155.2 1993.25 1479 1776.9 1022.7 1531.3 768.8 1533.5 1609.9 1308.9 1167.2 1689.2 1581.5 1177.4 10645.6 11345.9 7817.9 1562.1 1914.6 2119.4 2561.2 1482.6 2027.6 2335 1950.2 1497.5 1306.6 850.8 1961.7 2752.1 1418.5
1665.4 2299.5 1688.75 1541.8 1227.9 2051.7 2111.95 1305.3 1617.1 2414.5 3053.8 1720.4 1826.8 1410.4 1447.9 1532.8 1680.2 2564.8 1746.1 1995.8 2074 1659.4 1291.85 1201.8 1401.1 1172.5 1737.7 1836.5 2245 2029.3 1544.7 1644.5 2754.7 1391.1 1837.7 11975.8 10878.7 12663.3 2462.1 1375.4 2087.3 2027.85 2367.1 2163.7 1851.4 2159.6 1268.2 2003 760.9 2034.9 2685.8 1599.1 2092.4 2251.6 1485.8 1659.3 1844.3 1875.2 2486.2 1610 1600.2 2320.7 2702.3 1662.1 1565.5 1327.5 1269.2 2019.3 2148.2 2258.1 1815.9 2020.7 2147.1 1769.45 1492.55 1369.7 1774.6 1348.2 2170.1 1046.4 1668.7 2386 2127.2 1391 2332.1 1771.6 1296.5 9580.9 9410.9 11360.5 1990 2498.7 2792 3004.6 2274 2744.9 2657.4 2448.9 1488 1742.5 1189.9 1654.8 2472.2 1619.2
1038.2 1970.7 1348.85 1232.6 1642.8 1454.6 1469 1386.3 2324.8 1957.1 1947.8 2071.6 1901.3 1750.5 1498.4 1541.4 1673.3 2058.5 2503.9 2542.2 2380.9 1901.35 1493.8 1827.5 1712 1321.9 1794.5 1602.5 2082.1 2107.8 1461.5 1565.9 2184.7 2153.5 1660.7 8940.4 12072 12468.4 1649 1791.5 1766 1411.5 2210.1 2022.8 1970.2 2395.6 1963.3 2207.7 1140.6 1419.3 2225.4 1483.8 1686.7 1941.4 1607.4 1491.6 1905.6 1385.9 1973.75 1894.3 1547.5 2018.1 1731.4 2019.1 1068.9 1586.1 1404.3 1772.6 1476.1 1471.9 2768.1 2610.3 2336.2 1848.8 1558.35 1805.1 1846.7 1813.3 2045.5 1226 1230.3 2131.9 1905.2 1371.3 1933.8 1826.3 1339.8 9843.8 11082.5 10990.4 1812.5 2224.7 2850.5 2348.7 2255 2411.6 2329.6 2387.5 1707.4 1452 1553.4 1129 1890.4 1146.1
1383.1 1418.5 1441.5 1920.3 1156.9 2006.8 1299 1733.5 2022.1 523.2 1348.2 2035.4 1849 1026.1 1986.8 751.5 1650.9 1403.7 1679.8 2532 1055.4 1279.2 1579.9 1383.8 1560.5 1581.4 2441.7 1766.1 1381.5 2319.5 1687.5 1517.3 749.6 1895.1 1597.2 9805 11192.2 9497.3 1052.5 1238 1254.6 908.85 1992.8 2392.8 1242.7 1145.6 1236.5 1800 910 657.1 1631.2 1046.5 1339.9 1642.5 1267.7 2076.7 1030.7 1714.5 1588.15 1994.9 1325.8 337.2 1153 2088.4 1031.4 871.5 1542.9 1048.1 1688.5 1408.2 1893.7 2170.6 1608.1 1154.7 1867 1400.5 1923.9 1901.4 2618.6 1134.9 954.7 2262.1 1909.1 1107.2 762.8 1929 1141.7 10169.8 9534.2 12415.1 1391.4 1259.7 1843.9 1587.1 1766.4 3416.2 1406.7 1449.6 1388.4 1667.9 1346.6 443.7 1465.5 1061.4
1514.4 1735.3 1522.7 1363.3 1575.5 1430.3 1624.65 1671.5 1894 2628.5 2168.7 1344.6 1549.9 1419.7 1304.1 1194.9 1962.7 2192.9 2044.1 1216 1965.4 1426.2 1735.95 1510.9 1503.7 897.6 1531.1 1108.6 1705.4 1496.3 1131.8 1318.4 2366.8 1736 1664.9 8207.3 12174.6 12707.7 2129.8 1683.5 2235.8 1662.25 2417.5 1750.8 1928.5 2105.3 1192.5 1623.9 793.5 1770.1 2206.5 1489.2 2051.7 1919.6 1400.3 1319.8 1497.7 1440.1 1720.7 1910.2 1715.9 2818 2110.2 1400.9 1393.2 1192.8 1259.2 1557.2 2198 2588.9 1718.4 1084.8 1838.2 1335.15 2022 1553.9 1482.9 1212.1 2048 813 1547.6 1503.4 1544.1 1204 2150.9 1884.9 1467.1 10368.8 11154.9 7981.1 1997.4 1872.2 2262.5 2276.9 1954.6 2338.1 2601.1 1949.8 1251.6 1519.1 955 1635.5 2335.6 1595.8
2002.2 1448 1230.7 1252.8 1308.6 913.7 1269.55 1560.3 2938.3 2155.1 1428.5 2242.9 2267 2401 2543.4 1431.9 2260.2 1521.1 2446.5 2416.4 2247.4 1094.35 1597.8 1805.5 1164.4 1353.6 1802.3 1358.1 3227.9 1825.3 1142.9 2034.7 2128.4 2682.7 1651 9990.1 9931.1 13177.9 2375.1 1601.6 1636.3 2324.8 2389.9 2646.9 2267.6 2501.3 1872.8 2449.4 1537.8 1841.7 3491.8 959.2 1894.8 1538.7 1160.1 1472.6 1359.6 923.4 1603.25 1871.9 1492.9 2671.3 2034.7 2518.8 1370 2105.1 2511.4 1821.5 2401 1751.7 3102.4 2188.8 2284.9 1145.25 1665.85 1814 1541.8 1723.7 2151.7 1220.9 1521 2162.8 1258 1116.7 1998.4 1442.4 1106.6 9201.2 8754.5 11489.4 2068.9 2658.5 2640.7 3297.8 2736.5 3371 2882.4 2186.4 1820.6 1765.1 1865.2 1365.7 3213.7 860.8
1022.1 1512.8 1125.45 1769 1005.2 1862.9 1148.7 1143.4 2331 687.8 1523.4 2323.5 2097.6 1122.4 1779.1 703.8 1266 1657.6 1642.4 2731.3 1230.9 1103.65 1498.3 1297.5 814 942.1 2495.9 1514.6 1575.2 2176.4 1895.2 1361.1 920.6 1627.4 1090.7 9844 10449.6 9085.6 1334.4 1414.8 784.1 658.2 2022.5 1654.5 1271.7 1200 1268.7 1737.4 995.6 640.9 1927.2 1097.2 1324.4 1686.3 967.7 1727.3 901.3 1477.1 1494.35 1271 1505.1 327 1329.7 2348.7 1136.3 903.5 1260.8 690.9 1393.6 1641.5 1772.3 2281.1 1606 1074.85 1847.1 1430.1 1033.2 1029.5 2298.1 946.1 995.7 2587.8 2058 1086.9 969.3 1052.7 632.7 8882.6 8562 13054.8 1730.8 1398.2 1431.2 1251.8 1686.8 2615.1 1512.6 1459.4 1616.6 1727.2 1378.1 401.8 1918.3 1024.3
1342 1737.3 1309.3 1638.6 1551.3 1022.3 1437.4 1501.4 1730.7 1331.1 1639.2 2110.5 1928.6 1174.5 1624.9 1266.7 176.9 508.7 1865.8 2652.5 1760.5 1605.3 1119.15 1794.2 1132.4 1361.5 1584.7 1477.2 1577.4 1619.9 1685.8 1327.1 1421.7 1703.6 1666.3 9139.4 13054.3 11078.7 1771.6 1536.4 1841.5 857.15 2298.4 1180.3 1851 1968.8 1998.4 1925.3 1538.8 1536.2 2200.1 868.7 1455.4 1753.5 1361.2 1441.9 1774.8 1001.7 2069.85 1731.6 1324.1 1482.9 1885.2 2308.1 1290.4 1262.4 1591.4 1399.8 1397 133.4 2101 781.5 1999.3 1514.15 1150.45 1893.3 1615.1 1684 1773.1 1230.9 1367.9 1801.6 1814.2 1810.3 1213.2 1350 1100.9 7698.1 8459.2 11206.5 1766.3 1913.1 1984.1 2085.7 2217.4 2191.7 2022.9 2168.3 1939.9 1295.2 2135.2 1270.2 1802.5 860.6
1046.9 1834.7 1079.4 1358.4 1270 1308.8 1366.15 1183.1 2270 2062.7 1740.3 2039.9 1659.3 1483 1430.1 1506.3 1840.9 1977 2549.1 2544.3 2017.5 1762.4 1312.8 1384.7 1648.7 1139.6 1720.1 1497 1752.6 1851.2 1732.7 1455.4 1931.2 2036.4 1709.7 8220.1 10650.9 11708.1 1644.3 1712.3 1515.2 1242.9 2007.2 1976.8 1528.9 1942.9 1691.8 2167.8 1182.9 1368.7 2096.7 1425.4 1419.3 1825.1 1407.3 1599.6 1612.6 1153.3 1956.05 1788.9 1300 1774.1 1532.6 1851 1117.6 1436.8 1459.6 1606.3 1615.6 1768.6 2822.9 2381.3 2276.4 1852.5 1502.65 1446.1 1666.8 1467.1 1900.6 913.9 1224.1 2106.3 1771.9 1159.6 1829.9 1738.1 1139.1 9057.8 9683.6 11909 1745.8 2143.4 2480 2075.2 1784.8 2297.6 2053.5 2061.6 1619.5 1475.9 1369.8 946.9 1742.7 1120.2
755.1 2021.6 1217.95 825.6 1996.4 225.4 1787.85 1205.4 1359.6 681.8 2643.7 1783.6 921.9 203.5 1542.3 1442.7 1445.6 2133.3 1613.9 3040.7 1913.9 2219.25 1578.75 1836.5 967.8 1155.8 269.7 1868.2 997.1 1596.5 1710.5 559.5 261.7 203.1 844.4 1441.1 16126.2 7080.7 264.2 279.9 239.3 585.25 808 826.1 373 2849.6 592 1430.2 1137.5 1044.9 359.9 273.5 1017 2284.2 1683.7 441.8 1487.9 298.8 2488.7 1608.4 961.4 306.2 2736.4 2145 959.7 291.6 1084.4 1356.1 1451.1 787.3 1249.1 2190.8 1756 2041.95 1024.8 1526.5 1457.5 1095.2 471 1128.1 1202.6 2081.8 2451.1 436.4 137.6 1536 386.4 8144.3 8126.6 7477.6 1333.2 261.3 631.6 1038.4 193.2 1091.6 759.4 4113.5 462 588.8 1547.1 964.4 294 159.9
1518.7 1068.2 761.5 859.1 1052.6 665.3 816.8 1105.4 2161.8 1440.5 1045.9 1831.5 1522.4 1536.5 1895.1 1032.9 1575.3 1165.3 1698.6 1802.2 1462.4 865.95 1031.9 1160.1 812.6 995.1 1033 904.8 2167.5 1229.3 804.7 1636.6 1515.1 1911.2 1308.2 10038.5 8756 12899.5 1801.2 1297 1285.6 1845.7 1966.1 1798 1739.7 1561.7 1369.3 1490 1086.8 1251.9 2655.5 810.8 1325 1171.9 802.8 1058.1 905.3 569.9 1075.8 1198 978.8 2004.9 1592.4 1943 1011.2 1486.9 1930.4 1223.8 1748 1563.2 2045.4 1518.6 1641.9 802.15 1182.5 1179 1096.5 1224.7 1446.4 916.3 1125.9 1369.4 903.4 736.5 1414.3 889.3 777.1 7611.5 7493.7 11035.6 1368.1 2184.7 1729.3 2707 2121.8 2555.4 2308.5 1395.3 1538.1 1489.4 1473.3 955.2 2511.5 702.5
