"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65"
0.417 3.711 0.267 0.155293673339817 0.953 5.531 -0.297 -1.29 0.349223780492867 0.852710270662617 1.632 -2.291 0.324 0.781042499782331 0.849164330905322 0.234 0.569545422857731 -1.043 -1.069 0.35 -1.612 -0.923 1.229 1.546 0.0125098197172769 0.438 3.457 -0.185 -3.009 2.338 -0.624 -3.919 0.399 -2.617 -1.708 2.919 0.206 -0.381 0.601 -1.782 1.474 1.098 0.179368484667363 -0.117922921895246 2.263 0.006 -0.112 -0.903 0.356 0.282872585636991 0.458 0.0305127485222349 -0.0587310291222843 2.632 3.196 0.737 0.386 -0.564841579218428 -0.14 -0.0566004346054974 0.006 0.988 -3.94 1.661 0.746292568194706
-1.646 -1.468 0.768 -0.157 0.114 -4.21 0.724 -0.817 -1.209 -0.949 -5.335 -0.234 0.547 2.165 1.473 0.055 -0.574442626140293 0.983 -0.854277616647206 -0.109 0.945 -0.151 -0.013 0.315 -1.323 -0.705 0.0311603780270976 -0.859 0.587 -0.736 -0.463 -0.827 -2.022 0.458 6.462 0.599 -6.061 -0.002 0.258 0.85 -0.495 -0.784 0.231 -3.333 -1.01799301543767 0.329 0.447 0.784 -0.211 0.302 0.146 0.284 0.236565848852032 0.454 -0.535 0.968 0.127 1.506 1.357 -0.194690437245509 -0.330755089025646 -0.2587597130536 -1.088 -0.691 1.015
0.335318151055638 1.06484003234915 -1.448 5.881 0.42 6.422 -1.07 3.295 1.773 0.886361273288481 4.263 1.231 0.356 0.977 1.861 0.592 -0.456 0.504 1.225 0.874709507371049 6.576 1.948 1.456 1.943 -0.142 1.502 0.679 -1.178 -1.098 1.02731723445575 1.33 0.461 0.547 1.161 1.539 3.991 3.403 0.238 1.1023825137408 2.695 0.261 -1.988 0.18 0.438798845677055 0.575465933782296 0.656 0.293 1.163 0.492 -0.291 -1.002 1.094 1.717 -0.21 1.133 1.691 0.924 1.39097615902388 1.082 -0.796 1.58858993934893 0.885 1.217 2.918 1.865
-3.789 -3.596 -2.407 -1.66 -2.459 -2.039 -3.311 -1.759 -3.033 -0.698 -2.119 -1.559 -2.668 -3.543 -2.349 -2.339 -2.767 -3.999 -4.917 -2.568 -1.454 -3.228 -0.766 -2.07 -3.386 -1.414 -3.446 -2.579 0.284 -2.084 -3.033 -1.926 -2.542 0 0.633 -2.989 -1.695 1.55 -2.542 2.558 -2.928 -3.308 -1.896 0.731 0.358 -1.156 1.585 -2.542 -1 -2.576 0.978 -1.378 -0.692 -1.253 0.198 1.82 -0.604 -2.77 -0.771 0.019 -2.2 1.707 0.616 -0.479 0.485
-2.538 -1.999 -2.223 -0.918 0.108 -0.601 0.231 -0.43 -2.718 -0.161 -1.431 -1.62 -1.688 -0.756 -0.302 1.768 -0.429 -0.507 1.823 0.452 -2.092 -1.11 -1.635 -0.064 -2.684 0.453 -0.252348449454648 -1.218 0.571 -1.00027618321955 -0.126 0.953 -1.467 -0.5 1.776 1.189 1.417 0.347 1.411 1.165 1.301 0.119 2.395 2.783 3.629 0.353 2.281 -1.001 3.572 0.547 1.039 0.904 1.994 2.002 1.15816802765459 0.843 2.718 1.815 2.156 3.334 3.501 2.463 2.643 1.055 0.347
-2.762 3.941 1.992 4.405 3.686 4.585 3.064 2.139 0.971 3.48 1.746 0.955 3.731 2.55399977179522 3.993 5.597 3.292 1.084 4.052 2.755 1.586 3.405 1.523 3.707 -0.608 2.443 2.697 1.534 3.708 4.672 3.289 1.388 2.584 3.707 3.939 3.561 4.164 1.787 3.282 3.632 3.603 5.793 5.663 6.767 6.039 3.604 2.535 3.658 6.404 3.142 5.288 2.532 4.72 3.6 2.549 4.308 4.611 4.597 4.358 4.765 6.118 3.772 3.797 2.795 1.654
2.142 2.138 5.205 -0.451 1.824 -0.052 2.377 -1.388 5.454 2.632 -0.904 -1.158 -1.126 2.657 0.725 -0.413 0.308 2.93 0.958368414411234 -0.212 0.057 0.035 -0.418 0.485 1.697 3.818 1.86429967397388 -1.067 -0.615 -1.622 0.376 -0.838 -0.786 1.814 1.795 1.106 1.24789895972382 1.60904714417301 3.733 1.029 1.222 0.445 2.279 -0.732 0.155 0.326 -0.077 1.705 0.244 0.964 2.807 -0.177 -0.005 -1.289 0.831458237093325 -0.634 0.063 -3.625 -0.142 -0.216 -1.317 1 -0.197 2.556 1.018
-1.881 -3.983 -0.625 -1.457 0.688 1.137 0.501 2.255 -1.513 -0.811 1.928 2.409 2.897 -0.405 2.298 -0.632 -1.576 -1.432 2.576 -1.389 0.55 -1.788 1.63 1.59 -4.244 2.774 0.238503377116918 0.22 1.134 -2.973 -1.569 -3.259 -0.706 0.523 -0.039 0.562 -0.757 -0.112 0.215 0.373 -0.092 -0.655 0.829 -1.305 0.66 -1.263 -0.7 -1.404 0.093 0.221 0.162 -0.751 -0.445 -0.477 2.369 4.121 0.367 -0.0249988526259313 -0.698 0.163 -0.421 0.358 0.224 -3.405 -0.0189720875939359
0.635 2.589 2.899 3.957 3.504 4.872 3.417 1.426 0.407 3.108 1.179 0.421 3.327 -0.23 3.389 5.288 2.718 2.055 4.239 2.362 2.929 3.395 2.235 3.606 -2.346 2.467 2.833 1.301 3.108 4.43 3.274 4.459 3.344 4.001 3.273 4.018 4.333 2.183 3.833 3.747 2.979 6.664 4.614 6.858 6.524 4.049 2.651 4.31 6.782 3.904 4.898 2.923 3.648 3.759 3.053 4.121 4.815 4.155 4.391 3.951 6.327 4.047 3.379 2.636 2.2
0.299 1.00195888036998 0.567 1.905 2.015 0.461 -0.459 -0.445 -0.262 3.691 -0.078 -0.192 1.122 0.849 1.479 0.749 0.52 -0.324 0.622 3.402 -0.716 0.901 2.809 2.478 2.888 2.377 0.668 0.441721899373245 4.07 1.35148348592114 1.202 0.81 0.833 1.621 3.606 0.59 3.207 2.77 2.39 1.212 1.711 -0.645 0.012 0.367 -1.082 0.463 1.279 0.497 0.307 0.254 -1.011 1.858 3.337 4.167 1.692 0.863 4.959 2.499 3.432 5.367 3.024 5.35146472324135 4.781 3.326 3.523
-0.235 -0.027 0.512 3.281 1.373 -0.71 2.326 -0.149 3.021 3.754 0.608 -0.475 2.914 2.456 1.053 0.884 3.486 0.129 3.076 3.262 -0.745 1.965 2.214 2.38 0.749 2.683 2.447 -0.572 1.057 -0.631 0.424 0.439 1.854 3.185 2.971 2.856 1.986 3.254 2.135 2.241 1.933 -0.208 0.148 -5.897 0.789 1.334 -0.33 1.831 1.78 -1.03 1.392 1.756 1.833 2.097 0.408 0.12 1.951 4.258 1.633 2.94 1.721 4.266 2.236 2.349 1.672
-0.565 0.0501341928091764 -0.836 0.155 1.63 -0.481 1.302 -0.042 1.006 1.228 -0.668 -0.63 -0.581 1.345 0.989 3.19 -0.71 0.23 1.62172498606604 1.048 -0.834 0.433 0.374 1.134 -2.46 -1.71 1.607 -0.949 0.709 1.439 0.326 2.89 0.711 2.208 2.345 2.017 3.352 1.765 2.341 1.614 1.672 1.052 5.97 2.853 3.588 0.265 2.67 1.103 3.357 3.834 3.32 2.478 3.108 3.083 2.421 1.043 2.843 3.543 3.096 3.274 4.287 2.945 3.261 2.706 1.768
4.666 7.514 1.447 4.185 4.194 5.707 4.285 5.57 5.166 7.48 2.345 5.263 5.004 3.59128777945746 4.008 4.382 5.641 4.808 7.384 4.425 6.635 5.183 3.865 6.098 4.021 1.924 2.985 4.554 2.601 5.602 2.87 2.219 3.775 3.887 1.413 1.7 5.24 2.654 3.939 3.773 4.103 0.693 2.373 3.772 2.089 0.947 3.478 1.251 1.385 0.962 3.752 4.108 4.544 5.966 4.064 3.286 5.152 5.828 4.666 4.82 4.802 3.37163052115826 5.771 4.582 4.998
0.597 0.905 0.767 0.085 0.796 0.332 0.693 0.726 -2.863 -0.268288453437435 -1.087 -3.658 0.21 0.461836777896063 0.707 0.527 -1.231 -0.068 0.874 -0.212 -0.407 -1.37 -1.334 2.236 -0.482811774507738 0.468 0.907 0.681 -1.634 1.106 -0.499 -1.903 0.155 -0.395621161264208 -6.598 1.944 1.671 -1.35 4.009 -1.351 -0.951 -2.282 -3.327 0.479 0.652 -1.235 -1.095 -0.174 -0.922 0.847 -0.595 -0.789 -0.371 -4.983 1.401 0.952 -0.369699903299389 -0.426 -0.456295556076556 -0.816 -0.091 -0.208 -0.342 1.757 -0.923
-0.072 1.381 3.011 2.109 4.079 1.114 5.359 0.67 0.469 3.632 0.998 0.933 4.817 2.238 1.032 3.125 4.201 2.079 -1.557 3.71 2.196 4.125 2.661 3.392 0.563355130339718 2.11 1.58009381468772 2.493 -0.439 5.398 1.068 2.579 3.383 3.447 3.494 1.623 1.253 1.979 2.505 3.042 0.177 0.824 1.315 3.906 -2.814 1.101 2.099 -0.359 2.385 0.085 2.928 1.338 3.55 0.586 0.194 2.307 1.699 1.818 2.862 -0.463 2.96 1.437 -0.261 4.269 2.593
-1.486 0.467323203434866 -0.783 1.295 1.199 -0.867692361527575 -0.326 0.917 0.945 -0.719 -1.191 1.897 0.677 0.433 0.364 -0.803 -1.15 -0.124 -0.174340355339 0.354 1.145 1.068 1.558 2.393 0.22566917153943 -0.077 0.746758302031002 -0.828 -0.707 -4.999 0.511 -0.072 0.128 0.51 -0.305 2.42 0.310728673046046 0.054 -5.803 -0.021 -0.635 -0.113 0.878 -0.561 -3.679 -0.023 -0.901 -0.317 1.222 0.839 -3.623 1.348 -0.177 -0.52 -0.577 0.803 0.191 -0.326671921947113 -0.256 4.443 0.51490277380927 0.556 4.069 0.76 1.076
1.015 3.413 0.052 0.033 -0.562 3.38 2.874 1.081 1.701 1.883 1.385 1.929 4.067 2.718 3.119 3.438 3.262 3.632 4.561 3.10244869556222 2.534 2.895 3.087 3.313 0.359 1.451 2.284 2.359 0.56 3.995 -0.011 4.015 4.08 2.733 2.247 4.006 4.449 2.131 1.805 3.816 1.834 -0.698 0.651 2.71791789281736 2.403 2.656 2.528 1.412 2.53844768067669 1.191 0.159 3.751 4.283 2.75052254438097 3.908 2.861 3.958 3.14784370199284 3.805 1.344 1.637 0.945 -1.22 8.663 4.681
-0.843 0.208 0.643 5.476 0.949 2.862 3.017 2.514 2.542 0.903 0.312 1.094 3.02 2.939 1.424 2.591 0.761 0.422 0.369 2.324 0.881 0.532 3.679 0.596 1.558 0.782 2.375 2.211 2.339 5.183 1.417 0.444 1.436 3.529 0.386 0.385 3.385 2.585 0.264 0.745 0.195 -2.785 -0.926 0.018 1.342 0.245 -0.017 2.245 1.61 -0.297 -0.646 2.66 0.69 4.408 4.028 3.955 2.075 2.472 0.576 3.663 2.662 5.298 3.448 2.269 1.982
-1.629 -0.653671722482451 -0.972 -2.244 1.407 4.832 -0.108 -1.459 -1.222 0.8 0.109 -1.568 -0.245 -0.21 0.933 -0.094 -1.19 -4.826 -1.47719875723593 -0.876223590895361 3.837 -0.878 -1.034 -0.617 0.162 -0.256 -0.579 -1.16 -0.308 -0.348 -0.667 -0.66264042386381 0.215 0.246 -0.043 -3.638 -1.08029207150572 -0.578 -3.046 0.156 -1.621 -0.089 -0.887 -1.068 -0.812295737925512 -0.115 -2.06 -0.503 -4.307 -1.316 0.169 -0.162 -0.249 0.058 0.755 -2.735 1.135 -0.781358779795401 -0.48 -1.16466852613365 -3.091 -5.322 -1.214 -0.514 1.982
3.3 2.407 4.17 -0.074 -0.108 -0.642 0.421 -2.525 -3.449 -0.838 -2.555 -3.18 -1.627 -1.831 -1.193 0.276 0.338 1.501 2.039 1.231 -2.026 -0.382 -1.4 -2.313 1.754 -2.67 -1.993 -1.555 -0.209 -2.771 2.005 -1.924 1.128 -0.799 1.14 1.45 0.037 0.217 -0.458 -2.071 0.91 2.24 -0.331 -0.353 1.403 -2.429 -0.932 0.262 -0.445 -0.56 0.724 0.727 0.468 2.134 1.38 -0.323 0.007 -0.533 0.586 -0.392 -2.403 -0.124 0.129 -0.285 -0.175
-2.411 -3.535 0.427 0.204 1.367 1.62 -0.188 2.488 -2.081 -0.767 -2.33 3.264 1.863 2.694 2.234 0.559 0.265 -2.168 -4.315 -2.933 0.724 -0.056 -2.244 -1.96 -1.973 0.163 -2.044 -1.479 2.045 -0.477 -2.179 0.651 -1.375 0.132 -0.366 -1.149 -1.102 -0.099 -1.382 1.983 -0.498 -2.815 -2.228 -0.619 -2.35 -1.378 -0.854 -1.702 -2.379 -1.941 -2.709 0.185 -0.171 -0.35 -1.823 -1.893 0.065 -1.781 -0.329 1.012 -1.135 -0.23 0.521 -1.095 -1.377
-2.769 -0.0319636264992521 -1.497 -1.009 1.122 -3.428 -0.316 -1.535 -0.953 -2.075 -1.772 0.126 -0.681 0.186973781121746 -0.484 0.977 -2.087 -1.05 -0.303587586692849 -0.701160937257378 -0.207 -0.114 -1.337 -0.338 -2.801 -0.929 0.137629040840272 -0.846 0.072 0.566 -1.582 -0.43 0.891 -0.279 2.711 2.487 4.388 3.185 0.18 1.627 3.693 3.961 -0.922 1.086 3.557 1.47 0.091 0.282 2.42 1.752 0.888 0.444 0.322 0.07 1.09595341542634 1.34 1.407 0.711 0.713 0.487 -1.098 0.451 0.768 0.635 -0.715
-0.216 1.57796985892549 -0.481 3.104 1.913 4.075 2.39 4.203 0.501 1.912 1.871 4.08 2.057 1.487 3.27 0.229 1.948 2.305 4.176 3.692 2.258 2.166 1.79 1.288 3.763 2.176 2.119 1.225 3.121 0.753 2.311 1.55485775158581 -0.172 -0.288 1.209 1.545 3.923 0.067 1.36 1.204 3.72 -0.795 1.031 -5.448 0.371939772015442 0.052 -0.154 1.12 -0.158 -0.22 -0.361 1.992 0.611 1.175 1.647 1.639 0.723 3.751 0.752 1.579 1.05745098749359 -0.469 -0.174 2.856 1.23324502792217
4.222 4.181 0.431 5.289 3.551 -1.308 3.811 -1.043 2.652 2.199 0.805 -1.414 0.049 2.399 0.321 2.636 4.011 2.722 0.861 0.57 -1.64 4.495 2.654 4.426 0.065 0.744 0.377 1.656 1.74 2.692 1.033 0.922 -1.036 3.785 1.003 1.279 1.347 -0.018 2.814 4.138 0.881 0.994 0.821 2.973 1.532 0.55 1.24 1.41 1.578 2.027 -1.568 2.602 2.69 3.518 2.015 1.199 1.822 2.139 2.231 3.086 3.273 2.494 2.583 3.102 2.862
-2.471 0.436011910665796 -0.174 0.988 2.26 0.212 1.023 0.916 0.895 0.646 0.133243855212919 0.237 0.332 0.287 0.501 2.753 1.332 0.739 3.425 1.441 -0.058 0.817 1.268 1.802 -0.297 -0.725 -0.154 0.115307456123188 0.416 -1.566 0.643 2.617 1.189 1.539 3.297 2.596 1.77967795925648 1.762 3.431 2.545 1.041 3.85 4.255 1.775 5.427 0.851 1.372 1.157 5.512 1.271 4.55 1.825 2.845 1.731 1.266 1.322 3.29 4.861 3.601 3.081 4.516 1.885 1.06 0.034 1.282
0.193 1.526 -1.409 3.045 1.12756186433591 6.167 2.067 4.462 -0.731 1.405 1.55 4.565 2.078 2.551 3.16 -0.34 1.858 1.341 3.782 2.356 2.782 2.777 2.086 -0.68 3.21 2.384 1.84925811998669 1.74 0.468 1.892 1.626 -0.78 0.031 -0.592 0.812366716130915 1.956 3.718 0.057 1.287 0.757 3.544 -1.195 -0.413 -1.50287990972798 0.337570766523435 -0.02 -1.038 1.488 -1.212 -0.367 0.023 1.688 1.421 0.36 1.24904592375093 1.162 -0.063 3.166 1.521 2.302 1.21086117331999 0.382 -0.613 2.039 1.837
-3.797 -6.723 -0.055 -0.239 0.834 -2.781 -1.513 -2.111 1.757 -3.122 -2.378 -2.045 -1.026 -0.872 -1.692 -2.343 -1.388 -1.809 -1.19645343652303 -2.318 -1.748 -1.093 -1.357 -1.431 -2.035 -0.642 -1.39236532154964 -1.971 1.467 -1.189 -1.668 -1.522 -1.34 -0.623 -0.091 -1.371 -0.65494509155299 -0.573 -1.354 -0.378 3.451 1.254 -1.126 -0.425826217783478 -4.864 -1.228 -0.621 -2.417 0.334 -1.45 -1.00211755930736 -1.937 -1.405 0.938 -1.235 -1.84 -1.027 0.641 -2.955 -2.815 -1.732 0.864 0.707 2.504 0.665
3.228 3.237 4.12 4.274 1.758 6.006 2.427 1.12 0.939 5.179 1.203 1.739 2.007 5.432 4.969 2.931 1.911 4.424 5.725 3.886 4.089 3.156 3.474 3.423 2.811 2.694 1.032 1.527 6.006 4.38 1.44 1.677 1.671 3.432 3.578 2.396 4.542 2.644 2.455 1.909 3.138 0.319 2.157 2.359 1.317 2.266 3.213 1.221 2.074 2.325 0.659 3.906 5.81 4.522 2.474 3.84 5.227 4.342 6.115 5.639 3.943 7.058 4.747 5.311 4.392
-0.98 -2.793 -1.781 -0.791 0.097 -2.156 -1.191 -1.587 -5.787 -1.51411680237106 -0.18 -2.372 -1.564 6.066 -0.235 -0.133 0.082 -0.463 -0.191 -0.131 -1.772 -1.841 1.299 -0.157 -1.694 0.923 0.649 -1.09 -1.33 -2.361 -2.567 -2.299 0.984 -0.696 -0.919547629769945 0.929 -0.593 -1.695 0.002 -1.574 -1.875 -4.7 -2.859 -0.813 0.548 -0.993 -0.78827905408508 -2.588 -0.942 -0.899 0.75 -0.954 0.163 -0.057 -0.264 -2.597 -0.471 -0.027 -0.201 0.2 -0.401 -4 -0.556 -0.980020153789601 -1.698
0.739 1.585 0.14 -0.196 1.129 5.827 0.573 4.522 4.643 1.804 3.713 4.473 2.025 0.662 1.602 2.833 2.66 3.567 4.481 3.235 5.126 1.976 1.422 3.121 2.102 2.123 2.417 1.788 1.154 4.004 4.277 2.287 -0.223 1.351 2.117 2.155 1.32 -0.433 1.5 0.581 0.758 2.412 0.209 -0.832 -0.455 -0.176 0.677 -0.119 -0.389 0.053 0.393 2.355 1.087 1.338 0.846 1.259 0.451 3.501 0.735 -0.543 2.093 -0.556 2.092 2.829 0.211
-3.528 -2.303 -0.97 -1.694 -0.4 -0.549 -0.042 -2.215 -0.48 -1.722 -1.872 -2.074 -1.388 -1.606 -1.466 -0.703 -1.821 -1.813 -0.901673345428064 -2.706 -1.122 0.473 -1.017 -0.801 -2.992 -2.84 -1.184 -1.727 -1.753 -1.293 -0.887 -0.854 -1.592 -1.176 -1.791 -1.618 -0.983 -2.019 1.25 -0.584 -0.825 1.308 1.641 1.482 3.874 -0.905 -0.002 -0.49 2.019 3.557 3.323 -1.552 -0.693 -0.397 2.661 3.853 -1.155 -0.685 -0.609 -0.525 0.025 -0.61 -0.688 -0.477 -1.026
3.401 -0.35 2.935 2.443 2.914 0.911 0.296 1.067 -0.323 3.665 1.599 0.387 1.03 -0.161 3.613 1.688 3.177 0.65 3.45796989067227 5.441 1.241 1.681 2.866 2.906 6.517 1.95 0.974 -0.274 4.146 1.274 4.251 2.201 3.359 2.049 3.132 3.65 5.803 5.754 2.834 2.236 4.612 2.415 4.122 3.112 1.569 1.417 0.191 3.754 1.424 2.565 2.712 4.085 2.465 5.063 3.29 2.229 4.032 4.836 1.992 3.581 1.962 0.492 1.55 2.055 1.745
0.711 -0.18 0.1 3.141 1.579 1.136 1.061 3.776 5.414 1.9 5.631 4.375 0.545 -1.913 1.369 3.335 3.303 -0.136 3.149 1.258 0.372 2.933 1.254 1.706 2.158 1.306 1.72020703730465 1.748 1.311 1.398 1.305 1.266 1.309 1.222 1.34767151427367 3.741 1.85 0.355 1.076 0.736 1.153 -0.239 0.829 0.732 1.104 -0.033 1.5 1.246 2.804 2.316 1.309 2.928 4.061 4.097 3.638 2.743 1 2.363 4.378 4.056 6.654 4.013 3.707 3.428 1.772
2.807 2.093 3.912 -0.958 -0.492 -0.546 -0.249 -2.839 -3.787 -1.12 -2.612 -3.604 -2.334 -2.682 -1.709 -0.311 0.136 0.163 1.24 0.999 -2.484 -0.43 -2.347 -3.595 1.352 -2.647 -2.179 -2.108 -0.434 -3.425 1.262 -2.596 0.998 -1.251 0.358 0.558 -0.558 0.066 -1.739 -2.17 -0.215 1.693 -0.389 -1.216 0.234 -2.643 -1.797 -0.675 -0.813 -1.007 0.143 0.434 0.081 1.449 0.796 -0.597 -0.626 -0.591 -0.097 -0.649 -2.54 -0.453893245801613 -0.358 -0.757 -0.611
-1.489 0.37 0.396 2.254 -0.918 3.544 0.065 -0.744 2.688 -0.477 -0.179 -0.701 0.343 -0.213 0.886 -0.557 -0.689 -0.199 -7.772 -0.884 1.707 -0.635 0.005 0.037 -2.085 0.786 -0.133 -0.007 -0.007 0.709 0.076 -0.111 -0.814 0.47 -0.594 0.55 -0.141 -0.321 -0.254 -0.099 -0.625 -0.568 4.294 3.657 -0.758 -0.312 3.732 -0.219 -0.706 1.806 -0.795 0.149 0.118 -0.657 0.563 -0.431 -0.088 0.171349521551298 -0.073 -0.937 0.137894395168528 -0.027 -0.998 1.677 0.865
2.212 4.081 2.845 3.669 1.493 3.17 2.376 1.721 1.358 5.924 1.674 -0.003 2.087 1.255 2.243 3.458 1.148 0.502 3.875 2.788 1.956 1.244 3.667 3.817 1.383 2.632 1.804 2.453 5.787 3.358 2.679 1.583 2.202 4.297 3.233 2.571 2.333 2.345 3.479 2.933 0.708 5.924 5.077 2.608 4.156 1.724 2.485 1.984 3.473 2.638 3.287 3.704 5.929 4.792 3.287 3.828 1.077 3.215 6.034 6.221 3.318 8.02 4.203 5.393 4.461
0.292 -1.472 0.618 -3.201 -2.16 -2.77 -1.978 -1.987 -3.714 -1.385 -2.85 -3.285 -3.597 -3.884 -2.124 -2.612 -2.172 -3.323 0.95 -1.193 -3.32 -2.909 -3.016 -2.893 -0.08 -2.215 -3.295 -3.179 -0.047 -4.01 -0.075 -1.091 -1.003 -3.172 -1.43 0.398 -0.44 -2.134 -1.89 -1.816 -0.731 -1.78 -3.074 -2.253 -2.497 -3.099 -3.028 -1.579 -3.399 -2.311 -1.252 0.476 0.932 1.684 2.042 0.042 -0.486 -0.363 0.786 1.405 -2.013 0.602 0.437 0.16 0.137
-2.253 -0.071963166126985 0.76 0.412 -0.576 4.138 1.573 1.58 0.741 -0.351 4.691 1.54 0.462 -0.61 0.779 0.246 -0.308 -0.665 0.45766372284641 -0.046 4.306 1.71 0.034 2.77 1.701 4.026 0.594927689234721 1.552 -0.98 -2.277 -0.008 0.122 -3.543 0.076 0.862 -0.715 0.024 0.104600226848932 -0.532 0.619 0.723 1.364 -1.406 -0.994 -0.129690489227377 -0.451 0.333 0.793 -0.736 -1.985 0.868 -1.092 -0.601 0.098 0.0527277804604317 1.379 0.689 -2.171 0.455 -1.174 -0.032 1.184 -0.554 1.486 -3.364
1.472 1.389 3.1 1.708 2.008 3.126 1.802 0.753 0.756 0.167 2.278 -0.568 1.144 1.52059535011497 2.136 3.784 0.99 1.662 1.35958393125298 1.65984034950381 2.708 5.046 0.445 2.362 -0.199 1.997 1.335 1.656 1.179 1.204 0.813 -0.277 1.14 1.933 2.055 2.729 0.664 0.749 5.411 0.723 0.108 4.023 1.172 0.522 5.699 3.459 2.408 1.361 4.187 1.187 3.952 1.468 5.907 0.48 2.18648399665212 0.419 4.666 -0.233 5.679 -0.076 -0.008 1.807 0.046 2.259 1.312
0.98 1.009 -0.0581638032721346 -4.488 0.705 -1.434 -0.889 -0.324 -0.432105488938564 3.126 -1.405 0.116 -1.636 -1.073 0.191 0.135 -0.544 -0.661 0.24 0.686 0.635 0.206 1.943 2.249 0.154 1.969 0.823982281300937 -0.201 0.339 1.907 -0.149 -1.381 0.474 -0.223 0.546 2.405 0.764498494223305 -0.584 1.176 -1.515 -0.488 -0.981 -0.275 -2.724 1.756 -1.202 -0.18 -5.46 0.787 0.613 1.057 -2.139 -0.084 -3.953 1.23701719669851 -0.312 -0.667 -0.187 1.237 3.044 1.405 1.149 -0.796 -0.413 1.864
2.227 0.635 -0.650080608595898 0.502 2.187 0.63 -1.012 -1.037 -0.158921143805188 1.266 -0.123 -0.571 -0.466 -0.305 1.036 0.346 -1.226 -0.434 0.60733614994368 -0.726 -0.535 2.059 0.467 -0.749 -0.323 2.257 0.523 -1.276 -0.573 2.406 -2.232 -3.662 1.661 0.303 -0.691318206584597 1.989 0.825 -2.044 4.188 -0.154271826633719 -0.819 -4.617 -0.521417468045461 0.374531862368419 0.897 -2.645 -0.992 0.98 -0.21 -0.93 -3.168 -0.936 -1.226 0.207 0.721 -0.912 -0.103 -0.524066030205856 -0.532 -1.943 1.086 -0.370974776875771 -3.364 3.083 0.825772583835099
-1.524 -0.833 -0.891 -0.647 0.276 -0.656 -0.544 -0.908 -0.482 -1.21 0.184 -1.192 -1.563 -0.193 -0.305 -0.315 -0.103 -0.931 -1.913 -1.949 0.313 -1.008 0.041 -0.921 -3.432 -0.347 -0.302989615718961 -0.627 -7.518 0.376 -0.463 -1.244 0.729 -0.516 0.589 -0.0501425936701489 0.381 -0.14 0.67 -0.219 -0.936 1.195 1.309 2.073 2.978 -0.354 0.106 -0.583 1.968 3.079 3.441 -0.772 -0.14 -0.627 2.812 3.123 0.701 -0.887 -0.2 -1.348 -0.524 -0.102 -1.353 0.63 -0.441
1.393 0.528 -1.778 -0.307 1.416 -1.298 0.108825713293156 -0.159 0.16 -0.29 1.159 -3.541 0.86 1.129 -0.228 -1.592 0.381 -1.385 1.643 4.158 -0.246 -1.264 0.519 2.918 1.853 0.75 0.725183038208362 -0.64 0.267 0.759 -1.322 -0.101491854256853 2.738 -0.332504271190845 0.263 1.992 0.297 -1.196 0.428 0.00970703496863065 -2.549 -1.661 -2.038 0.295604450806645 3.194 0.107 0.613 -0.908 -0.697 0.258 0.388 -0.281628443774934 1.101 0.981 0.638 0.0267437178917243 0.679 1.454 -5.631 -2.528 1.454 -0.328618396825524 -1.155 2.119 0.252922874639991
-0.086 1.495 1.35 1.956 0.781 1.45 0.251 0.824 3.219 4.651 0.539 -0.189 1.456 1.225 3.25 1.213 1.271 0.825 1.9988637206918 3.442 -0.381 0.867 3.311 2.262 1.937 1.034 2.14 0.322 4.332 1.038 0.895 1.34 0.874 2.752 3.971 1.732 3.182 2.876 1.26 0.841 0.492 2.141 2.054 1.315 -1.381 0.502 0.712 -0.133 0.068 0.818 0.923 2.179 3.246 2.174 2.306 1.053 3.09 2.048 3.02 5.464 3.313 7.639 3.99 4.337 4.193
4.681 -0.607 -0.599763143075602 -0.676960372427021 1.273 -0.719 -0.935 -2.199 -1.829 0.994 0.546 -0.393485922221852 -0.410475078377667 -0.21 -1.15 -2.245 -0.360581047956367 -0.418 -1.915 -2.294 -1.77 -0.443 0.552 0.183 -0.910563309103804 3.187 -1.937 -0.914 0.795 0.425 -3.131 -0.704 0.293 5.016 -0.036 -0.748 -0.759 -0.545 1.61 -0.0258011474172832 -0.720246802730813 -1.78 -0.485 1.455 -0.328784496292701 0.64 -0.722 -1.877 -4 -2.464 -1.145 -0.616 -1.66 -1.368 -1.575 -2.179 -0.394417578329618 -2.572 -1.798 -1.179 -0.617954110506024 -2.11 -2.153 0.975 -0.394913670612953
