"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103"
400.99 305.26 503.62 317.99 176.31 634.84 330.58 434.42 574.85 462.31 231.11 369.28 663.03 948.54 510.72 225.08 581.1 296.81 255.69 230.85 184.28 162.01 264.19 198.32 585.14 147.45 151.53 266.85 206.72 214.98 392.84 351.88 409.47 75.52 154.05 149.25 163.14 224.26 251.63 426.86 199 689.56 313.59 292.49 173.88 362.92 197.63 232.74 362.39 279.4 669.5 163.14 1399.79 489.24 206.51 418.72 620.24 1454.76 537.39 953 968.14 487.93 208.65 345.22 383.01 326.83 396.59 529.03 418.12 276.28 596.52 661.95 664.13 1085.54 353.42 345.48 311.79 220.88 484.81 1073.4 456.1 240.64 216.86 560.47 368.76 353.59 305.38 308.56 481.52 478.8 312.02 324.37 177.07 336.62 436.75 350.55 237.66 273.05 362.28 357.26 316.26 201.94 254.86
175.23 153.5 151.68 182.47 96.62 254.37 176.02 219.37 211.5 335.82 116.07 311.54 107.96 197.66 75.05 264.13 121.24 239.61 232.72 97.2 422.13 227.89 131.55 263.34 302.84 106.04 21.1 15.1 64.05 41.95 31.62 63.52 32.46 27.04 22.57 21.32 23.45 54.94 40.05 28.99 21 90.19 25.97 24.54 36.86 21.79 22.59 50.75 57.83 38.27 26.78 23.45 56.33 90.79 42.33 64.19 56.39 183.91 240.57 159.89 100.87 96.18 57.16 120.97 332.42 91.83 180 44.58 46.46 38.85 149.4 107.67 141.52 62.9 105.18 60.21 57.59 96.38 193.51 213.24 107.73 81.9 99.51 99.57 69.58 83.87 165.9 55.74 107.12 98.51 162.55 63.24 29.35 55.78 35.25 72.74 130.8 25.54 80.08 43.93 36.53 72.12 29.98
222.54 102.92 86.25 192.08 210.18 378.27 339.17 235.58 234.28 269.78 145.09 311.54 138.51 288.8 213.45 146.97 253.97 102.53 159.81 142.48 213.21 331.58 181.16 153.89 289.49 83.82 17.26 6.04 15.53 23.07 15.33 20.17 29.32 27.04 25.51 15.51 31.26 19.81 22.6 36.99 13 45.58 13.98 47.11 36.86 50.22 32 30.62 -0.96 38.27 18.54 31.26 407.84 224.95 91.9 442.42 284.95 192.67 325.93 358.97 199.76 124.24 154.34 93.44 201.31 141.2 179.01 175.35 112.11 36.69 259.54 239.26 174.88 399.72 180.92 104.63 132.06 110.44 158.51 208.09 375.56 334.67 199.02 361.33 723.61 615.69 413.16 242.86 264.09 408.88 318.56 624.25 131.09 471.66 489.63 415.2 175.02 422.34 180.19 339.69 342.22 239.44 201.45
337.57 88.96 70.39 66.16 74.71 88.81 397.12 144.81 257.05 161.19 151.31 144.88 837.2 -156.59 653.99 164.44 190.22 73.39 418.49 91.68 109.28 54 188.7 81.28 520.47 76.75 140.02 178.24 122.29 101.72 158.09 233.91 209.45 197.66 119.7 273.31 170.96 131.49 263.95 193.93 128 232.76 141.81 175.69 132.3 148.77 90.35 356.11 178.3 191.37 177.16 170.96 724.93 1017.83 387.2 820.66 1424.73 755.11 571.34 1225.14 541.92 285.54 257.24 221.3 360.29 290.3 424.28 248.67 160.58 357.23 657.59 739.71 394.23 625.96 737.33 411.61 349.52 845.37 373.64 482.1 426.91 195.14 178.37 292.55 524.82 648.09 181.75 597.21 610.92 483.03 213 420.25 335.55 223.11 302.59 132.34 239.5 95.27 376.58 105.42 305.69 223.09 490.04
221.46 280.84 357.89 181.41 196.24 436.38 354.19 239.9 359.01 388.43 246.65 247.27 396.19 559.62 424.95 311.41 356.4 209.39 275.67 249.62 241.07 130.69 398.98 165.81 227.9 319.13 598.43 674.68 491.09 468.76 676.44 507.15 582.26 359.9 630.9 455.51 334.1 416.09 440.6 778.74 579 423.82 560.27 563.38 438.49 430.19 749.12 756.83 674.66 434.41 541.78 334.1 334.82 326.83 227.16 149.12 255.75 188.78 284.22 280.61 334.25 206.39 276.29 358.01 362.36 298.2 232.42 213 310.06 539.62 220.29 317.02 324.48 338.85 333.43 352.39 218.45 290.16 262.48 326.55 346.36 289.17 294.78 311.03 312.11 218.25 253.6 276.7 301.22 374.99 337.24 438.61 341.42 448.17 415.21 332.36 212.79 397.79 381.35 263.55 445.08 421.18 271.73
1459.92 1153.89 1294.75 1255.97 603.65 1381.52 823.23 835.34 1027.13 1457.46 1067.44 1089.32 659.98 2398.93 444.44 492.3 566.47 1186.16 914.89 895.77 892.48 764.68 885.29 851.8 788.4 1005.87 214.82 253.76 454.21 463.51 303.73 483.96 483.82 479.24 320.85 564.06 384.9 573.7 421.09 361.88 236 519.83 345.55 299.36 340.2 438.72 458.32 510.1 393.23 403.79 282.22 384.9 671.73 492.27 378.94 688.33 480.28 884.53 727.52 632.16 522.14 427.81 541.15 391.45 417.07 974.57 691.31 465.63 434.28 454.36 595.43 489.48 536.76 742.63 739.44 502.42 400.16 568.26 870.8 401.75 828.64 778.53 559.51 1223.59 571.53 891.13 797.8 694.75 1164.56 1043.4 629.64 582.43 808.06 500.04 410.31 528.35 732.32 357.52 500.52 363.12 391.24 364.45 450.69
119.33 39.25 166.55 144.06 46.82 100.87 135.24 118.87 65.08 143.28 59.07 84.97 96.76 164.29 168.62 60.64 96.15 82.03 194.76 108.24 110.35 68.04 89.5 80.19 161.17 40.4 23.98 39.27 39.79 30.41 72.82 120.99 117.29 82.98 13.74 63 51.78 45.93 65.73 96.97 40 178.45 76.9 24.54 40.64 30.32 48 60.37 18.31 24.88 100.94 51.78 233.65 95.83 115.64 122.46 154.05 322.09 227.95 208.6 237.34 132.25 57.16 68.85 83.62 137.25 161.21 31.7 120.18 36.69 112.32 196.39 174.88 191.75 78.89 156.95 112.2 100.4 115.28 269.9 59.4 70.78 27.22 156.03 55.66 132.48 76.08 88.59 74.24 76.27 85.95 83.64 76.31 55.78 94.99 74.76 66.32 36.34 131.56 35.14 45.18 43.27 27.17
59.13 -0.87 73.36 193.14 73.71 96.49 -24.69 -10.81 -9.76 130.97 52.85 62.09 117.13 -168.14 -6.82 77.08 54.35 39.93 15.98 18.78 168.21 138.25 -89.5 172.31 60.57 35.35 132.35 115.8 127.14 82.85 96.77 43.35 104.72 57.81 145.21 29.08 85.97 13.51 58.54 101.97 125 74.68 127.83 123.67 43.47 142.13 56.47 72.62 95.42 108.12 118.45 85.97 56.33 95.83 306.66 111.59 142.98 46.71 125.13 186.37 244.26 121.23 196.26 141.63 299.38 16.79 296.7 121.86 92.92 78.78 441.66 76.76 101.08 132.9 369.19 682.07 320.73 479.91 287.18 255.47 65.45 46.51 21.59 35.93 132.2 87.68 30.64 106.5 51.97 108.05 7.47 11.22 48.91 150.7 116.53 139.41 37.77 157.15 91.52 164.97 103.82 176.93 92.76
1309.42 1894.38 1671.48 6836.89 2711.45 4555.72 1944.84 2042.43 2863.38 4307.45 1535.87 6343.09 744.51 335 597.46 3868.47 2415.34 3679.37 1975.6 1803.69 5279.89 4295.39 1718.83 5374.13 2898 4222.44 60.42 64.45 205.75 161.5 278.82 231.9 198.98 182.75 212.92 86.26 116.25 45.03 182.81 240.92 133 228.88 74.9 235.56 158.76 99.49 209.87 193.36 322.88 143.53 168.92 116.25 226.34 473.1 526.59 432.55 729.99 224.78 1985.63 947.71 373.81 742.41 95.27 1767.41 4123.24 891.63 1395.48 638.01 843.31 74.47 801.53 1429.57 1972.17 666.54 252.44 768.93 565 160.64 1108.57 1878.96 547.73 610.69 702.21 1135.31 201.78 808.21 1107.41 408.09 184.55 118.64 850.11 408.01 84.13 888.52 221.31 229.32 776.54 235.73 789.39 107.37 189.37 425.99 242.68
274.14 121.23 262.72 253.97 154.4 581.12 498.02 293.94 272.24 358.21 69.44 429.19 129.35 116.8 1690.05 391.57 240.38 139.23 1080.69 712.42 251.78 336.98 217.82 231.91 1245.22 86.85 69.05 86.6 85.41 80.75 121.68 137.12 151.85 179.95 72.61 54.27 65.45 53.14 91.41 145.95 124 164.87 118.84 100.11 69.93 108.97 74.35 94.49 99.27 175.1 124.63 65.45 524.66 744.46 204.44 662.65 245.68 676.29 485.98 813.23 409.41 283.54 1396.7 1023.86 664.84 280.42 961.31 1157.14 616.07 88.5 1557.27 292.09 685.36 728.43 1711.33 873.56 1218.36 2039.13 533.18 916.82 255.74 225.47 65.71 267.92 291.23 133.43 103.56 187.12 269.4 128.17 240.09 463.09 215.22 304.33 112.62 81.83 283.72 96.25 198.3 81.99 32.68 64.43 99.32
820.27 419.52 1114.32 786.45 2138.68 1473.62 832.89 1490.21 1490.26 1016.42 724.41 766.88 1390.23 1198.83 916.18 647.49 783.86 735.01 1269.46 930.01 799.27 3373.02 751.58 583.04 1008.09 461.53 844.9 1953.56 845.33 1096.91 1315.52 1413.57 1183.38 1531.89 993.93 1013.76 1043.32 695.29 1032.18 1799.39 1119 945.59 2444.8 1003.09 1029.12 1311.43 1374.01 1503.17 834.66 1843.83 1396.68 1043.32 3670.52 1808.68 1337.13 1977.09 3929.84 2636.08 2374.61 2829.37 2456.45 984.87 1186.15 1045.5 1579.51 504.56 1978 786.61 1001.88 1965.28 1405.68 2814.28 1277.71 4841.31 1404.2 892.32 1413.98 1659.61 903.74 1460.73 2322.81 646.08 558.57 897.16 1289.18 799.63 696.36 462.83 1048.95 789.17 1619.89 1512.7 653.49 1231.99 717.8 557.64 525.06 391.89 847.54 734.05 822.86 774.09 420.71
23.65 62.8 22.8 99.24 71.72 52.63 46.15 134 134.49 79.48 66.33 172.11 -10.18 -127.07 -22.42 207.61 77.34 142.47 30.96 106.03 178.92 304.58 -15.1 317.53 132.43 152.5 134.26 127.89 67.94 66.07 116.89 97.8 59.69 96.03 100.08 92.07 89.87 49.53 73.95 83.97 102 92.13 98.87 115.82 98.28 107.07 69.64 98.87 117.58 105.25 82.4 89.87 1106.69 317.76 415.08 522.42 167.14 325.98 238.63 740.17 314.47 541.03 12.39 82.62 18.58 -41.47 320.44 66.38 341.37 56.12 790.63 327.98 290.11 350.01 29.45 1016.69 48.66 20.08 119.4 16.48 373.54 373.09 585.8 335.67 534.76 417.45 553.7 367.28 491.07 496.81 311.09 332.53 353.16 376.74 568.95 585.93 167.65 550.03 206.88 557.37 444.11 497.15 781.44
444 544.24 474.87 438.58 465.19 540.55 478.7 354.45 355.75 276.49 1163.82 265.79 661 477.48 623.78 248.72 477.63 416.61 586.29 373.33 455.35 516.27 835.69 386.89 822.28 510.01 523.63 471.27 419.27 471.9 483.86 347.85 393.76 429.82 422.89 457.45 564.65 876.32 587.47 466.84 396 372.42 486.36 516.27 408.25 542.96 504.43 816.33 719.96 638.21 511.91 564.65 798.98 449.9 552.4 446.38 443.03 348.36 442.33 475.44 565.66 511.97 402.05 649.13 472.82 367.32 253.18 430.95 976.63 688.55 475.47 583.19 598.42 816.69 424.94 239.86 538.19 708.82 394.23 344.06 655.46 734.04 843.96 669.28 816.05 770.08 942.56 748.5 704.25 437.49 1113.56 552.85 1270.78 902.22 1441.48 573.81 711.13 634.5 1022.01 1092.29 1211.22 448.1 728.04
18.28 9.59 61.47 60.82 5.98 156.79 67.62 134 45.55 108.58 49.74 55.56 40.74 231.04 104.29 35.97 75.25 80.95 71.91 39.76 52.5 23.76 47.45 45.52 131.4 23.23 25.89 38.27 8.73 25.17 35.45 50.41 70.16 29.84 28.45 22.29 60.57 30.62 31.84 60.98 35 110.56 42.94 41.22 49.14 32.22 70.58 59.5 38.55 52.63 83.43 60.57 278.5 98.86 73.31 110.61 111.76 179.05 291.01 120.71 214.59 66.13 54.31 74.75 17.55 124.41 91.98 66.38 121.19 71.23 66.52 124.61 137.48 177.54 86.25 99.69 51.63 53.21 85.43 189.54 11.08 40.44 46.94 63.64 61.63 49.56 48.61 50.76 77.43 23.3 29.89 59.16 71.41 12.72 10.77 54.55 35.93 44.2 43.85 -10.74 0.96 29.81 5.62
30.1 49.71 -6.94 4.27 -10.96 -26.31 34.35 85.37 557.49 26.87 1.04 37.04 78.42 -33.37 55.56 13.36 0 -7.56 61.92 23.2 31.07 31.32 525.14 -14.09 30.8 7.07 -2.88 -4.03 4.85 2.1 0.96 9.07 20.94 3.73 -4.91 -8.72 -5.86 21.62 -19.51 1 -2 11.64 -3.99 5.89 1.89 -12.32 -1.88 1.75 -15.42 -0.96 -3.09 -5.86 55.28 30.26 33.04 163.93 201.38 564.39 557.76 68.83 424.24 728.38 235.32 98.35 1314.19 16.79 565.71 1133.36 1233.16 15.11 418.76 80.75 61.66 364.21 250.34 985.1 998.92 278.11 5.15 1460.73 245.67 280.07 132.37 213.51 901.53 154.4 125.75 745.51 366.98 75.21 603.49 544.69 4.89 130.15 659.04 26.27 902.74 18.66 47.67 133.73 241.28 414.45 85.27
482.7 234.62 354.92 186.74 82.68 330.03 337.02 231.26 162.69 260.82 310.9 40.3 600.91 436.4 499.02 275.44 238.29 159.74 488.41 172.31 156.43 93.97 241.54 46.6 307.97 134.32 158.24 134.94 207.69 318.8 178.21 168.38 247.15 166.89 174.65 176.39 132.86 211.65 229.03 42.99 106 425.76 301.61 228.69 143.64 -13.27 -20.7 100.62 198.54 157.88 197.76 132.86 315 283.46 308.73 347.62 342.34 530.33 487.92 297.55 241.29 139.26 139.1 182.94 130.08 211.3 488.57 203.09 160.58 247.14 227.92 212.34 281.02 336.82 271.37 487.62 228.38 281.12 189.39 970.39 632.3 1473.14 333.27 608.72 369.76 190.61 556.87 366.29 339.4 680.06 237.28 628.33 418.7 371.85 409.33 1033.46 234.9 655.12 344.16 640.34 607.53 451.95 365.42
-45.15 -179.67 -172.5 78.97 88.65 -19.74 4.29 -166.42 -103.04 -2.24 55.96 -15.25 -112.03 187.4 -46.78 -37 -180.81 -162.98 -139.83 7.73 -48.21 -41.04 -135.87 -80.19 -140.64 -74.73 1425.11 1347.35 1248.1 1029.8 2009.21 2333.1 572.84 764.55 1772.01 1429.54 1080.45 46.83 579.26 745.75 1117 1686.55 1974.42 1312.26 1769.06 1283.95 1202.73 1995.77 1273.19 534.87 1651.09 1080.45 -246.16 -79.69 -77.44 2.96 -99.68 -28.22 48.5 62.47 -165.15 -181.34 -10.48 23.6 -25.81 20.74 -283.84 9.91 -18.18 12.95 37.08 -302.06 -158.7 -250.59 -6.31 -21.72 -59.58 -114.46 5.15 -71.08 -94.64 -99.09 -107.02 -70.83 13.92 -105.79 0 -166.22 -49.85 126.06 38.3 -61.2 -68.48 -138.95 -142.97 28.29 -109.62 -132.6 -98.2 -99.56 -51.91 -81.74 -70.27
52.68 29.65 16.85 135.52 109.57 -15.35 30.05 -21.61 117.14 155.6 92.24 102.4 87.59 314.47 -120.86 83.25 57.48 83.11 112.86 71.79 106.07 51.84 78.72 96.45 21.56 86.85 14612.64 11575.33 16071.91 13453.45 12999.99 13427.92 9011.49 12464.89 12304.96 14212.97 15767.09 3123.4 6779.55 4123.61 11521 16213.76 12600.51 13299.28 15273.3 8290.25 14846.84 14413.98 15228.14 6739.99 11087.93 15767.09 42.77 47.41 91.9 353.54 129.89 41.84 274.52 46.59 3.96 85.16 28.58 35.41 -28.91 169.83 29.67 115.91 484.78 85.26 42.53 58.82 -21.23 -79.13 110.44 106.6 55.61 -7.03 127.63 -25.75 66.45 58.64 46 -16.42 119.28 23.83 133.14 51.76 -25.45 27.54 85.01 90.78 55.76 -7.83 94.99 20.2 56.19 2.95 -51.48 -30.26 -15.38 21.16 47.79
-68.8 53.2 -11.9 8.54 66.74 251.09 124.5 76.73 127.98 325.75 38.34 96.95 222.03 -16.69 272.9 165.47 143.19 -23.74 -22.97 157.95 28.93 213.85 231.84 165.81 128.32 187.84 123.71 486.38 174.69 144.72 201.21 425.48 364.44 111.88 135.4 85.29 -5.86 18.01 166.38 133.95 348 434.49 327.57 122.69 99.23 48.33 123.28 -19.25 132.04 246.86 129.78 -5.86 376.54 121.05 1292.73 222.2 588.02 486.54 492.77 338.85 164.16 299.57 1385.27 1206.8 143.5 170.82 703.18 934.23 224.21 158.65 208.29 224.3 705.57 313.49 641.62 347.45 711.95 716.86 300.56 401.75 956.51 341.74 790.45 873.55 901.53 1117.96 984.83 487.72 566.37 462.91 1393.81 618.13 86.09 1382.68 1531.57 2414.43 574.8 2073.4 645.43 1845.86 1484.22 1781.84 1788.7
63.43 24.42 -32.72 22.41 -19.92 -26.31 122.36 8.65 100.87 -80.6 116.07 42.48 70.28 50.06 243.66 148 15.68 -15.11 -55.93 90.57 3.21 -51.84 -24.8 -28.18 -28.74 79.78 281.95 396.75 271.75 421.57 412.96 331.72 291.13 230.3 343.41 352.78 202.22 171.12 439.58 102.97 575 364.66 299.61 368.06 296.73 369.55 462.08 529.35 223.6 161.71 302.82 202.22 603.93 223.94 79.5 458.23 188.29 124.55 223.1 620.51 110.76 3.01 1642.51 964.85 1003.45 97.75 452.96 1042.21 475.69 345.35 402.4 103.68 550.91 396.68 417.58 990.04 554.07 879.5 364.38 926.09 125.86 189.07 153.96 102.65 129.22 71.48 61.29 142.33 131.52 136.65 59.79 200.94 216.2 71.43 406.39 1009.21 39.61 259.3 217.37 226.46 322.99 355.79 37.48
260.16 233.74 257.76 167.53 121.53 395.82 151.34 167.5 278.75 185.82 219.71 201.52 108.98 409.45 184.21 83.25 145.28 246.08 151.82 138.07 121.07 123.13 180.08 138.72 132.43 252.48 25.89 61.43 86.38 70.26 74.73 46.38 85.87 73.66 58.87 63.97 93.78 109.88 77.03 74.97 35 116.38 66.91 54.96 62.37 83.39 32.94 77 89.63 84.2 56.65 93.78 152.29 139.21 74.34 97.77 92.63 116.77 165.87 123.89 87.02 106.2 64.79 83.6 81.56 175.76 89.01 49.53 117.15 93.89 169.03 136.58 88.95 170.44 139.89 98.71 137.03 85.34 174.98 110.22 128.88 141.55 153.96 256.63 123.25 195.38 195.49 166.22 217.43 226.69 162.55 66.3 106.63 103.73 103.8 116.18 139.09 113.93 112.5 94.68 98.05 111.55 114.31
1100.85 519.82 771.3 562.36 673.38 1237.88 502.31 929.36 664.87 660.45 802.13 852.93 438.97 655.89 562.38 456.32 580.06 825.67 704.15 310.37 419.99 765.76 482.01 761.85 1206.21 709.97 413.34 535.72 593.96 420.52 516.44 909.44 827.32 333.79 484.7 259.74 425.93 295.41 496.06 719.76 590 540.2 569.26 373.95 292.95 688.88 419.73 328.11 373.96 783.65 428.48 425.93 928.32 1333.56 790.92 757.46 605.13 860.2 982.63 850.29 834.64 589.12 1140.42 845.84 844.47 312.02 784.28 1005.56 575.68 1107.29 719.75 1885.16 842.04 752.78 616.37 1483.58 665.28 697.78 533.18 651.04 566.86 644.06 432.78 446.53 494 534.68 269.46 353.35 412.58 369.69 286.8 1016.96 442.18 651.71 566.99 537.44 173.18 551.99 434.73 498.8 717.12 426.95 510.66
52.68 58.44 55.52 57.62 31.88 95.39 64.4 64.84 50.98 38.06 42.49 45.75 30.55 197.66 11.7 2.06 40.76 51.81 36.96 76.21 28.93 17.28 10.78 32.51 44.14 14.14 42.2 23.16 64.05 73.41 125.52 59.49 90.06 54.08 35.32 30.04 47.87 2.7 79.08 61.98 57 104.74 36.95 42.2 77.49 37.9 71.52 35.87 46.26 65.07 65.92 47.87 50.07 45.39 15.49 19.75 25.17 23.35 80.51 59.3 104.82 19.04 12.39 28.52 7.23 43.45 31.65 28.73 44.44 57.2 41.44 -29.91 21.23 38.55 9.47 40.47 16.88 -4.02 74.11 57.69 445.03 471.16 352.98 290.5 378.7 83.87 180.69 54.74 255.61 103.81 178.43 116.28 15.65 949.19 662.96 161.64 47.9 41.25 4.77 409 306.65 20.19 456.31
-80.63 -83.73 397.55 337.2 575.76 10.96 106.26 811.57 -8.68 163.43 -25.91 446.62 -60.09 -233.6 -63.35 58.58 1612.67 362.65 -60.93 215.38 526.06 1104.9 -52.84 502.84 3.08 27.27 607.06 711.94 592.99 427.86 387.09 554.54 433.56 453.13 443.49 588.29 776.63 1109.58 1093.81 587.8 594 499.47 762 587.92 554.72 480.42 679.48 1000.07 345.04 697.54 468.65 776.63 -41.72 -45.39 -19.62 29.63 -16.11 185.86 -8.73 -16.94 14.83 9.02 -34.3 -25.57 18.58 -36.53 -3.96 -9.91 1.01 -56.12 97.06 -61.81 -25.27 -18.26 0 19.74 0.99 -41.16 -4.12 21.63 -40.27 -34.38 -60.08 -157.05 -4.97 -81.96 -42.27 11.94 -92.27 -79.45 -5.61 -8.16 52.83 -39.14 -49.94 -12.12 18.42 15.72 -24.79 -30.26 -37.49 -22.12 -0.94
54.83 86.35 1204.53 149.39 2.99 275.21 71.91 19.45 62.91 33.58 32.13 14.16 31.57 200.23 16.57 134.64 63.75 37.78 4.99 29.82 4.29 39.96 17.25 48.77 44.14 25.25 19.18 12.08 52.41 15.73 11.5 26.21 17.8 18.65 -3.92 16.48 50.8 47.73 5.14 34.99 9 35.88 16.98 23.56 55.76 55.91 67.76 47.25 64.58 45.93 12.36 50.8 280.58 625.42 -4.13 9210.93 4814.89 62.28 159.08 576.04 446 29.06 502.09 186.87 113.56 1.97 451.97 22.79 8.08 29.14 9196.38 452.6 61.66 629 729.97 31.59 161.85 119.48 5380.23 29.87 3896.52 4705.55 2209.88 1815.88 5588.1 1266.64 7657.81 4869.21 6768.89 4074.02 6356.24 6875.98 3649.96 6038.59 10395.87 9731.46 346.36 8324.06 -5.72 7586.46 8498.72 5316.67 3702.96
720.29 328.81 1001.3 875.02 1472.27 707.21 715.9 742.41 466.38 426.49 385.52 899.77 492.95 835.58 524.36 736.9 872.7 1215.3 289.65 683.7 467.13 1904.14 325.65 1446.76 403.44 494.86 817.09 665.62 895.8 657.52 467.57 644.27 652.43 513.74 521.01 759.83 661.36 586.31 582.34 800.73 541 485.89 1118.54 485.84 741.84 846.18 1175.44 584.47 980.19 886.03 698.34 661.36 1012.81 371.22 617.45 830.53 386.64 60.33 363.76 657.57 1026.49 99.19 334.41 150.48 178.6 750.43 216.59 128.79 210.07 1114.85 179.94 958.03 373 892.78 307.14 149.05 191.64 295.18 235.71 255.47 638.35 1101.06 1365.92 755.51 639.12 1238.04 646.69 1460.17 637.43 1314.58 555.84 1807.48 1270.78 1405.19 1959.51 913.24 368.46 1513.56 965.76 1889.78 1594.77 724.08 1010.07
414.97 245.08 192.33 199.55 591.7 1173.19 1013.2 561.94 503.26 182.46 930.64 638.34 529.61 1322.04 1069.2 694.76 940.64 402.58 65.92 194.4 193.92 2337.25 1259.47 234.08 345.95 306 198.52 84.59 248.45 141.57 457.99 78.64 471.26 606.97 332.62 144.41 352.66 609.73 465.25 557.81 278 336.53 175.77 256.17 331.7 389.45 367.97 214.36 340.22 176.06 152.44 352.66 818.8 767.66 1395.98 703.14 432.96 1458.65 720.73 2592.17 1008.69 2623.98 512.57 582.25 2007.94 810.66 1156.14 3322.8 594.86 855.83 2916.06 1111.55 408.38 1279.31 241.92 5997.48 680.18 1433.71 1991.72 1145.51 1040.08 1218.35 1928.25 1047.03 490.03 330.72 789.34 423.02 722.28 648.28 578.26 1385.19 449.03 380.65 299.65 270.74 596.91 471.45 625.41 299.67 258.59 399.06 1270.55
370.89 475.34 290.48 395.89 577.75 301.52 867.23 1311.91 1718.03 607.83 898.51 1212.41 656.92 1419.59 1125.73 1314.5 898.83 296.81 190.77 429.66 324.64 331.58 447.5 585.21 1012.19 3104.47 1234.26 1178.18 1383 709.95 1281.99 1037.49 1211.65 1173.86 1002.76 1291.91 686.76 1095.17 1143.1 1599.46 1250 1119.19 1082.58 930.46 1007.38 2066.64 2457.22 920.45 1628.83 1319.48 1018.67 686.76 3039.47 2934.45 2659.8 1256.17 2064.1 1049.96 628.57 1467.63 1673.24 1083.06 2116.96 978.62 1920.19 240.93 1296.58 1555.4 1621.99 1224.93 1063.26 1656.86 726.8 853.21 1360.02 1835.96 1686.05 1976.88 2534.17 5060.02 652.44 1241.6 705.02 449.61 933.34 259.24 879.16 404.11 685.16 1570.92 595.08 1491.28 1208.17 793.6 993.95 720.29 78.3 1077.46 148.72 891.2 1156.43 999.1 649.33
341.87 89.83 310.3 58.69 162.37 231.35 180.32 319.87 182.22 251.87 118.14 201.52 246.47 218.2 781.67 111 245.61 296.81 533.35 220.91 253.92 129.61 343.98 176.65 586.17 89.88 116.04 103.72 98.99 97.53 156.18 225.85 81.68 102.56 67.7 119.21 202.22 175.62 139.68 118.96 107 530.5 121.84 102.08 92.61 161.09 152.46 85.75 179.27 98.55 122.57 202.22 945.01 648.62 383.07 405.89 1095.48 457.35 2023.46 245.66 1203.5 1211.3 145.77 527.17 112.53 396.94 1103.72 274.42 539.32 278.44 451.48 1395.67 472.07 1182.94 343.95 352.39 417.04 251 359.23 1323.72 532.63 87.96 218.74 327.45 488.04 447.95 135.26 326.47 329.85 266.94 202.72 238.69 156.52 388.48 139.06 99 154.75 162.06 327.96 145.44 190.33 232.71 243.62
287.04 218.92 983.46 737.36 143.44 576.73 549.53 282.05 282 373.88 162.71 314.81 195.55 722.63 235.87 88.39 576.92 388.55 262.68 170.1 212.14 261.37 236.15 199.4 337.74 109.07 731.74 1186.23 732.75 553.7 612.25 734.01 746.68 701.14 537.69 707.5 754.16 430.5 708.66 573.81 559 490.74 557.27 599.69 463.06 404.61 827.23 669.34 749.84 416.23 1041.33 754.16 465.2 196.71 160.04 111.59 123.85 306.52 346.3 194.84 427.21 146.28 253.43 62.95 155.89 266.6 216.59 74.3 182.8 110.08 183.21 166.48 186 196.82 185.12 198.4 148.94 138.55 171.9 65.93 304.07 203.23 183.06 414.71 195.81 357.4 255.72 323.49 457.13 580.49 187.77 479.41 431.42 274.97 420.1 243.46 266.21 169.92 287.92 384.59 154.77 87.51 53.41
4.3 20.93 74.35 55.49 8.97 96.49 65.47 62.68 63.99 45.9 34.2 25.05 53.98 15.4 50.68 24.67 68.98 47.49 46.94 57.44 50.36 71.28 106.75 57.44 219.69 36.36 35.48 52.36 49.5 46.14 42.16 74.61 33.51 10.26 45.13 21.32 18.56 10.81 51.35 37.99 22 91.16 73.9 38.28 56.7 41.69 13.18 45.5 18.31 117.69 23.69 18.56 34.42 152.32 41.3 260.71 64.44 69.09 -16.49 200.13 39.56 29.06 84.79 198.67 113.56 56.28 91.98 154.55 25.25 125.19 184.3 38.88 187.01 88.26 127.27 207.29 36.74 56.22 95.73 185.42 41.28 -19.21 7.51 -28.74 17.89 44.79 21.13 19.91 56.21 34.96 29.89 26.52 62.61 5.87 52.88 52.53 1.84 29.47 16.21 6.83 42.3 23.08 43.1
